license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284530,Valkyrie Cannabis Inc.,Great Barrington,MA,01230,42.211077,-73.34632,325 Stockbridge Rd.,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.346320 42.2110770),41 Meeting House Lane,,Southampton,NY,11968,85-0492199,MRN284530,Wed Apr 27 2022 16:05:14 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 14:55:19 GMT-0500 (Eastern Standard Time),Thu Jul 14 2022 14:14:53 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Fri Dec 03 2021 10:35:15 GMT-0500 (Eastern Standard Time),Fri May 06 2022 10:40:39 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:56:23 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),325 Stockbridge Rd,N/A,Berkshire County,1500,10000,01230,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,3/15/2019,COMPLETE,MR281287,"New England Treatment Access, LLC.",Brookline,MA,02445,42.331742,-71.118024,5 Forge Parkway,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.118024 42.3317419),5 Forge Parkway,,Franklin,MA,02038,38-4055241,MRN281287,Mon Jul 09 2018 09:06:30 GMT-0400 (Eastern Daylight Time),Wed May 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 18:17:02 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201822,RPA201822,Not a DBE,,,Thu Mar 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 19 2018 21:30:53 GMT-0400 (Eastern Daylight Time),Mon Jul 09 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 16:14:13 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),160 Washington St,N/A,Norfolk County,300,5000,02445,Brookline,Norfolk,42.199156,-71.15444,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284346,"House of Ermias, LLC",Chelsea,MA,02150,42.390772,-71.037292,267 Broadway,,Chelsea,MA,02150,POINT (-71.073493 42.334948),POINT (-71.037291 42.3907719),267 Broadway,,Chelsea,MA,02150,87-2864295,MRN284346,Mon Nov 14 2022 12:46:06 GMT-0500 (Eastern Standard Time),Wed Dec 01 2021 14:03:37 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:43:06 GMT-0500 (Eastern Standard Time),False,yes,SE305269,,,,,,,Not a DBE,,,,Wed Jul 28 2021 15:44:33 GMT-0400 (Eastern Daylight Time),Tue Nov 15 2022 14:22:41 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:11:10 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),267 Broadway,N/A,Suffolk County,,5000,02150,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/7/2022,COMPLETE,MR283179,"Western Front, LLC",Cambridge,MA,02139,42.364942,-71.102351,699 Boylston Street,12th Floor,Boston,MA,02116,POINT (-71.275566 42.459085),POINT (-71.102350 42.3649419),699 Boylston Street,12th Floor,Boston,MA,02116,82-5141599,MRN283179,Wed May 20 2020 11:40:33 GMT-0400 (Eastern Daylight Time),Mon May 18 2020 09:56:02 GMT-0400 (Eastern Daylight Time),Thu Oct 29 2020 11:09:52 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE202211,EE202211,,,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 09 2019 20:17:28 GMT-0500 (Eastern Standard Time),Thu Jun 11 2020 13:02:01 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:51:33 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 29 2023 04:00:00 GMT-0400 (Eastern Daylight Time),569 Massachusetts Ave,N/A,Middlesex County,,10000,02139,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284345,220 ONEIL LLC,Attleboro,MA,02703,41.938976,-71.302297,220 O'Neil Boulevard,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.302296 41.9389759),89 South Main Street,,Centerville,MA,02632,87-2075638,MRN284345,Wed Aug 10 2022 10:48:47 GMT-0400 (Eastern Daylight Time),Fri Apr 15 2022 15:47:48 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,,Tue Jul 27 2021 14:12:36 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 09:35:50 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 15:53:13 GMT-0400 (Eastern Daylight Time),Mon Mar 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,Bristol County,1500,10000,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283784,"Leaf Relief, Inc.",Brockton,MA,02301,42.093802,-71.050234,165 Westgate Drive,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.050234 42.0938019),1280 Belmont Street,,Brockton,MA,02301,83-3845034,MRN283784,Fri Jan 01 2021 10:21:25 GMT-0500 (Eastern Standard Time),Fri Dec 11 2020 16:13:54 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,,Fri Sep 18 2020 13:05:34 GMT-0400 (Eastern Daylight Time),Fri Jan 08 2021 14:36:13 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:55:36 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),165 Westgate Dr,N/A,Plymouth County,1500,10000,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,5/25/2023,COMPLETE,MR284476,GreenCare Collective LLC,Millbury,MA,01527,42.215952,-71.772121,12 Latti Farm Road,,Millbury,MA,01527,POINT (-71.840209 42.329642),POINT (-71.772120 42.2159520),12 Latti Farm Road,,Millbury,MA,01527,82-1264062,MRN284476,Mon Aug 08 2022 10:21:26 GMT-0400 (Eastern Daylight Time),Mon May 16 2022 12:04:54 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 15:04:05 GMT-0500 (Eastern Standard Time),True,no,,,,,,,RP201818,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 02 2021 14:09:42 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 08:53:41 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 14:41:43 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Dec 08 2023 03:00:00 GMT-0500 (Eastern Standard Time),12 Latti Farm Rd,N/A,Worcester County,1500,10000,01527,Millbury,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/29/2019,COMPLETE,MR281245,"253 Organic, LLC",Montague,MA,01376,42.59029,-72.527306,253 Millers Falls Road,,Turners Fall,MA,01376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,99 Summer Street,Boston,MA,02110,82-4664662,MRN281245,Thu Sep 06 2018 17:00:52 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:58:38 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Aug 08 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 12:09:14 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:25:56 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),253 Millers Falls Rd,P.O. Box 253,Franklin County,300,5000,01376,Turners Falls,Franklin,42.587072,-72.573941,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,10/13/2021,COMPLETE,MR281457,MJ's Market,Grafton,MA,01536,42.249373,-71.689359,119 Drum Hill Road,STE 225,Chelmsford,MA,01824,POINT (-71.840209 42.329642),POINT (-71.689358 42.2493729),119 Drum Hill Road,STE 225,Chelmsford,MA,01824,82-5246841,MRN281457,Thu Mar 12 2020 15:47:18 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 05 2021 11:08:59 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 19 2018 20:15:28 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:11:33 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),13 Centennial Dr,N/A,Worcester County,300,10000,01536,North Grafton,Worcester,42.329642,-71.840209,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,3/17/2023,COMPLETE,MR282958,GTE Taunton LLC,Taunton,MA,02780,41.925888,-71.089964,120 Bergeron Way,,Stoughton,MA,02072,POINT (-71.102131 41.778329),POINT (-71.089963 41.925888),120 Bergeron Way,,Stoughton,MA,02072,37-1940237,MRN282958,Mon Jun 29 2020 14:24:59 GMT-0400 (Eastern Daylight Time),Tue Feb 11 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 04 2022 14:09:45 GMT-0500 (Eastern Standard Time),False,no,,,,,,,,Minority-Owned Business,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Aug 28 2019 12:28:11 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 11:36:22 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:00:34 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),297 Broadway St,N/A,Bristol County,300,10000,02780,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/29/2021,COMPLETE,MR283369,"Diem Lynn, LLC",Lynn,MA,01902,42.464676,-70.934126,75 North Main Street,#570,Randolph,MA,02368,POINT (-70.970827 42.635475),POINT (-70.934126 42.4646759),75 North Main Street,#570,Randolph,MA,02368,84-2708625,MRN283369,Fri Jul 31 2020 13:00:19 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 12:51:50 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,RPA201948,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 18 2020 10:37:06 GMT-0400 (Eastern Daylight Time),Fri Aug 14 2020 07:25:51 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 15:28:35 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),217 Lewis St,N/A,Essex County,1500,10000,01902,Lynn,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/4/2020,COMPLETE,MR281791,"Green Gold Group, INC",Charlton,MA,01507,42.145827,-71.985539,60 Prospect Street,,North Brookfield,MA,01535,POINT (-71.840209 42.329642),POINT (-71.985539 42.1458269),46 Appleton St,,Boston,MA,02116,47-4984402,MRN281791,Sun Mar 29 2020 10:34:40 GMT-0400 (Eastern Daylight Time),Tue Sep 18 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 09 2020 13:19:04 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 08:02:41 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:15:35 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),46 Worcester Rd,N/A,Worcester County,300,10000,01507,Charlton,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,MR283231,Caregiver-Patient Connection LLC/d.b.a. Local Roots,Sturbridge,MA,01566,42.111219,-72.088797,365 Main St,,Sturbridge,MA,01566,POINT (-71.840209 42.329642),POINT (-72.088797 42.1112189),"910 Boston Post Rd., Ste. #310",,Marlborough,MA,01752,83-3954417,MRN283231,Tue Jul 21 2020 13:30:03 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:41:44 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201819,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 13 2020 12:49:49 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 08:56:50 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:50:33 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),365 Main St,N/A,Worcester County,1500,10000,01566,Sturbridge,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283220,"The Green Harbor Dispensary, LLC",Abington,MA,02351,42.140731,-70.952355,29 Abbey Lane,,Middleborough,MA,02346,POINT (-70.818958 41.978877),POINT (-70.952354 42.1407310),29 Abbey Lane,,Middleborough,MA,02346,82-5108074,MRN283220,Tue Sep 08 2020 15:42:46 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 12:48:59 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201920,RP201920,Minority-Owned Business,,,,Mon Jan 06 2020 20:55:29 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 09:01:17 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:26:07 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 21 2023 03:00:00 GMT-0500 (Eastern Standard Time),1410 Bedford St,N/A,Plymouth County,1500,10000,02351,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/6/2021,COMPLETE,MR282815,"Pure Lowell, Inc.",Lowell,MA,01852,42.630358,-71.281068,673 – 681 Rogers Street,,Lowell,MA,01852,POINT (-71.275566 42.459085),POINT (-71.281068 42.6303580),673-681 Rogers St,,Lowell,MA,01852,84-4143646,MRN282815,Thu Jun 25 2020 09:39:51 GMT-0400 (Eastern Daylight Time),Mon Jun 29 2020 09:24:08 GMT-0400 (Eastern Daylight Time),Mon Sep 14 2020 11:05:02 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 26 2019 17:53:32 GMT-0400 (Eastern Daylight Time),Wed Jul 29 2020 12:28:54 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:30:46 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),673 Rogers St,N/A,Middlesex County,1500,10000,01852,Lowell,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281790,"Greener Leaf, Inc.",Fall River,MA,02724,41.68257,-71.164101,95 Rhode Island Avenue,,Fall River,MA,02724,POINT (-71.102131 41.778329),POINT (-71.164101 41.6825699),105 Rhode Island Avenue,,Fall River,MA,02724,83-1134909,MRN281790,Fri Jan 11 2019 15:39:54 GMT-0500 (Eastern Standard Time),Thu Dec 20 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 08 2019 19:40:33 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,,Thu Aug 09 2018 13:55:23 GMT-0400 (Eastern Daylight Time),Fri Feb 01 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:32:47 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),95 Rhode Island Ave,N/A,Bristol County,300,5000,02724,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,4/17/2019,COMPLETE,MR281271,"Silver Therapeutics, Inc.",Williamstown,MA,01267,42.702612,-73.184549,"82 Wendell Ave, Suite 100",,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.184549 42.7026120),89 Court Street,,Saratoga Springs,NY,12866,82-1894711,MRN281271,Fri Jun 29 2018 13:58:13 GMT-0400 (Eastern Daylight Time),Mon May 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 17 2018 11:35:00 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201854,RPA201854,Not a DBE,,,Thu Mar 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed Apr 18 2018 19:56:14 GMT-0400 (Eastern Daylight Time),Thu Jul 05 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 11:58:53 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),238 Main St,N/A,Berkshire County,300,5000,01267,Williamstown,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284435,Victoria Frost LLC,Holyoke,MA,01040,42.192706,-72.615112,"679-689 Main St,",,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.615111 42.1927060),263 Westerly Circle,,Ludlow,MA,01056,85-4037468,MRN284435,Tue Dec 21 2021 11:02:49 GMT-0500 (Eastern Standard Time),Thu Oct 28 2021 13:50:29 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Minority-Owned Business | Not a DBE,,,,Thu Sep 30 2021 14:51:57 GMT-0400 (Eastern Daylight Time),Thu Dec 23 2021 14:52:22 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:48:28 GMT-0500 (Eastern Standard Time),,,689 Main St,N/A,Hampden County,1500,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/12/2021,COMPLETE,MR281867,HAMPSHIRE HEMP LLC,Northampton,MA,01060,42.334034,-72.621505,371 DAMON ROAD,,NORTHAMPTON,MA,01060,POINT (-72.62073 42.322256),POINT (-72.621504 42.3340340),28 APPLETON ST,,HOLYOKE,MA,01040,83-1339372,MRN281867,Sat Nov 16 2019 19:13:23 GMT-0500 (Eastern Standard Time),Fri Nov 16 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 27 2020 12:34:15 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 08:59:58 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:36:07 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),391 Damon Rd,N/A,Hampshire County,300,10000,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/29/2023,COMPLETE,MR284603,Cannabis of Worcester LLC,Worcester,MA,01606,42.286947,-71.800732,56 Millbrook Street,,Worcester,MA,01606,POINT (-71.840209 42.329642),POINT (-71.800731 42.2869469),201 Park Avenue,,Worcester,MA,01609,88-1003415,MRN284603,Tue Jul 26 2022 15:26:37 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 11:37:35 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 03 2022 10:20:00 GMT-0500 (Eastern Standard Time),Fri Aug 12 2022 08:55:20 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:00:50 GMT-0400 (Eastern Daylight Time),Mon Oct 24 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 24 2023 04:00:00 GMT-0400 (Eastern Daylight Time),56 Millbrook St,N/A,Worcester County,1500,10000,01606,Worcester,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284535,EVG FARMS LLC,Boston,MA,02136,42.269665,-71.121055,883 HYDE PARK AVE,,HYDE PARK,MA,02136,POINT (-71.073493 42.334948),POINT (-71.121054 42.2696650),31 ALDRICH ST,,ROSLINDALE,MA,02131,84-1844471,MRN284535,Thu Apr 28 2022 11:46:10 GMT-0400 (Eastern Daylight Time),Tue Mar 15 2022 09:09:23 GMT-0400 (Eastern Daylight Time),Thu Jun 16 2022 15:19:44 GMT-0400 (Eastern Daylight Time),True,yes,EE201867,APPROVED,EE201867,EE201867,,,,Not a DBE,,,,Mon Dec 06 2021 15:43:55 GMT-0500 (Eastern Standard Time),Fri May 06 2022 10:33:58 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 12:49:04 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),883 Hyde Park Ave,N/A,Suffolk County,,5000,02136,Hyde Park,Suffolk,42.334948,-71.073493,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,MR281970,"Garden Wonders, Inc",Millville,MA,01529,42.014084,-71.577452,3 Route 146,,Millville,MA,01529,POINT (-71.840209 42.329642),POINT (-71.577451 42.0140839),180 warren street,,waltham,MA,02453,04-3255379,MRN281970,Tue Dec 10 2019 13:49:40 GMT-0500 (Eastern Standard Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 15 2018 14:17:19 GMT-0400 (Eastern Daylight Time),Fri Nov 29 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:18:52 GMT-0500 (Eastern Standard Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),3 Providence St,N/A,Worcester County,300,10000,01529,Millville,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
