license_number,business_dba_name,CEID,license_type,LicenseStatus,premise_county,id,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date,premise_street_address,premise_city,delivery,license_status,premise_latitude,premise_longitude,premise_zip_code
99035327095322531422,West118 Investments Llc,RP125,Retail Production,Active,Lyon,99035327095322531422,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WEST118 INVESTMENTS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99035327095322531433,Deep Roots Harvest Inc,T024,Retail Distributor,Active,Clark,99035327095322531433,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Deep Roots Harvest Inc,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99085786069504731304,Silver Sage Wellness Llc,D049,Medical Dispensary,Active,Clark,99085786069504731304,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99218634623218497675,Tryke Companies So Nv Llc,P021,Medical Production,Active,Clark,99218634623218497675,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99239503170358118250,Global Harmony Llc,RC002,Retail Cultivation,Active,Clark,99239503170358118250,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GLOBAL HARMONY LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99582000298631805831,Clear River Llc,C097,Medical Cultivation,Active,Clark,99582000298631805831,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99897301366352181138,Healing Gardens Llc,C121,Medical Cultivation,Non-Operational,Washoe,99897301366352181138,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALING GARDENS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
99935327095322531205,Nv Cann Labs Llc,RL001,Retail Laboratory,Active,Clark,99935327095322531205,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV CANN LABS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
RD1X2376YS46587DLM67,Deep Roots Harvest Inc.,D200,Medical Dispensary,Active,Elko,RD1X2376YS46587DLM67,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-11-13 00:00:00,,,,,,,
SE2Y3487ZT57698EMN78,Silver State Relief Llc,D204,Medical Dispensary,Active,Lyon,SE2Y3487ZT57698EMN78,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE RELIEF LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
,ZenLeaf,,Commercial - Retailer,,Douglas County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,2765 US Hwy. 50 Ste. A,Carson City,Y,Active,39.0740493,-119.9402842,89413
,ZenLeaf,,Commercial - Retailer,,Douglas County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,2765 US Hwy. 50 Ste. A,Carson City,Y,Active,39.0740493,-119.9402842,89413
,ZenLeaf,,Commercial - Retailer,,Douglas County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,2765 US Hwy. 50 Ste. A,Carson City,Y,Active,39.0740493,-119.9402842,89413
,ZenLeaf,,Commercial - Retailer,,Douglas County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,2765 US Hwy. 50 Ste. A,Carson City,Y,Active,39.0740493,-119.9402842,89413
,Curaleaf,,Commercial - Retailer,,White Pine County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Curaleaf,,,,,,,,,2023-12-05T23:06:37.055225,940 E. Aultman St.,Ely,Y,Active,39.2546958,-114.8689647,89301
,Curaleaf,,Commercial - Retailer,,White Pine County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Curaleaf,,,,,,,,,2023-12-05T23:06:37.055225,940 E. Aultman St.,Ely,Y,Active,39.2546958,-114.8689647,89301
,The Green Cross Farmacy,,Commercial - Retailer,,Churchill County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Green Cross Farmacy,,,,,,,,,2023-12-05T23:06:37.055225,510 W. Williams Ave.,Fallon,N,Active,39.4751453,-118.7831761,89406
,The Green Cross Farmacy,,Commercial - Retailer,,Churchill County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Green Cross Farmacy,,,,,,,,,2023-12-05T23:06:37.055225,510 W. Williams Ave.,Fallon,N,Active,39.4751453,-118.7831761,89406
,Silver State Relief LLC,,Commercial - Retailer,,Lyon County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Silver State Relief LLC,,,,,,,,,2023-12-05T23:06:37.055225,1301 Financial Way,Fernley,Y,Active,39.6059669,-119.2213175,89408
,Silver State Relief LLC,,Commercial - Retailer,,Lyon County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Silver State Relief LLC,,,,,,,,,2023-12-05T23:06:37.055225,1301 Financial Way,Fernley,Y,Active,39.6059669,-119.2213175,89408
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,The Source,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,The Source,,,,,,,,,2023-12-05T23:06:37.055225,"9480 S. Eastern Ave. Ste. 185, 190",Henderson,Y,Active,36.0171469,-115.1171168,89123
,Beyond/Hello,,Commercial - Retailer,,Washoe County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Beyond/Hello,,,,,,,,,2023-12-05T23:06:37.055225,877 Tahoe Blvd.,Incline Village,Y,Active,39.24946420000001,-119.9550143,89451
,Beyond/Hello,,Commercial - Retailer,,Washoe County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Beyond/Hello,,,,,,,,,2023-12-05T23:06:37.055225,877 Tahoe Blvd.,Incline Village,Y,Active,39.24946420000001,-119.9550143,89451
,Thrive Cannabis Marketplace,,Commercial - Retailer,,Elko County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Thrive Cannabis Marketplace,,,,,,,,,2023-12-05T23:06:37.055225,1868 Royal Dr.,Jackpot,N,Active,41.980344,-114.673375,89825
,Thrive Cannabis Marketplace,,Commercial - Retailer,,Elko County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Thrive Cannabis Marketplace,,,,,,,,,2023-12-05T23:06:37.055225,1868 Royal Dr.,Jackpot,N,Active,41.980344,-114.673375,89825
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
,ZenLeaf,,Commercial - Retailer,,Clark County,,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZenLeaf,,,,,,,,,2023-12-05T23:06:37.055225,9120 W. Post Rd. Ste. 103,Las Vegas & Unincorporated Clark County,,Active,36.0745682,-115.2910839,89148
