business_email,business_legal_name,business_phone,county,data_refreshed_date,license_number
christopher.whelan2018@gmail,CJ BUSINESS VENTURES LLC*,1 (201) 637-5132,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000365
sheldon@24nyconsulting.com,"The BonTemps Firm Retail, LLC*",1 (347) 522-5965,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000370
hps700nyc@gmail.com,HPS700 NY. LLC*,1 (646) 715-8802,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000371
mattvotypka@gmail.com,Farmer Barney Cannabis LLC*,1 (585) 329-4138,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000379
superdankholdings@gmail.com,"super dank holdings, llc*",1 (516) 650-0370,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000382
stevezoomba54@gmail.com,Stelios Zoumberakis*,1 (718) 736-5182,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000386
cisco.cisco@hotmail.com,MRC Industrial LLC*,1 (914) 230-8830,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000389
Ehrman.asher@gmail.com,TCMA LLC*,1 (310) 560-0156,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000391
licensing@jamesfrm.com,SRCG LLC*,1 (516) 858-5887,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000401
swanlakeequityllc@gmail.com,Swan Lake Equity LLC*,1 (424) 212-2189,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000415
badu5000@yahoo.com,badumanagement corp. *,1 (347) 584-9540,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000418
jwellinja@gmail.com,M&J Genesis Inc*,1 (519) 390-1906,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000420
wnbcafe@gmail.com,"Luxe Oasis, LLC*",1 (917) 507-4446,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000426
mesainy@gmail.com,Hybrid NYC LLC*,1 (917) 385-1867,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000434
gvremax@gmail.com,Washington Place Dispensary LLC*,1 (516) 320-4924,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000437
howell.miller1@icloud.com,"Two Buds Enterprise, Inc. *",1 (347) 427-7439,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000438
neema.wiggins@gmail.com,"Take N Toke Herbal Healing
Solutions Inc*",1 (917) 890-9724,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000444
toastreellc@gmail.com,TOASTREE LLC*,1 (646) 912-1714,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000449
john.c.concannon@gmail.com,"The Hydroterra Cove, Inc*",1 (347) 420-4903,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000450
mleonardo@hinmanstraub.com,"Hold Up Roll Up, LLC*",1 (518) 436-0751,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000468
licensing@jamesfrm.com,Sky High Club LLC*,1 (516) 858-5887,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000470
haliessa212@gmail.com,Authentic 212 LLC*,1 (917) 514-1006,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000475
jackluber@me.com,"Apple Seed Farms, LLC*",1 (631) 897-0808,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000476
ELIZCRUZIRBY@GMAIL.COM,LYFE CAHRMZ INC*,1 (347) 822-9533,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000480
tcrawford145@gmail.com,"XANDER LEGACY, LLC*",1 (917) 254-6938,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000484
allday81@gmail.com,"State of Mind Dispensary, LLC*",1 (518) 330-9673,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000485
royojaysllc@gmail.com,Royo Jays LLC*,1 (845) 282-0737,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000490
zalanycca@gmail.com,Coastal Cultivation Association LLC*,1 (518) 901-9201,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000494
pablovelezangel@gmail.com,Better States LLC*,1 (914) 484-4103,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000505
"Keston@OfTheEarthCanna.co
m",Of The Earth Canna LLC*,1 (516) 236-4258,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000508
romectc@gmail.com,I MAG CLEANING LLC*,1 (347) 869-2260,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000511
marcocaltieri@gmail.com,Jacob Calabria*,1 (585) 802-7860,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000513
stevealexander81@gmail.com,Eyal Eitan*,1 (646) 523-6819,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000518
seanww2012@gmail.com,37th St. SRJS Corp. *,1 (347) 931-6744,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000519
Capt.rich@yahoo.com,Havana's Paradise Garden LLC*,1 (917) 559-4669,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000522
"theresa@classicshedandpatio.
com",Central Apothecary LLC*,1 (518) 605-7588,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000524
epicparlay@gmail.com,Epic Parlay LLC*,1 (516) 986-8499,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000525
curryjsc@gmail.com,"JS Curry & Associates, LLC*",1 (716) 553-9169,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000532
mastermindz031@aol.com,Fraser Enterprise LLC*,1 (929) 503-7438,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000536
Goodmoneyceo@yahoo.com,Big Bro Consulting LLC*,1 (518) 545-6299,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000537
nubiaashley@yahoo.com,Mizzor Collection LLC*,1 (347) 302-1365,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000549
allysondobrer@gmail.com,A Cannaful Life LLC*,1 (718) 887-5143,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000560
"Ruddyefrainsantana@gmail.co
m",Suufi Cannabis Inc*,1 (347) 310-3679,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000568
masonmello@hotmail.com,Excelsior Provisions LLC*,1 (518) 852-7015,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000569
mmpresentsthebreedsllc@gma,Green Rush 607 LLC*,1 (607) 215-3749,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000584
cussincori@gmail.com,Cori Rodriguez*,1 (518) 533-8200,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000586
dowds333@gmail.com,Love Bud LLP*,1 (646) 229-1256,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000590
Dchincarty@gmail.com,420 Wonderland LLC*,1 (845) 764-0354,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000599
dblair189@msn.com,Hydroman Dispensary*,1 (518) 888-2596,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000601
louisangruocco@gmail.com,LAR MEMORABILIA LLC*,1 (347) 343-0020,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000604
alissa@luckygreenladies.com,"Lucky Green Ladies NY, LLC*",1 (845) 325-2874,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000607
Angelfigueroa62@yahoo.com,Gratitude Buds Dispensary LLC*,1 (929) 213-2717,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000615
DANGELO.CHRISTINA@GMA,"718 Equity Enterprise, Inc. *",1 (347) 351-8309,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000617
joegiangiacomo@gmail.com,Platinum Leaf LLC*,1 (845) 807-8091,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000619
FV@TheCloudFather.us,CloudFather LLC*,1 (914) 447-8878,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000621
timothyrfried@gmail.com,Storytellers New York*,1 (917) 370-2128,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000630
lennymanning@aol.com,THE WEED SHOPPE INC. *,1 (718) 490-0803,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000631
tduffy@duffycorp.com,TD Fitness LLC*,1 (708) 606-0177,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000642
oldchampion@icloud.com,DTCHOne LLC*,1 (347) 967-2862,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000646
christina@bloomstoneco.com,"CTNYC Partners, Inc*",1 (347) 351-8309,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000650
kubs24@aol.com,"Excelsior Cannabis, Inc. *",N/a,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000659
lyssahomes1@gmail.com,Bitar Assets Inc.*,1 (917) 374-5769,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000661
llcelevateddreams@gmail.com,Elevated Dreams LLC*,1 (631) 488-5128,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000662
iv1670@aol.com,Straight From The Mata*,1 (646) 509-7756,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000663
smckenzienyc@gmail.com,Five Borough Farms LLC*,1 (917) 723-0908,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000675
kevin.b@a2kelectric.com,THE HIGH LEAGUE LLC*,1 (719) 536-6509,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000678
arcadiawellnessny@gmail.com,Arcadia Wellness NY LTD*,1 (845) 519-8260,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000680
cmuraco@aol.com,Fabers Arcade Inc*,1 (917) 723-3232,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000687
latinbud22@gmail.com,LATIN BUD LLC*,1 (929) 724-4168,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000700
Dkubikian@gmail.com,"Cannabis For The People, Inc. *",N/a,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000701
mikedavis0922@gmail.com,Saratoga Strange Design LLC*,1 (518) 275-1897,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000705
novolume1215@gmail.com,No Volume Records LLC*,1 (518) 227-3696,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000706
Jonahebay76@gmail.com,3JsUmiNDre LLC*,1 (312) 848-0808,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000707
RobLimNY1979@gmail.com,Robert M Lim*,1 (516) 307-8380,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000710
kathlnnjackson@gmail.com,"Sensi Smoke, LLC*",1 (585) 369-6544,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000712
mgranville@hometoharlem.nyc,"Harlem Grade, Inc. *",1 (212) 316-1636,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000713
ktaylor@demarcotaylorlaw.com,D'Amico Group LLC*,1 (585) 491-6950,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000722
nicklehousedev@gmail.com,"Nickel House Development, Inc. *",1 (716) 464-0927,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000725
monroejp15@gmail.com,Heal the Nation Inc*,1 (425) 312-5636,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000726
seaniep98@gmail.com,Frenchie Herb LLC*,1 (518) 590-3126,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000728
sednyc@hotmail.com,Disco Herbatory LLC*,1 (718) 619-7100,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000740
jorge@vsllplaw.com,82-J LLC*,1 (212) 752-8408,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000751
tellaride23@gmail.com,Omar D Rabadi*,1 (914) 885-4095,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000752
pl22110llc@proton.me,PL 221.10 LLC*,1 (646) 709-6823,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000758
stephencapoziello@gmail.com,Bo's Buds LLC*,1 (631) 335-7972,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000761
Jesseconeill@gmail.com,PL 221.55 LLC *,1 (646) 438-5377,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000762
cliffcmas@gmail.com,Piffords*,1 (914) 299-3570,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000769
paulabreu15@gmail.com,All County Exotics LLC*,1 (917) 450-5159,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000773
J.berridge9243@gmail.com,Jonathan Berridge*,1 (914) 837-1755,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000775
firexoticsllc@gmail.com,"Fire Exotics, LLC *",1 (716) 418-2109,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000776
mishiyev23@gmail.com,"DeMarino's, LLC*",1 (813) 810-7475,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000777
dianemhowardd@yahoo.com,"DJF Unlimited, LLC*",1 (312) 446-9339,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000781
HEIDYPALMER@GMAIL.COM,Joseph A. Smith*,1 (646) 323-9735,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000792
NicoleMLucien@gmail.com,Weedish LLC*,1 (347) 420-0838,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000801
terrencemumford@yahoo.com,SONZ OF CANNABIS LLC*,1 (951) 293-8452,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000802
maur.stringer29@gmail.com,The Magi Tree LLC*,1 (781) 408-2474,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000810
smaguirenyc@gmail.com,"HAPPY123NYC, LLC*",1 (347) 302-5594,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000816
jeanrl1536@gmail.com,Jean R Levasseur*,1 (347) 452-0441,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000817
Karenmtobin2@gmail.com,"Evergreen Retail 1, LLC*",1 (585) 613-1443,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000821
"Nathaniel.cj.simmons@gmail.c
om",Northern Lights Dispensary LLC*,1 (347) 443-7472,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000837
thepremiumbud@gmail.com,The Premium Bud LLC*,1 (201) 932-0302,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000841
smsny76@yahoo.com,NYSafe 420*,1 (845) 717-0001,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000849
"johnmackewich@mackewich.c
om","4081 Industries, LLC*",1 (702) 544-2662,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000856
Jacquelyn5884@yahoo.com,Bloom Dispensary LLC*,1 (518) 857-5143,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000862
lotusdispensaryllc@gmail.com,Lotus Dispensary LLC*,1 (646) 750-4681,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000870
john@omgcomplete.com,"WNYC II, LLC*",1 (716) 529-8433,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000878
m.ramos273@gmail.com,3M Squared LLC*,1 (917) 767-3751,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000881
Nailenyb@gmail.com,Victory Dispensary LLC*,1 (917) 530-6465,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000882
jorge@vsllplaw.com,The Weed Spot LLC*,1 (212) 752-8408,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000891
