business_legal_name,business_dba_name,business_phone,license_status,license_type,premise_street_address,premise_city,premise_zip_code,business_email,business_owner_name,business_structure,business_image_url,business_website,id,licensing_authority_id,licensing_authority,license_designation,license_number,license_status_date,license_term,premise_latitude,premise_longitude,premise_state,issue_date,expiration_date,parcel_number,activity,premise_county,address,details_url,data_refreshed_date
"Ad, Llc",Harvest House of Cannabis,770-330-0831,Operating,Offsite Cultivation,12225 W Peoria Ave,Ste B,85385,"Email
compliance@trulieve.com",,,,,8,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000006ESWX56565424,,,33.495132511717834,-112.11544935780856,AZ,8/8/2022,"Ad, Llc",,,Maricopa County,"12225 W Peoria Ave, Ste B, El Mirage, AZ 85385",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAHAA3&activeTab=details,2024-01-15T15:33:23.177360
AGI Management LLC,AGI Management LLC,480-234-2343,Operating,Offsite Cultivation,1508 W Joy Nevin Ave,Holbrook,86025,"Email
jpham1099@yahoo.com",,,,,9,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000142ESIL74759395,,,33.66262351148754,-114.23502316617676,AZ,4/19/2023,AGI Management LLC,,,Navajo County,"1508 W Joy Nevin Ave, Holbrook, AZ 86025",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000cRx7LAAS&activeTab=details,2024-01-15T15:33:23.177360
All Greens Inc,All Greens Inc,(623) 214-0801,Operating,Offsite Cultivation,1500 Navajo Blvd,Holbrook,86025,"Email
jpham1099@yahoo.com",,,,,10,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Cultivate Retail - Sell,00000033ESLY55591549,,,33.63821352374622,-112.275927,AZ,7/20/2022,All Greens Inc,,,Navajo County,"1500 Navajo Blvd, Holbrook, AZ 86025",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9BAAV&activeTab=details,2024-01-15T15:33:23.177360
"Arizona Golden Leaf Wellness, Llc","Arizona Golden Leaf Wellness, Llc",(520) 620-9123,Operating,Offsite Cultivation,2380 East Medina Road,Tucson,85756,"Email
goldenleafwellness@naturemedinc.com",,,,,15,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000067ESBS89254298,,,32.3376618126995,-111.0800782220449,AZ,8/8/2022,"Golden Leaf Wellness, Llc",,,Pima County,"2380 East Medina Road, Tucson, AZ 85756",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA9AAN&activeTab=details,2024-01-15T15:33:23.177360
"AZGM 3, LLC",Zen Leaf Chandler,312-819-5061,Operating,Offsite Cultivation,3400 W. Highway 287 Building A/B,Coolidge,85194,"Email
azlicensing@verano.holdings",,,,,26,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000040ESDX57445071,,,33.305379242050705,-111.96558385567546,AZ,1/22/2023,Azgm 3 Inc,,,Pinal County,"3400 W. Highway 287 Building A/B, Coolidge, AZ 85194",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAzAAN&activeTab=details,2024-01-15T15:33:23.177360
"Border Health, Inc",Sticky Saguaro,(602) 644-9188,Operating,Offsite Cultivation,1575 E 18th Ave,Apache Junction,85119,"Email
borderhealthmmj@gmail.com",,,,,29,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Manufacture Retail - Cultivate Retail - Sell,00000022ESMC44584355,,,33.220566000000005,-111.815775,AZ,1/22/2023,"Border Health, Inc",,,Pinal County,"1575 E 18th Ave, Apache Junction, AZ 85119",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TBAAA3&activeTab=details,2024-01-15T15:33:23.177360
Cactus Bloom Facilities Management LLC,Releaf,520-982-9212,Operating,Offsite Cultivation,2731 East Frontage Road,Tumacacori,85640,"Email
aarrbn@aol.com",,,,,34,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000144ESQK21738687,,,31.53864902050171,-110.75776196585863,AZ,4/19/2023,Cactus Bloom Facilities Management LLC,,,Santa Cruz County,"2731 East Frontage Road, Tumacacori, AZ 85640",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bHlkSAAS&activeTab=details,2024-01-15T15:33:23.177360
"Compassionate Care Of AZ, Inc.",Consume Cannabis,(928) 536-5151,Operating,Offsite Cultivation,3895 N Main St,Snowflake,85937,"Email
leonardd@verdantvp.com",,,,,39,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000091ESHS96689917,,,34.26112298120796,-110.02017602791086,AZ,7/25/2022,"Compassionate Care Of Az, Inc",,,Navajo County,"3895 N Main St, Snowflake, AZ 85937",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAVAA3&activeTab=details,2024-01-15T15:33:23.177360
Copper State Herbal Center Inc,Botanica,(520) 395-0230,Operating,Offsite Cultivation,3755 W Houser Rd.,Eloy,85131,"Email
copperstatehc@live.com",,,,,40,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Cultivate Retail - Sell,00000127ESET80222360,,,32.31978651122408,-111.04760194757323,AZ,8/8/2022,Copper State Herbal Center Inc,,,Pinal County,"3755 W Houser Rd., Eloy, AZ 85131",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA4AAN&activeTab=details,2024-01-15T15:33:23.177360
Eba Holdings Inc.,Monarch Wellness Center,(480) 991-3752,Operating,Offsite Cultivation,2832 N Omaha,Mesa,85215,"Email
compliance@medmen.com",,,,,54,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000068ESZM96727661,,,33.554293902273855,-111.89264554469379,AZ,8/8/2022,"Eba Holdings, Inc.",,,Maricopa County,"2832 N Omaha, Mesa, AZ 85215",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAOAA3&activeTab=details,2024-01-15T15:33:23.177360
FJM Group LLC,Zanzibar,(520) 907-2181,Operating,Offsite Cultivation,7940 South Kolb Road,Tucson,85756,"Email
azdhs@zemail.com",,,,,58,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000141ESYC13235553,,,33.66655372130172,-114.21843954500939,AZ,4/19/2023,FJM Group LLC,,,Pima County,"7940 South Kolb Road, Tucson, AZ 85756",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bIQaMAAW&activeTab=details,2024-01-15T15:33:23.177360
Forever 46 Llc,The Downtown Dispensary,(520) 838-0492,Operating,Offsite Cultivation,801 E 47th St,Tucson,85713,"Email
downtowndispensary@icloud.com",,,,,60,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000126ESDQ50929013,,,32.22804999548386,-110.96810297619929,AZ,8/8/2022,Forever 46 Llc,,,Pima County,"801 E 47th St, Tucson, AZ 85713",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA3AAN&activeTab=details,2024-01-15T15:33:23.177360
Green Sky Patient Center Of Scottsdale,Trulieve of Scottsdale Butherus,850-559-7734,Operating,Offsite Cultivation,2512 E Magnolia St,Phoenix,85034,"Email
compliance@trulieve.com",,,,,73,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000081ESLT56066782,,,33.62332500000001,-111.921705,AZ,8/8/2022,Green Sky Patient Center Of Scottsdale North Inc,,,Maricopa County,"2512 E Magnolia St, Phoenix, AZ 85034",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9aAAF&activeTab=details,2024-01-15T15:33:23.177360
"Greenmed, Inc","Greenmed, Inc",(520) 886-2484,Operating,Offsite Cultivation,3615 E Golf Links Rd,Tucson,85713,"Email
pooljim@gmail.com",,,,,74,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000113ESLZ23317951,,,32.24495692919405,-110.85464700164479,AZ,8/8/2022,Greenmed Inc,,,Pima County,"3615 E Golf Links Rd, Tucson, AZ 85713",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9iAAF&activeTab=details,2024-01-15T15:33:23.177360
Herbal Wellness Center Inc,Herbal Wellness Center Inc,602-910-4152,Operating,Offsite Cultivation,924 N Tweedy Rd,Eloy,85131,"Email
hwccompliance@vextscience.com",,,,,79,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000032ESPT83532730,,,33.49499847212751,-112.1472495,AZ,8/8/2022,Herbal Wellness Center Inc,,,Pinal County,"924 N Tweedy Rd, Eloy, AZ 85131",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAZAA3&activeTab=details,2024-01-15T15:33:23.177360
High Desert Healing Llc,Harvest of Chandler,954-817-2370,Operating,Offsite Cultivation,770 E Evans Blvd,Tucson,85713,"Email
compliance@trulieve.com",,,,,80,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000007ESWD35270682,,,33.30609501027786,-111.79284897250722,AZ,8/8/2022,High Desert Healing Llc,,,Pima County,"770 E Evans Blvd, Tucson, AZ 85713",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9MAAV&activeTab=details,2024-01-15T15:33:23.177360
High Desert Healing Llc,Harvest of Avondale,954-817-2370,Operating,Offsite Cultivation,13454 N Black Canyon Highway,Phoenix,85029,"Email
compliance@trulieve.com",,,,,81,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000014ESNA15249640,,,33.410500991430325,-112.33981110355454,AZ,8/8/2022,High Desert Healing Llc,,,Maricopa County,"13454 N Black Canyon Highway, Phoenix, AZ 85029",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9NAAV&activeTab=details,2024-01-15T15:33:23.177360
"Legacy & Co., Inc.",JARS Cannabis,(623) 936-9333,Operating,Offsite Cultivation,9425 North Commerce Drive,Kingman,86401,"Email
ronnie.kassab@jarscannabis.com",,,,,98,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000079ESTS64678211,,,33.90831,-112.141863,AZ,8/8/2022,"Legacy & Co., Inc.",,,Mohave County,"9425 North Commerce Drive, Kingman, AZ 86401",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9YAAV&activeTab=details,2024-01-15T15:33:23.177360
Medical Pain Relief Inc,Trulieve of Casa Grande,850-508-0261,Operating,Offsite Cultivation,1101 N 21st Ave,Phoenix,85009,"Email
compliance@trulieve.com",,,,,108,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000010ESIR42914838,,,32.88053647215617,-111.70712924715792,AZ,8/8/2022,Medical Pain Relief,,,Maricopa County,"1101 N 21st Ave, Phoenix, AZ 85009",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9wAAF&activeTab=details,2024-01-15T15:33:23.177360
"Mohave Cannabis Club 1, LLC",JARS Cannabis,(928) 768-4665,Operating,Offsite Cultivation,4799 S Reagan Dr,Fort Mohave,86426,"Email
mcc1@mohavecannabis.com",,,,,112,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000098ESAA47054477,,,33.382752879235,-111.742663668349,AZ,8/8/2022,Herbal Assist Inc,,,Mohave County,"4799 S Reagan Dr, Fort Mohave, AZ 86426",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9LAAV&activeTab=details,2024-01-15T15:33:23.177360
Natural Relief Clinic Inc,Green Farmacy,(520) 686-8708,Operating,Offsite Cultivation,201 S 36th St,Phoenix,85034,"Email
carsten@naturalreliefclinic.com",,,,,120,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000066ESUJ44186931,,,33.48068200679528,-111.98515900037492,AZ,8/8/2022,Natural Relief Clinic Inc,,,Maricopa County,"201 S 36th St, Phoenix, AZ 85034",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9EAAV&activeTab=details,2024-01-15T15:33:23.177360
Nature Med Inc,Harvest of Baseline,850-508-0261,Operating,Offsite Cultivation,300 East Cherry Street,#A,86326,"Email
compliance@trulieve.com",,,,,122,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000056ESPE92908314,,,33.377661,-111.9668445,AZ,8/8/2022,Nature Med Inc,,,Yavapai County,"300 East Cherry Street, #A, Cottonwood, AZ 86326",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9jAAF&activeTab=details,2024-01-15T15:33:23.177360
Nature's Healing Center Inc,The Flower Shop Az,(480) 865-4407,Operating,Offsite Cultivation,26953 S Republic Rd,San Manuel,85631,"Email
gretab@theflowershopaz.com",,,,,123,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000041ESLU31226658,,,33.465519,-112.0131495,AZ,8/8/2022,Nature's Healing Center Inc,,,Pinal County,"26953 S Republic Rd, San Manuel, AZ 85631",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAdAAN&activeTab=details,2024-01-15T15:33:23.177360
"Pahana, Inc.",Trulieve of Glendale,850-508-0261,Operating,Offsite Cultivation,15 N 57th Drive,Phoenix,85043,"Email
compliance@trulieve.com",,,,,130,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000018ESKD27426528,,,33.609339000000006,-112.18585404423246,AZ,1/22/2023,"Pahana, Inc.",,,Maricopa County,"15 N 57th Drive, Phoenix, AZ 85043",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAlAAN&activeTab=details,2024-01-15T15:33:23.177360
"Perpetual Healthcare, LLC",Zen Leaf Phoenix (Dunlap Ave.),312-819-5061,Operating,Offsite Cultivation,1825 W Dragoon Rd,Cochise,85606,"Email
azlicensing@verano.holdings",,,,,135,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000105ESDR54985961,,,33.56755645048743,-112.1504985,AZ,8/8/2022,Perpetual Healthcare Inc,,,Cochise County,"1825 W Dragoon Rd, Cochise, AZ 85606",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9vAAF&activeTab=details,2024-01-15T15:33:23.177360
Ponderosa Botanical Care Inc,Ponderosa Dispensary,(623) 877-3934,Operating,Offsite Cultivation,2055 E 5th Street,Tempe,85281,"Email
jeremy.basha@sonoranroots.com",,,,,142,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000109ESVM44878444,,,33.297050685294,-111.890995023721,AZ,8/8/2022,Ponderosa Botanical Care Inc,,,Maricopa County,"2055 E 5th Street, Tempe, AZ 85281",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TATAA3&activeTab=details,2024-01-15T15:33:23.177360
Rainbow Collective Inc,The Prime Leaf,(520) 207-2753,Operating,Offsite Cultivation,4002 North 36th Avenue,Phoenix,85019,"Email
azdhs@theprimeleaf.com",,,,,146,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000124ESOS02903622,,,32.235894995851396,-110.90252003208852,AZ,8/8/2022,Rainbow Collective Inc,,,Maricopa County,"4002 North 36th Avenue, Phoenix, AZ 85019",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9mAAF&activeTab=details,2024-01-15T15:33:23.177360
Sonoran Flower LLC,The Clifton Bakery LLC,520-241-7777,Operating,Offsite Cultivation,129 N Main St,Mammoth,85618,"Email
leekatterman@gmail.com",,,,,161,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Manufacture Retail - Sell,00000140ESDP54259308,,,33.04394499540513,-109.29216197193236,AZ,4/19/2023,Sonoran Flower LLC,,,Pinal County,"129 N Main St, Mammoth, AZ 85618",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bI7qbAAC&activeTab=details,2024-01-15T15:33:23.177360
Soothing Options,Health for Life McDowell,(480) 830-8251,Operating,Offsite Cultivation,3274 W Coolidge Ave,Coolidge,85128,"Email
compliance@ianthus.com",,,,,162,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000117ESPN93487198,,,33.467560011645574,-111.71027096533695,AZ,8/8/2022,"Soothing Options, Inc.",,,Pinal County,"3274 W Coolidge Ave, Coolidge, AZ 85128",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAfAAN&activeTab=details,2024-01-15T15:33:23.177360
The Green Halo Llc,The Green Halo Llc,(520) 664-2251,Operating,Offsite Cultivation,8000 South Rita Road,Tucson,85747,"Email
groop@tcc-az.com",,,,,173,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000120ESGW29293058,,,32.112657,-110.85796851797514,AZ,8/8/2022,The Green Halo Llc,,,Pima County,"8000 South Rita Road, Tucson, AZ 85747",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9lAAF&activeTab=details,2024-01-15T15:33:23.177360
The Health Center Of Cochise Inc,Sunday Goods,520-808-3111,Operating,Offsite Cultivation,5900 West Greenhouse Road,Willcox,85643,"Email
healthcenterofcochise@thepharmaz.com",,,,,176,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000099ESVM28064808,,,33.5382658301689,-112.04678001679265,AZ,8/8/2022,"The Health Center Of Cochise, Inc.",,,Cochise County,"5900 West Greenhouse Road, Willcox, AZ 85643",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAMAA3&activeTab=details,2024-01-15T15:33:23.177360
The Medicine Room Llc,Zen Leaf Mesa,312-819-5061,Operating,Offsite Cultivation,2239 N Black Canyon Hwy,Phoenix,85009,"Email
azlicensing@verano.holdings",,,,,178,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000084ESFH12297246,,,33.45141246439455,-111.84342311518263,AZ,8/8/2022,The Medicine Room Llc,,,Maricopa County,"2239 N Black Canyon Hwy, Phoenix, AZ 85009",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9fAAF&activeTab=details,2024-01-15T15:33:23.177360
Total Accountability Patient Care,Total Accountability Patient Care,(520) 586-8710,Operating,Offsite Cultivation,4636 North 43rd Avenue,Phoenix,85031,"Email
azdhs@theprimeleaf.com",,,,,180,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000114ESQS66067289,,,32.24132299061927,-110.95714103940742,AZ,8/8/2022,Total Accountability Patient Care,,,Maricopa County,"4636 North 43rd Avenue, Phoenix, AZ 85031",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9kAAF&activeTab=details,2024-01-15T15:33:23.177360
Total Accountability Systems I Inc,Total Accountability Systems I Inc,(928) 3505870,Operating,Offsite Cultivation,3550 N Sabin Brown Rd,Wickenburg,85390,"Email
kristiewilder@outlook.com",,,,,181,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000110ESBL46708127,,,34.581934210224944,-112.3548195868791,AZ,8/8/2022,Total Accountability Systems I Inc,,,Maricopa County,"3550 N Sabin Brown Rd, Wickenburg, AZ 85390",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T99AAF&activeTab=details,2024-01-15T15:33:23.177360
Uncle Harry Corp,Uncle Harry Corp,(818) 822-9888,Operating,Offsite Cultivation,4722 E Ivy St,Ste 101-108,85205,"Email
rumz2004@yahoo.com",,,,,186,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Prepare Edibles,00000129ESRG43839179,,,33.641144285838514,-112.03091017446799,AZ,3/7/2023,Uncle Harry Inc,,,Maricopa County,"4722 E Ivy St, Ste 101-108, Mesa, AZ 85205",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB9AAN&activeTab=details,2024-01-15T15:33:23.177360
Verde Dispensary Inc,Medusa Farms,(928) 421-0020,Operating,Offsite Cultivation,4905 N Interstate Way,Kingman,86401,"Email
pobm@verdedispensary.com",,,,,190,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000063ESQI60809124,,,35.221866209405896,-114.0062890470295,AZ,8/8/2022,Verde Dispensary Inc,,,Mohave County,"4905 N Interstate Way, Kingman, AZ 86401",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAEAA3&activeTab=details,2024-01-15T15:33:23.177360
White Mountain Health Center Inc,White Mountain Health Center Inc,(623) 374-4141,Operating,Offsite Cultivation,12475 W Alice Ave.,El Mirage,85335,"Email
operations@whitemountainhealthcenter.com",,,,,191,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000083ESGB09219996,,,33.638598,-112.2627375,AZ,1/22/2023,White Mountain Health Center Inc,,,Maricopa County,"12475 W Alice Ave., El Mirage, AZ 85335",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA5AAN&activeTab=details,2024-01-15T15:33:23.177360
Woodstock 1,Woodstock 1,602-980-1505,Operating,Offsite Cultivation,9315 North El Mirage Road,El Mirage,85335,"Email
lsavila602@gmail.com",,,,,194,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,0000168ESTBM41952754,,,33.622404524881,-112.340378776351,AZ,4/8/2022,Woodstock 1,,,Maricopa County,"9315 North El Mirage Road, El Mirage, AZ 85335",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004XtWCAA0&activeTab=details,2024-01-15T15:33:23.177360
Arizona Cannabis Society Inc,Arizona Cannabis Society Inc,(888) 249-2927,Operating,Offsite Cultivation,2901 North El Burrito Avenue,Tucson,85705,"Email
genny@theazcs.com",,,,,14,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000042ESJB38310180,,,33.55527000667307,-112.32503796570238,AZ,8/8/2022,Arizona Cannabis Society Inc,,,Pima County,"2901 North El Burrito Avenue, Tucson, AZ 85705",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAFAA3&activeTab=details,2024-01-15T15:33:23.177360
"Arizona Golden Leaf Wellness, Llc","Arizona Golden Leaf Wellness, Llc",(520) 620-9123,Operating,Offsite Cultivation,3000 East Valencia Road,160,85706,"Email
goldenleafwellness@naturemedinc.com",,,,,15,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000067ESBS89254298,,,32.3376618126995,-111.0800782220449,AZ,8/8/2022,"Golden Leaf Wellness, Llc",,,Pima County,"3000 East Valencia Road, 160, Tucson, AZ 85706",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA9AAN&activeTab=details,2024-01-15T15:33:23.177360
Cjk Inc,HANA MEDS,602 491-0420,Operating,Offsite Cultivation,1325 W Auto Dr,Ste 101,85284,"Email
compliance@hanameds.com",,,,,38,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000106ESEU57773093,,,33.40451401816891,-112.00740096718418,AZ,8/8/2022,Cjk Inc,,,Maricopa County,"1325 W Auto Dr, Ste 101, Tempe, AZ 85284",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9hAAF&activeTab=details,2024-01-15T15:33:23.177360
Desert Boyz,Deeply Rooted Boutique Cannabis Company,(480) 708-0296,Operating,Offsite Cultivation,4401 South Santa Rita Avenue,Tucson,85714,"Email
abelochoa86@gmail.com",,,,,44,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,0000153ESTXW47689762,,,33.60846814401842,-112.3143727482829,AZ,4/8/2022,Desert Boyz,,,Pima County,"4401 South Santa Rita Avenue, Tucson, AZ 85714",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cWKFAA2&activeTab=details,2024-01-15T15:33:23.177360
Dreem Green Inc,JARS Cannabis,(602) 675-6999,Operating,Offsite Cultivation,2424 S 24th St,Phoenix,85034,"Email
ronnie.kassab@jarscannabis.com",,,,,50,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000078ESQG10647381,,,33.42503698236544,-112.03087901325472,AZ,8/8/2022,Dreen Green Inc,,,Maricopa County,"2424 S 24th St, Phoenix, AZ 85034",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAPAA3&activeTab=details,2024-01-15T15:33:23.177360
"Legacy & Co., Inc.",JARS Cannabis,(623) 936-9333,Operating,Offsite Cultivation,1444 North 26th Avenue,Phoenix,85009,"Email
ronnie.kassab@jarscannabis.com",,,,,98,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000079ESTS64678211,,,33.90831,-112.141863,AZ,8/8/2022,"Legacy & Co., Inc.",,,Maricopa County,"1444 North 26th Avenue, Phoenix, AZ 85009",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9YAAV&activeTab=details,2024-01-15T15:33:23.177360
"Mohave Cannabis Club 1, LLC",JARS Cannabis,(928) 768-4665,Operating,Offsite Cultivation,4121 E Valley Auto Dr,Ste 121A,85206,"Email
mcc1@mohavecannabis.com",,,,,112,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000098ESAA47054477,,,33.382752879235,-111.742663668349,AZ,8/8/2022,Herbal Assist Inc,,,Maricopa County,"4121 E Valley Auto Dr, Ste 121A, Mesa, AZ 85206",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9LAAV&activeTab=details,2024-01-15T15:33:23.177360
Nature's Wonder Inc,Nature's Wonder Inc,(480) 982-1529,Operating,Offsite Cultivation,2985 West Osborn Road,Phoenix,85017,"Email
carnold@afgmanagement.net",,,,,125,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000075ESJK64208740,,,33.41500135338976,-111.55012094603201,AZ,8/8/2022,Nature's Wonder Inc,,,Maricopa County,"2985 West Osborn Road, Phoenix, AZ 85017",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9GAAV&activeTab=details,2024-01-15T15:33:23.177360
