application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,ccclastupdated,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/15/2021,COMPLETE,MR283861,"HVV Massachusetts, Inc.",Boston,2128.0,,,39 Country Club Way,,Ipswich,MA,1938,POINT (-71.073493 42.334948),POINT (-71.013559 42.390898),39 Country Club Way,,Ipswich,MA,1938,82-4995668,MRN283861,Tue Jan 12 2021 10:52:32 GMT-0500 (Eastern Standard Time),Tue Nov 17 2020 10:37:26 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,RP201813,Not a DBE,,,Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 29 2020 12:10:13 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 11:30:27 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:29:02 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jun 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2128.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,1/29/2024,,MA,42.390898,-71.013559,,"HVV Massachusetts, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR282909,True East Leaf LLC,Pittsfield,1201.0,,,161 Seymour Street,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.251278 42.4611230),12 Vivian Avenue,,Pittsfield,MA,1201,83-4481897,MRN282909,Thu Jun 03 2021 10:42:06 GMT-0400 (Eastern Daylight Time),Fri May 14 2021 15:38:44 GMT-0400 (Eastern Daylight Time),Fri Aug 13 2021 17:47:08 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Fri Aug 02 2019 12:09:25 GMT-0400 (Eastern Daylight Time),Fri Jul 02 2021 10:45:18 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 14:29:44 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.461123,-73.251279,,True East Leaf LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284764,684 Center St. JP LLC,Boston,2130.0,,,684 Centre Street,,Jamaica Plain,MA,2130,POINT (-71.073493 42.334948),POINT (-71.114001 42.3118520),116 Harvard Avenue,,Allston,MA,2134,88-1671498,MRN284764,Fri Feb 10 2023 14:48:34 GMT-0500 (Eastern Standard Time),Wed Dec 14 2022 09:03:05 GMT-0500 (Eastern Standard Time),,True,yes,SE303621,,,EEA202112,,,,Not a DBE,,,,Tue Sep 20 2022 09:41:44 GMT-0400 (Eastern Daylight Time),Fri Feb 17 2023 14:13:02 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 14:22:02 GMT-0400 (Eastern Daylight Time),,,,,2130.0,Jamaica Plain,Suffolk,42.334948,-71.073493,,1/29/2024,,MA,42.311852,-71.114002,,684 Center St. JP LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,1/8/2019,COMPLETE,MR281588,Temescal Wellness of Massachusetts,Pittsfield,1201.0,,,10 Callahan Drive,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.317971 42.4299090),665 Cochituate Road,Second Floor,Framingham,MA,1701,46-2527018,MRN281588,Fri Aug 17 2018 16:07:41 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 23 2018 08:21:22 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 13 2018 11:49:01 GMT-0400 (Eastern Daylight Time),Tue Aug 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 15:47:42 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.429909,-73.317972,,Temescal Wellness of Massachusetts,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,2/17/2021,COMPLETE,MR281269,"New Dia, LLC",Worcester,1603.0,,,118 Cambridge St,,Worcester,MA,1603,POINT (-71.840209 42.329642),POINT (-71.826369 42.2432269),8 Zoar St,,Worcester,MA,1604,83-0674928,MRN281269,Fri Jan 03 2020 10:41:48 GMT-0500 (Eastern Standard Time),Fri Sep 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 04 2020 19:58:17 GMT-0500 (Eastern Standard Time),True,,,APPROVED,EE201826,EEA201826,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Apr 18 2018 14:14:17 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:38:23 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1603.0,Worcester,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.243227,-71.82637,,"New Dia, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,2/17/2021,COMPLETE,MR282318,HIGHMINDED LLC,Great Barrington,1230.0,,,126 Main Street,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.360406 42.199472),126 Main Street,,Great Barrington,MA,1230,83-0990966,MRN282318,Mon Dec 16 2019 16:05:32 GMT-0500 (Eastern Standard Time),Wed Oct 02 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 13 2020 10:14:06 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 22 2019 02:16:34 GMT-0500 (Eastern Standard Time),Thu Feb 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:16:06 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.199472,-73.360407,,HIGHMINDED LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/20/2021,COMPLETE,MR281450,"Hennep, Inc.",Provincetown,2657.0,,,246 Commercial St.,,Provincetown,MA,2657,POINT (-70.301811 41.698999),POINT (-70.187934 42.0506200),1330 Boylston St.,Unit 202,Boston,MA,2215,83-0576823,MRN281450,Thu Dec 26 2019 12:42:46 GMT-0500 (Eastern Standard Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 13 2020 19:19:34 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri May 18 2018 09:26:01 GMT-0400 (Eastern Daylight Time),Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:14:52 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2657.0,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,1/29/2024,,MA,42.05062,-70.187935,,"Hennep, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/20/2021,COMPLETE,MR282243,"The Blue Jay Botanicals, Inc.",Athol,1331.0,,,"600 Worcester Road, Suite 401",,Framingham,MA,1702,POINT (-71.840209 42.329642),POINT (-72.221446 42.5952059),"600 Worcester Road, Suite 401",,Framingham,MA,1702,83-2811584,MRN282243,Mon Jul 20 2020 11:10:35 GMT-0400 (Eastern Daylight Time),Mon Jan 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 12 2020 11:15:44 GMT-0500 (Eastern Standard Time),True,yes,EE202121,,,EE202121,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 02 2019 18:52:16 GMT-0500 (Eastern Standard Time),Thu Jul 23 2020 14:59:14 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:53:15 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Nov 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1331.0,Athol,Worcester,42.329642,-71.840209,Western MA,1/29/2024,,MA,42.595206,-72.221446,,"The Blue Jay Botanicals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/14/2021,COMPLETE,MR282091,"MedMen Boston, LLC",Boston,2215.0,,,"50 Congress Street, Suite 420",,Boston,MA,2109,POINT (-71.073493 42.334948),POINT (-71.099851 42.345599),"50 Congress Street, Suite 420",,Boston,MA,2109,82-5524340,MRN282091,Wed Jul 22 2020 16:21:09 GMT-0400 (Eastern Daylight Time),Fri Oct 25 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Nov 27 2018 15:43:10 GMT-0500 (Eastern Standard Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:13:04 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2215.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,1/29/2024,,MA,42.345599,-71.099851,,"MedMen Boston, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,2/13/2023,COMPLETE,MR284694,Beacon Compassion Inc.,Framingham,1701.0,,,315 Worcester Road,,Framingham,MA,1701,POINT (-71.275566 42.459085),POINT (-71.407820 42.2985490),12 Post Office Square,6th Floor,Boston,MA,2109,82-2057586,MRN284694,Fri Jul 15 2022 12:58:58 GMT-0400 (Eastern Daylight Time),Tue Jun 28 2022 12:16:34 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201902,RP201902,Not a DBE,,,Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 13 2022 10:46:09 GMT-0400 (Eastern Daylight Time),Fri Aug 05 2022 09:17:31 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 15:59:33 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1701.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.298549,-71.40782,,Beacon Compassion Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,12/4/2023,COMPLETE,MR284549,Seaside Joint Ventures Inc,Orleans,2537.0,,,14 Lots Hollow,,Orleans,MA,2653,POINT (-70.301811 41.698999),POINT (-69.999500 41.7782660),14 Lots Hollow,,Orleans,MA,2653,87-3998052,MRN284549,Wed Jul 13 2022 10:42:08 GMT-0400 (Eastern Daylight Time),Tue May 31 2022 15:56:17 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 29 2021 18:26:56 GMT-0500 (Eastern Standard Time),Fri Jul 15 2022 09:40:01 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:16:30 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2537.0,East Sandwich,Barnstable,41.698999,-70.301811,,1/29/2024,,MA,41.778266,-69.999501,SE305902,Seaside Joint Ventures Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,1/7/2022,COMPLETE,MR281246,"Apical, Inc.",Easthampton,1027.0,,,19 Wemelco Way,,Easthampton,MA,1073,POINT (-72.62073 42.322256),POINT (-72.672453 42.2788669),19 Wemelco Way,,Easthampton,MA,1073,82-5135092,MRN281246,Mon Jul 15 2019 11:06:56 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 13:47:01 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201884,RP201884,Minority-Owned Business,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 12:30:04 GMT-0400 (Eastern Daylight Time),Wed Jul 31 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:30:45 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1027.0,Easthampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.278867,-72.672453,,"Apical, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR282358,Tree Beard Inc.,New Bedford,2746.0,,,1 Nauset St,,New Bedford,MA,2746,POINT (-71.102131 41.778329),POINT (-70.937067 41.6620789),319A Union St,,New Bedford,MA,2740,82-1492577,MRN282358,Thu Feb 13 2020 14:38:17 GMT-0500 (Eastern Standard Time),Mon Oct 21 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 12:07:31 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE202151,EE202151,,,,Not a DBE,,,,Wed Jan 30 2019 15:51:05 GMT-0500 (Eastern Standard Time),Wed Dec 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:25:25 GMT-0500 (Eastern Standard Time),Fri May 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2746.0,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,1/29/2024,,MA,41.662079,-70.937068,SE303508,Tree Beard Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/4/2020,COMPLETE,MR282186,"The Botanist, Inc.",Shrewsbury,1545.0,,,200 Portland Street,5th Floor,Boston,MA,2114,POINT (-71.840209 42.329642),POINT (-71.720735 42.2492319),200 Portland Street,5th Floor,Boston,MA,2114,47-3905518,MRN282186,Mon Feb 25 2019 14:55:49 GMT-0500 (Eastern Standard Time),Wed Jan 23 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201860,RP201860,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 15:29:59 GMT-0500 (Eastern Standard Time),Wed May 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:54:17 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1545.0,Shrewsbury,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.249232,-71.720735,,"The Botanist, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,11/14/2023,COMPLETE,MR281353,"Budega, Inc.",Cambridge,2138.0,,,1 Park Lane,Unit 703,Boston,MA,2210,POINT (-71.275566 42.459085),POINT (-71.119819 42.3826469),1686 Massachusetts Ave,,Cambridge,MA,2138,83-4212378,MRN281353,Mon Jul 25 2022 12:13:54 GMT-0400 (Eastern Daylight Time),Tue Mar 01 2022 09:59:05 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business,,,Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 30 2018 08:52:48 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:17:48 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:00:03 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.382647,-71.119819,,"Budega, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,11/22/2023,COMPLETE,MR284913,Pluto Cannabis Co.,Lynn,1901.0,,,193 Oxford St,,Lynn,MA,1901,POINT (-70.970827 42.635475),POINT (-70.947203 42.4629279),4 Michael Drive,,Burlington,MA,1803,92-3318942,MRN284913,Tue Jun 13 2023 15:59:02 GMT-0400 (Eastern Daylight Time),Wed May 24 2023 09:01:15 GMT-0400 (Eastern Daylight Time),Fri Sep 15 2023 11:21:25 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Minority-Owned Business,,,Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 04 2023 10:39:12 GMT-0400 (Eastern Daylight Time),Fri Jun 23 2023 13:21:32 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 15:38:41 GMT-0400 (Eastern Daylight Time),Fri Sep 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1901.0,Lynn,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.462928,-70.947203,,Pluto Cannabis Co.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282824,Mint Dispensary Facilities II LLC,Pittsfield,1201.0,,,1035 South Street,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.263259 42.4078000),21001 N Tatum Blvd #1630-486,,Phoenix,AZ,85050,84-2306875,MRN282824,Fri Jul 31 2020 13:35:37 GMT-0400 (Eastern Daylight Time),Tue Mar 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 20 2020 13:24:47 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,,Mon Jul 01 2019 12:41:57 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 10:10:43 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:18:34 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 21 2023 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.4078,-73.263259,,Mint Dispensary Facilities II LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,10/27/2020,COMPLETE,MR281517,"D2N2,LLC",Great Barrington,1230.0,,,307 Main Street,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.362026 42.1940659),307 Main Street,,Great Barrington,MA,1230,83-0822497,MRN281517,Mon Dec 09 2019 15:20:21 GMT-0500 (Eastern Standard Time),Tue Aug 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jan 17 2020 17:28:03 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Woman-Owned Business,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 01 2018 07:51:00 GMT-0400 (Eastern Daylight Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:20:49 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.194066,-73.362027,,"D2N2,LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/1/2019,COMPLETE,MR282468,In Good Health Inc.,Brockton,2301.0,,,1200 West Chestnut Street,,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-71.065163 42.0527289),1200 W CHESTNUT ST,,BROCKTON,MA,2301,46-2680110,MRN282468,Tue Apr 09 2019 13:46:48 GMT-0400 (Eastern Daylight Time),Fri Mar 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 20 2019 12:01:52 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201826,RPA201826,Not a DBE,,,Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 05 2019 16:46:47 GMT-0500 (Eastern Standard Time),Fri Apr 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:29:50 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2301.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,,MA,42.052729,-71.065164,,In Good Health Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284277,"Hall Road, LLC",Dudley,1571.0,,,40 Hall Road,,Dudley,MA,1571,POINT (-71.840209 42.329642),POINT (-71.923081 42.0355350),120 Schofield Avenue,,Dudley,MA,1571,87-1127413,MRN284277,Thu Oct 07 2021 15:04:37 GMT-0400 (Eastern Daylight Time),Mon Sep 13 2021 11:24:24 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Thu Jun 10 2021 07:35:26 GMT-0400 (Eastern Daylight Time),Fri Oct 08 2021 11:42:46 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:43:17 GMT-0500 (Eastern Standard Time),,,1500.0,,1571.0,Dudley,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.035535,-71.923082,,"Hall Road, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/1/2023,COMPLETE,MR284328,"Silver Therapeutics of Palmer, Inc.",Palmer,1069.0,,,1235 Thorndike Street,,Palmer,MA,1069,POINT (-72.571312 42.12756),POINT (-72.318765 42.1774429),89 Court Street,,Saratoga,NY,12866,87-1010671,MRN284328,Thu May 12 2022 11:43:19 GMT-0400 (Eastern Daylight Time),Thu Apr 28 2022 13:38:04 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 15:40:10 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 06:59:15 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:58:34 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1069.0,Palmer,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.177443,-72.318766,,"Silver Therapeutics of Palmer, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
