business_legal_name,license_type,license_status,address,details_url,license_number,issue_date,expiration_date,business_owner_name,business_email,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,business_image_url,business_website,business_phone,id,business_dba_name,data_refreshed_date
Elkhorn Retail LLC,Cannabis Retailer,Active,"507 Old Santa Fe Trail, Santa Fe, NM, 87505",,CCD-2022-0728-006,8/11/2022,8/11/2024,"Barbara Crawford, Charles Crawford",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0728-006,Elkhorn Retail LLC,2024-02-06T00:46:51.386169
Elkhorn Retail LLC,Cannabis Retailer,Active,"423 South Riverside Drive, Espanola, NM, 87532",,CCD-2022-0728-007,8/11/2022,8/11/2024,"Barbara Crawford, Charles Crawford",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0728-007,Elkhorn Retail LLC,2024-02-06T00:46:51.386169
Elkhorn Retail LLC,Cannabis Retailer,Active,"1033 Paseo del Pueblo Sur Suite A, Taos, NM, 87571",,CCD-2022-0728-008,8/11/2022,8/11/2024,"Barbara Crawford, Charles Crawford",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0728-008,Elkhorn Retail LLC,2024-02-06T00:46:51.386169
Elkhorn Retail LLC,Cannabis Retailer,Active,"925 Paseo del Pueblo Sur Suite C, Taos, NM, 87571",,CCD-2022-0728-009,8/11/2022,8/11/2024,"Barbara Crawford, Charles Crawford",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0728-009,Elkhorn Retail LLC,2024-02-06T00:46:51.386169
Elkhorn Retail LLC,Cannabis Retailer,Active,"1023 Salazar Rd, Taos, NM, 87571",,CCD-2022-0728-011,8/11/2022,8/11/2024,"Barbara Crawford, Charles Crawford",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0728-011,Elkhorn Retail LLC,2024-02-06T00:46:51.386169
NERA LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,8/12/2022,8/12/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,NERA LLC,2024-02-06T00:46:51.386169
"Loonie Zoonie Laboratories, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,7/29/2022,7/29/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Loonie Zoonie Laboratories, LLC",2024-02-06T00:46:51.386169
"Toot Toot Properties, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,8/15/2022,8/15/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Toot Toot Properties, LLC",2024-02-06T00:46:51.386169
Treez LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/4/2022,4/3/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Treez LLC,2024-02-06T00:46:51.386169
Happy Herb LLC,Cannabis Retailer,Active,"2005 Hwy 180 Suite 300, Silver City, NM, 88061",,CCD-2022-0794-001,9/6/2022,9/6/2024,Deborah Nennich,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0794-001,Happy Herb LLC,2024-02-06T00:46:51.386169
Better Daze Cannabis Co. LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/30/2022,11/30/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Better Daze Cannabis Co. LLC,2024-02-06T00:46:51.386169
"Herbal Wellness Solutions, LLC",Cannabis Retailer,Active,"2674 Hwy 35, San Lorenzo, NM, 88041",,CCD-MICB-2022-0137-RTLR,9/19/2022,9/19/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-MICB-2022-0137-RTLR,"Herbal Wellness Solutions, LLC",2024-02-06T00:46:51.386169
"C9S, LLC",Cannabis Retailer,Active,"516 S. Canal St., Carlsbad, NM, 88220",,CCD-2023-0052-001,2/1/2023,2/1/2024,Nicholas Brown,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0052-001,"C9S, LLC",2024-02-06T00:46:51.386169
Mindscape Ventures LLC,Cannabis Retailer,Active,"708 E. Bender Blvd., Hobbs, NM, 88240",,CCD-2022-0814-001,9/20/2022,9/20/2024,"Angela Coulter, Kerry Mackey",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0814-001,Mindscape Ventures LLC,2024-02-06T00:46:51.386169
La Flor Dispensary,Cannabis Retailer,Active,"1301 San Mateo Blvd NE, Albuquerque, NM, 87110",,CCD-2022-0815-001,9/20/2022,9/20/2024,"Robert Lujan, Robert Lujan",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0815-001,La Flor Dispensary,2024-02-06T00:46:51.386169
LEAF AND FLOWER LLC,Cannabis Retailer,Active,"710 BAILEY LN, PLACITAS, NM, 87043",,CCD-2022-0078-001,2/19/2022,2/19/2025,"PATTI RIOS, FRANCI GABALDON",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0078-001,LEAF AND FLOWER LLC,2024-02-06T00:46:51.386169
Sunshine Essentials,Cannabis Retailer,Active,"267 Anapra Rd, Sunland Park, NM, 88063",,CCD-2022-0816-001,9/20/2022,9/20/2024,Luis Soto,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0816-001,Sunshine Essentials,2024-02-06T00:46:51.386169
Bien Loca Industries LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,7/29/2022,7/29/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Bien Loca Industries LLC,2024-02-06T00:46:51.386169
Pharmtrue LLC,Cannabis Retailer,Active,"425 Walnut Rd, Garfield, NM, 87936",,CCD-2023-0065-001,2/7/2023,2/7/2024,"Joaquin Acosta, Robert Howard, Jeffrey Stewart, Lucas Ogaz, Julie Ogaz",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0065-001,Pharmtrue LLC,2024-02-06T00:46:51.386169
Botanical Infusions,Cannabis Retailer,Active,"1128 South Solano Drive, Las Cruces, NM, 88001",,CCD-2022-0902-001,11/18/2022,11/18/2024,"Monica Vigil, Ramon Vigil, Monica Vigil",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0902-001,Botanical Infusions,2024-02-06T00:46:51.386169
Botanical Infusions,Cannabis Retailer,Active,"9325 Bataan Memorial West, Suite 300, Las Cruces, NM, 88012",,CCD-2022-0902-002,11/18/2022,11/18/2024,"Monica Vigil, Ramon Vigil, Monica Vigil",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0902-002,Botanical Infusions,2024-02-06T00:46:51.386169
Botanical Infusions,Cannabis Retailer,Active,"1960 North Solano Drive, Las Cruces, NM, 88001",,CCD-2022-0902-003,11/18/2022,11/18/2024,"Monica Vigil, Ramon Vigil, Monica Vigil",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0902-003,Botanical Infusions,2024-02-06T00:46:51.386169
Garden Of Dreams Cannabis LLC,Cannabis Retailer,Active,"5300 Mcnutt Rd, Unit 12, Santa Teresa, NM, 88008",,CCD-2022-0867-001,10/24/2022,10/24/2024,"Rosa Santiago, Kimberly Maynes",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0867-001,Garden Of Dreams Cannabis LLC,2024-02-06T00:46:51.386169
N.M. CannaCo,Cannabis Retailer,Active,"1410 N Canal St, Carlsbad, NM, 88220",,CCD-2023-0082-001,2/16/2023,2/16/2024,Justin Tyre,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0082-001,N.M. CannaCo,2024-02-06T00:46:51.386169
KUSHLAND LLC,Cannabis Retailer,Active,"1331 Cuesta Abajo Ct NE, Albuquerque, NM, 87113",,CCD-2022-0890-001,11/10/2022,11/10/2024,"Karanpreet Sangha, Manjit Sangha",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0890-001,KUSHLAND LLC,2024-02-06T00:46:51.386169
oddfellow cannabis,Cannabis Retailer,Active,"6801 Gruber Ave. NE, Albuquerque, NM, 87108",,CCD-2022-0077-001,2/18/2022,2/18/2024,"Carlos Condit, James Carr",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0077-001,oddfellow cannabis,2024-02-06T00:46:51.386169
Kite LLC,Cannabis Retailer,Active,"5926 2nd st NW, Albuquerque, NM, 87107",,CCD-2022-0887-001,11/8/2022,11/8/2024,Joshua Mascarenas,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0887-001,Kite LLC,2024-02-06T00:46:51.386169
Better Buds LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/18/2022,11/18/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Better Buds LLC,2024-02-06T00:46:51.386169
"Cuchillo Greens Retail 1, LLC",Cannabis Retailer,Active,"280 N Date Street BLDG C, Truth or Consequences, NM, 87901",,CCD-2022-0877-001,11/1/2022,11/1/2024,"Jennifer Prieto, Simon Holguin",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0877-001,"Cuchillo Greens Retail 1, LLC",2024-02-06T00:46:51.386169
Zira Holdings LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/17/2022,11/17/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Zira Holdings LLC,2024-02-06T00:46:51.386169
"Roots Dispensary, LLC",Cannabis Retailer,Active,"320 N. Main St., Belen, NM, 87002",,CCD-2022-0912-001,12/1/2022,12/1/2024,"Kelly Lopez, Sapphire Lopez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0912-001,"Roots Dispensary, LLC",2024-02-06T00:46:51.386169
"Stoned Desert, LLC",Cannabis Retailer,Active,"127 East Amador Avenue, Las Cruces, NM, 88001",,CCD-2023-0008-001,1/10/2023,1/10/2025,"Dominic Holguin, Stryder Lucero, Dominic Holguin",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0008-001,"Stoned Desert, LLC",2024-02-06T00:46:51.386169
"Stoned Desert, LLC",Cannabis Retailer,Active,"1027 San Mateo Blvd SE, Albuquerque, NM, 87108",,CCD-2023-0008-002,1/10/2023,1/10/2025,"Dominic Holguin, Stryder Lucero, Dominic Holguin",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0008-002,"Stoned Desert, LLC",2024-02-06T00:46:51.386169
"Smoke Haven, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,2/27/2023,2/27/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Smoke Haven, LLC",2024-02-06T00:46:51.386169
LAZYDAZE ABQ LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/30/2022,10/28/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,LAZYDAZE ABQ LLC,2024-02-06T00:46:51.386169
CloudWalker Farm LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,8/25/2022,3/24/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,CloudWalker Farm LLC,2024-02-06T00:46:51.386169
Nagy Enterprises LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/17/2022,11/17/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Nagy Enterprises LLC,2024-02-06T00:46:51.386169
RoadRunner Cannabis Co LLC,Cannabis Retailer,Active,"218 WhiteSands, Alamogordo, NM, 88310",,CCD-2022-0943-001,12/27/2022,12/27/2024,Herman Garza,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0943-001,RoadRunner Cannabis Co LLC,2024-02-06T00:46:51.386169
"Mama and the Girls, LLC",Cannabis Retailer,Active,"915 Yale SE, Albuquerque, NM, 87106",,CCD-2022-0900-001,11/18/2022,11/18/2024,Arin Goold,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0900-001,"Mama and the Girls, LLC",2024-02-06T00:46:51.386169
Seshat LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,11/15/2022,11/15/2024,Robin Franklin,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Seshat LLC,2024-02-06T00:46:51.386169
Miva LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,12/15/2022,12/15/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Miva LLC,2024-02-06T00:46:51.386169
Tafoya Farms LLC,Cannabis Retailer,Active,"501 Calle De Los Hijos NW, Albuquerque, NM, 87114",,CCD-2022-0483-001,6/9/2022,6/9/2024,CHRISTOPHER TAFOYA,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0483-001,Tafoya Farms LLC,2024-02-06T00:46:51.386169
"JACC Life, LLC",Cannabis Retailer,Active,"2483 U.S. Rt. 66, Santa Rosa, NM, 88435",,CCD-2022-0934-001,12/20/2022,12/20/2024,"Chantel Lovato, Chastin Bravo",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0934-001,"JACC Life, LLC",2024-02-06T00:46:51.386169
"High Valley Cannabis Co., LLC",Cannabis Retailer,Active,"100 Archangel Way, Chaparral, NM, 88081",,CCD-2022-0915-001,12/5/2022,12/5/2024,"JOSE SANCHEZ, Melisa Sanchez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0915-001,"High Valley Cannabis Co., LLC",2024-02-06T00:46:51.386169
"The Herbal Club, LLC",Cannabis Retailer,Active,"1700 Juniper Driver, Milan, NM, 87021",,CCD-2023-0041-001,1/26/2023,1/26/2025,Renee Allen,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0041-001,"The Herbal Club, LLC",2024-02-06T00:46:51.386169
Freshies LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,12/6/2022,12/6/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Freshies LLC,2024-02-06T00:46:51.386169
Grass on Wheels,Cannabis Retailer,Active,"1221 Scotty Ct, Albuquerque, NM, 87121",,CCD-2023-0404-001,9/29/2023,9/28/2024,"Elliston Callwood, Keiosha Callwood",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0404-001,Grass on Wheels,2024-02-06T00:46:51.386169
Old God's Cannabis INC,Cannabis Retailer,Active,{FullAddress},,Premises License,1/12/2023,12/12/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Old God's Cannabis INC,2024-02-06T00:46:51.386169
Lava Wellness,Cannabis Retailer,Active,"2020 East Highway 66, Gallup, NM, 87301",,CCD-2023-0096-001,2/27/2023,2/27/2024,"Kevin Kumar, Mark Kumar, Aubani Mahmoud",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0096-001,Lava Wellness,2024-02-06T00:46:51.386169
Lava Wellness,Cannabis Retailer,Active,"1208 East Highway 66, Gallup, NM, 87301",,CCD-2023-0096-002,2/27/2023,2/27/2024,"Kevin Kumar, Mark Kumar, Aubani Mahmoud",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0096-002,Lava Wellness,2024-02-06T00:46:51.386169
"Sticky Remedy, LLC",Cannabis Retailer,Active,"112 Calle Del Presidente, Bernalillo, NM, 87004",,CCD-2023-0029-001,1/19/2023,1/19/2025,"Jennifer Chavez, Jay Madrid, Maria Madrid",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0029-001,"Sticky Remedy, LLC",2024-02-06T00:46:51.386169
MGGA LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,12/27/2022,12/23/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,MGGA LLC,2024-02-06T00:46:51.386169
Dr. V's Mountain Meds LLC.,Cannabis Retailer,Active,"176502 NM-4, Jemez Springs, NM, 87025",,CCD-2023-0056-001,2/2/2023,2/2/2025,"Jacob Vigil, Robert Medina, Jacob Vigil, Sarah Stith, Pema Medina",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0056-001,Dr. V's Mountain Meds LLC.,2024-02-06T00:46:51.386169
Dr. V's Mountain Meds LLC.,Cannabis Retailer,Active,"23327 Hwy 550, San Isidro, NM, 87053",,CCD-2023-0056-002,2/2/2023,2/2/2025,"Jacob Vigil, Robert Medina, Jacob Vigil, Sarah Stith, Pema Medina",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0056-002,Dr. V's Mountain Meds LLC.,2024-02-06T00:46:51.386169
Bighorn Ventures LLC,Cannabis Retailer,Active,"536 Paseo del Pueblo Norte, Taos, NM, 87571",,CCD-2022-0932-001,12/16/2022,12/16/2024,Steven Weiner,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0932-001,Bighorn Ventures LLC,2024-02-06T00:46:51.386169
Black Powder Dispensary Incorporated,Cannabis Retailer,Active,"2859 Cerrillos Rd Unit 4, Santa Fe, NM, 87507",,CCD-2023-0027-001,1/19/2023,1/19/2025,Daniel Mulcahy,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0027-001,Black Powder Dispensary Incorporated,2024-02-06T00:46:51.386169
Obi Wan Cannabis LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,1/10/2023,1/5/2025,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Obi Wan Cannabis LLC,2024-02-06T00:46:51.386169
NRG Lyft,Cannabis Retailer,Active,"875 McNutt Rd., Sunland Park, NM, 88063",,CCD-2023-0026-001,1/19/2023,1/19/2025,Tarviya Royal,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0026-001,NRG Lyft,2024-02-06T00:46:51.386169
Hareto LLC,Cannabis Retailer,Active,"8493 S Main St Suite 1, Messilla Park, NM, 88047",,CCD-2023-0057-001,2/2/2023,2/2/2024,"Asfaw Tefera, Meheret Alemu",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0057-001,Hareto LLC,2024-02-06T00:46:51.386169
TREE HAUSE LLC,Cannabis Retailer,Active,"827 sunrise circle, Hobbs, NM, 88240",,CCD-2023-0127-001,3/29/2023,3/28/2024,"casey chavez, Dabreon Jordan, Zakery Davis",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0127-001,TREE HAUSE LLC,2024-02-06T00:46:51.386169
"Tru High Crop, LLC",Cannabis Retailer,Active,{FullAddress},,Premises License,12/5/2022,12/2/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Tru High Crop, LLC",2024-02-06T00:46:51.386169
Pheno Pharms LLC,Cannabis Retailer,Active,"218 El Centro, Alto, NM, 88312",,Premises License,7/13/2022,7/13/2024,Jeffery Hayes,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Pheno Pharms LLC,2024-02-06T00:46:51.386169
Sonrisa III,Cannabis Retailer,Active,{FullAddress},,Premises License,6/17/2022,6/17/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Sonrisa III,2024-02-06T00:46:51.386169
Lemon Cannabis Co,Cannabis Retailer,Active,"629 Amherst Dr NE, Albuquerque, NM, 87106",,Premises License,4/11/2023,4/10/2024,"Oscar Palacios, Jason Sigwerth, Vanessa Palacios, Adrian Beltran, Nathan Karstrom",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Lemon Cannabis Co,2024-02-06T00:46:51.386169
The Matchbox LLC,Cannabis Retailer,Active,"641 Thorpe Rd., Las Cruces, NM, 88007",,CCD-2023-0125-001,3/24/2023,3/23/2024,"Christopher Gracia, Christopher Gracia Jr",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0125-001,The Matchbox LLC,2024-02-06T00:46:51.386169
"Dynamic Jack 2, LLC",Cannabis Retailer,Active,"5401 Lomas BLVD NE, STE D, Albuquerque, NM, 87110",,CCD-2023-0060-001,2/2/2023,2/2/2024,"Alissa Jubelirer, Richard Eastman, Amy Dordek Dolinsky, Alissa Jubelirer, Alissa Jubelirer, Alissa Jubelirer, John Sbertoli, William Sluben",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0060-001,"Dynamic Jack 2, LLC",2024-02-06T00:46:51.386169
Tree Hause LLC,Cannabis Retailer,Active,"827 sunrise circle, Hobbs, NM, 88240",,CCD-2023-0127-001,3/29/2023,3/28/2024,"casey chavez, Dabreon Jordan, Zakery Davis",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0127-001,Tree Hause LLC,2024-02-06T00:46:51.386169
Cannabis Culture LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,2/2/2023,2/2/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Cannabis Culture LLC,2024-02-06T00:46:51.386169
"Family Strains, LLC.",Cannabis Retailer,Active,{FullAddress},,Premises License,12/1/2022,12/1/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Family Strains, LLC.",2024-02-06T00:46:51.386169
Green Remedy Enterprises LLC,Cannabis Retailer,Active,"590 S Solano Dr, Ste C, Las Cruces, NM, 88001",,CCD-2022-0841-001,10/5/2022,10/5/2024,Mohammeddarwish Lulu,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0841-001,Green Remedy Enterprises LLC,2024-02-06T00:46:51.386169
"Bud Board Dispensary, LLC",Cannabis Retailer,Active,"2206 W. Marland Blvd, Hobbs, NM, 88240",,CCD-2023-0062-001,2/2/2023,2/2/2024,"JAMES BAJIS, Brian Tucker, Alexis Armendariz",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0062-001,"Bud Board Dispensary, LLC",2024-02-06T00:46:51.386169
UNCLE ROYS,Cannabis Retailer,Active,{FullAddress},,Premises License,4/11/2023,2/16/2025,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,UNCLE ROYS,2024-02-06T00:46:51.386169
Enchantment Growth Co.,Cannabis Retailer,Active,"1912 N Grimes, Hobbs, NM, 88240",,Premises License,9/15/2022,9/15/2024,kevin wallace,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Enchantment Growth Co.,2024-02-06T00:46:51.386169
No Mids LLC,Cannabis Retailer,Active,"5231 San Mateo Blvd Ne, Albuquerque, NM, 87109",,CCD-2023-0162-001,4/13/2023,4/12/2024,"Dalton Sheldon, Cannon Bravo, Robert White, Gregory Goodman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0162-001,No Mids LLC,2024-02-06T00:46:51.386169
"Blazed Cannabis, LLC",Cannabis Retailer,Active,"7 Caliente Rd, A8, Santa Fe, NM, 87507",,CCD-2023-0113-001,3/8/2023,3/7/2024,"JENNIFER SAIZ, James Saiz, JENNIFER SAIZ, JENNIFER SAIZ",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0113-001,"Blazed Cannabis, LLC",2024-02-06T00:46:51.386169
Stoned Ape Canna Co.,Cannabis Retailer,Active,"206 W. McKay St., Carlsbad, NM, 88220",,Premises License,7/29/2022,7/29/2024,matthew tanner,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Stoned Ape Canna Co.,2024-02-06T00:46:51.386169
Central High LLC,Cannabis Retailer,Active,"6102 Central Ave SW, Albuquerque, NM, 87105",,CCD-2023-0114-001,3/8/2023,3/7/2024,"LaLynn Hines, Gerardo Fernandez, LaLynn Hines, LaLynn Hines, LaLynn Hines",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0114-001,Central High LLC,2024-02-06T00:46:51.386169
SandD Inc,Cannabis Retailer,Active,{FullAddress},,Premises License,3/8/2023,3/5/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,SandD Inc,2024-02-06T00:46:51.386169
Off Grid Grow Company LLC,Cannabis Retailer,Active,"1704 HWY 434, Guadalupita, NM, 87722",,Premises License,6/1/2022,6/1/2024,Derrick Enriquez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Off Grid Grow Company LLC,2024-02-06T00:46:51.386169
Elite Steel Company LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,8/8/2023,8/6/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Elite Steel Company LLC,2024-02-06T00:46:51.386169
Foster Farms Retail LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/11/2023,4/5/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Foster Farms Retail LLC,2024-02-06T00:46:51.386169
Alter Ego Dispensary LLC,Cannabis Retailer,Active,"750 S Solano, Las Cruces, NM, 88001",,CCD-2023-0220-001,5/9/2023,5/8/2024,Jason Escobar,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0220-001,Alter Ego Dispensary LLC,2024-02-06T00:46:51.386169
WHITE HOUSE CANNABIS COFFEE LOUNGE LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,3/15/2023,3/14/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,WHITE HOUSE CANNABIS COFFEE LOUNGE LLC,2024-02-06T00:46:51.386169
High Society Greenery LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,4/20/2023,4/16/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,High Society Greenery LLC,2024-02-06T00:46:51.386169
Family Strains #2 LLC,Cannabis Retailer,Active,{FullAddress},,Premises License,2/22/2023,2/22/2025,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Family Strains #2 LLC,2024-02-06T00:46:51.386169
