license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402R-00124,TUMBLEWEED FRISCO LLC,Tumbleweed Frisco,"842 North Summit Boulevard, Unit 13",Frisco,80443,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00124,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00482,ACADEMY OF THE HEALING ARTS LLC,High Valley Antonito Retail Cannabis,307 Main Street,Antonito,81120,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00482,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00991,OUTCROP DISPENSARY LLC,OUTCROP DISPENSARY LLC,18475 West Colfax Avenue Suite 140,Golden,80401,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00991,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00769,DP RETAIL 107 LLC,Green Dragon,1250 North Grant Street,Denver,80203,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00769,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00762,DINOTREATS LLC,DinoTreats,102 Tyrannosaurus Triangle,Dinosaur,81610,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00762,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00422,GREEN STREET DISPENSARY LLC,The Greenery,"208 Parker Avenue, Suite E",Durango,81303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00422,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00936,DISCRETE GREENS LLC,DISCRETE GREENS LLC,12170 Claude Court,Northglenn,80241,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00936,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00511,BELEAF WELLNESS CENTER LLC,BELEAF WELLNESS CENTER LLC,327 Main Street,San Luis,81152,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00511,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00601,BK HOLDINGS LLC,The Herbal Center,1909 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00601,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00034,FUTUREVISION LTD,Medicine Man,4750 North Nome Street,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00034,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00033,CHOICE ORGANICS INC,Green Dragon,"813 Smithfield Drive, Units C & D",Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00033,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00032,SWEETWATER PARTNERS LLC,Good Chemistry,1724 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00032,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00031,SWEETWATER PARTNERS LLC,Good Chemistry,330 East Colfax Avenue,Denver,80203,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00031,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00989,ALPINE ESSENTIALS LLC,Alpine Essentials,850 A & B Commercial Lane,Palmer Lake,80133,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00989,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00990,DEAD FLOWERS LLC,DEAD FLOWERS LLC,855 Highway 105,Palmer Lake,80133,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00990,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00255,DP RETAIL 100 LLC,Green Dragon,804 South College Avenue,Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00255,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00394,MODERN MEDICINE LLC,Altitude Organic Cannabis,817 Little Beaver Trail,Dillon,80435,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00394,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00966,PI CARBONDALE LLC,Lova Carbondale,1337-106 County Road,Carbondale,81623,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00966,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00247,HGS LLC,High Grade Specialists,"600 Cloman Boulevard, Units 1 & 2",Pagosa Springs,81147,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00247,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00200,COLORADO KIND CARE LLC,The Village Green Society Cannaboutique,2043 16th Street,Boulder,80302,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00200,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00203,COMPASSIONATE PAIN MANAGEMENT LLC,Ajoya,"1100 West Dillon Road, Suite D3",Louisville,80027,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00203,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00964,KIND HENDERSON LLC,THE KIND CASTLE,"9670 Dallas Street, Unit A",Henderson,80640,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00964,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00794,SILVERPEAK CORP,The Dab by Silverpeak - Louisville Dillon Road,972 West Dillon Road  Unit B,Louisville,80027,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00794,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00827,IGADI LTD,IgadI,1655 Courtesy Road ,Louisville,80027,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00827,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00388,DURANGO ORGANICS LLP,DO Cortez,1013 East Main Street,Cortez,81321,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00388,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00668,SEVEN-ONE-NINE LLC,COOKIES PUEBLO,3003 West Northern Avenue,Pueblo,81005,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00668,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00567,GROW DISPENSARY INC,The BUZZ,"67 North Silicon Drive, Unit 130 ",Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00567,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00529,IGADI LTD,Igadi,11919 Washington Street,Northglenn,80233,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00529,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00961,UNITY RD CO EXPO LLC,UNITY ROAD,3915 East Exposition Avenue,Denver,80209,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00961,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00134,TELLURIDE GREEN ROOM LLC,Telluride Green Room,250 South Fir Street Units 5 & 6,Telluride,81435,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00134,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00013,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,1301 North Marion Street,Denver,80218,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00013,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00042,LIVWELL XVI LLC,LivWell,3460 West 32nd Avenue,Denver,80211,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00042,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00047,LIVWELL XVI LLC,LivWell,4625 East Colfax Avenue,Denver,80220,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00047,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00058,MILE HIGH MEDICAL CANNABIS LLC,LIT,2001 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00058,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00243,DURANGO ORGANICS LLP,DURANGO ORGANICS LLP,72 Suttle Street Unit G,Durango,81303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00243,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00747,GOLD & T LLC,THE HEALTH CENTER,537 Canyon Boulevard,Boulder,80302,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00747,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00335,RJJ EDGEWATER LLC,Native Roots Edgewater,5610 West 20th Avenue,Edgewater,80214,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00335,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00230,CANNABIS CORP,The Joint by Cannabis,4745 West 38th Avenue,Denver,80212,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00230,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00760,CANNA COMPANY II,CannaCo II,25462 US Highway 160,Walsenburg,81089,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00760,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00493,RJJ ADAMS LLC,Native Roots North Denver,620 East 58th Avenue,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00493,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00215,HERBAL WELLNESS LLC,herbal wellness llc,"400 West South Boulder Road, Suite 2700",Lafayette,80026,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00215,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00363,RJJ FRISCO LLC,Native Roots Frisco,861 North Summit Boulevard,Frisco,80443,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00363,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00676,GREENER PASTURE COMPASSION CENTER LLC,VERDE Natural,5101 East Colfax Avenue,Denver,80220,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00676,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00666,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,19370 East Quincy Avenue,Aurora,80015,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00666,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00786,COLORADOS KINDEST LLC,COLORADOS KINDEST LLC,42023 Highway 112,Del Norte,81132,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00786,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00763,CORRIDOR 70 LLC,EverBloom,10185 West 49th Avenue,Wheat Ridge,80033,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00763,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00679,GRANT CO LLC,South Park Farma,49348 US Highway 285,Grant,80448,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00679,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00271,TRINIDADS HIGHER CALLING U LLC,TRINIDADS HIGHER CALLING U LLC,1000 Independence Road,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00271,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00969,DNS ENTERPRISES LLC,Skunked,2683 East 120th Avenue Unit B1,Thornton,80233,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00969,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00261,ANIMAS HERBAL WELLNESS CENTER INC,Prohibition Herb,1185 Camino Del Rio,Durango,81301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00261,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00848,BETTER GREEN LLC,BETTER GREEN LLC,514 Bent Avenue,Las Animas,81054,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00848,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00336,INDOOR HORTICULTURE CENTERS LLC,Sante' Alternative Wellness,742 1/2 Main Avenue,Durango,81301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00336,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00911,THE SACRED BLEND LLC,The Sacred Blend,59722 County Road T,Moffat,81143,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00911,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00986,DOUBLE BROW LLC,Star Buds,265 South Wadsworth Boulevard ,Lakewood,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00986,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00758,KGBI COLORADO LLC,SPARK Dispensary,4799 North Colorado Boulevard,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00758,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00370,KIND LOVE LLC,Kind Love,4380 East Alameda Avenue,Glendale,80246,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00370,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00824,DOUBLE BROW LLC,Emerald Fields,5190 South Boulder Road,Boulder,80303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00824,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00474,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,6681 Federal Boulevard,Denver,80221,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00474,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01031,SOUTHWEST SUNSHINE LLC,Doobie Sisters Mancos,385 North Willow Street,Mancos,81328,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01031,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00808,YUMA WAY LLC,Berkeley Dispensary,5398 Sheridan Boulevard,Arvada,80002,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00808,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00688,CGFR GROUP INC,Krystaleaves,5301 Vasquez Boulevard Unit 101,Commerce City,80022,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00688,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00366,SISTEM FRASER LLC,Silver Stem Fine Cannabis,511 Zerex Street  Suite 203,Fraser,80442,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00366,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00965,SISTEM BONNIE BRAE LLC,Silver Stem Fine Cannabis,2331 East Ohio Avenue,Denver,80209,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00965,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00477,NATURAL ALTERNATIVES FOR HEALTH CORP,NATURAL ALTERNATIVES FOR HEALTH CORP,6712 South College Avenue,Fort Collins,80525,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00477,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00210,SKINNY PINEAPPLE INC,The Farm Marijuana Dispensary Boulder,2801 Iris Avenue,Boulder,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00210,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00803,HARVESTS LLC,Harvest,875 Crane Ridge Drive,Pueblo,81008,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00803,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01012,GOLDEN ROOKIE LLC,GOLDEN ROOKIE LLC,605 Grand Avenue,Grand Junction,81501,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01012,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00949,POTCO LLC,Potco,11101 East 51st Avenue,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00949,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00341,NATURES HERBS & WELLNESS CENTER II LLC,NATURES HERBS & WELLNESS CENTER II LLC,17224 North Frontage Road,Log Lane Village,80705,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00341,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00877,AGRICULTURAL ADVANTAGES LLC,Lucky Monkey Buds II,511 Ambassador Thompson Boulevard,Las Animas,81054,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00877,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00895,FRESH BAKED LLC,Fresh Baked,2535 Pearl Street,Boulder,80302,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00895,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00091,ALPINE WELLNESS LLC,Alpine Wellness,"300 West Colorado Avenue, Unit 2C, Suites B-H",Telluride,81435,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00091,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00078,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,1568 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00078,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00849,MC2 BOULDER LLC,MARQUIS CANNABIS,1909 Broadway Unit Lower Level ,Boulder,80302,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00849,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00082,DISCOUNT MEDICAL MARIJUANA LLC,High Level Health,2028 East Colfax Avenue,Denver,80206,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00082,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00079,LIVWELL XVI LLC,LivWell,2020 South Colorado Boulevard,Denver,80222,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00079,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00939,KIND RIDGWAY LLC,THE KIND CASTLE,158 Liddell Drive  Suites A & B,Ridgway,81432,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00939,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00843,NUVUE PHARMA LLC,NUVUE PHARMA LLC,"1805 Santa Fe Drive, Unit E",Pueblo,81006,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00843,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00962,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,1995 West Midway Boulevard,Broomfield,80020,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00962,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00269,APOGEE MANAGEMENT INC,Terrapin Care Station,"11091 East Mississippi Avenue, Suite A",Aurora,80012,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00269,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00919,PI DURANGO LLC,Lova Durango,1135 South Camino Del Rio Drive,Durango,81303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00919,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00064,NS BRECK LIMITED,NS BRECK LIMITED,"1795 Airport Road, Unit A-2",Breckenridge,80424,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00064,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00245,CCC INC,The Happy Camper Cannabis Company,80 Rosalie Road,Bailey,80421,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00245,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00092,HCH2 LLC,HCH2 LLC,40 South Main Street,Alma,80420,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00092,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00822,COLORADO DISTRIBUTING INC,The Dispo,893 East Enterprise Drive,Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00822,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00792,MESA ORGANICS II LTD,Star Buds,611 East 6th Street,Ordway,81063,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00792,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00885,ELEVATIONS 7888 LLC,Dispensary 7884,327 Main Street,Antonito,81120,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00885,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00553,HEALTH SERVICES LLC,GREEN DREAM CANNABIS,"6700 Lookout Road, Suite 5",Boulder,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00553,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01032,FRYE STOP DISPENSARY LLC,Barn Buds Dispensary,"101 West Bridge Street, Unit 1",Hotchkiss,81419,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01032,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00917,BUILDING BETTER DAYS LLC,REEFER MADNESS,1995 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00917,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00904,GM LAKEWOOD LLC,Golden Meds,2636 Youngfield Street,Lakewood,80215,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00904,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00211,SWEET LEAF PIONEER LLC,SWEET LEAF PIONEER LLC,825 A Chambers Avenue,Eagle,81631,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00211,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00777,SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,SKM,1077 County Road 308,Dumont,80436,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00777,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00725,VIRTUAL MARKETING LLC,Maggie's Farm,4803 North Interstate 25,Pueblo,81008,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00725,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00992,SR COLORADO LLC,Shift Cannabis,9690 Dallas Street Unit I & J,Henderson,80640,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00992,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00390,MOUNTAIN ANNIES LLC,Medicine Man of Cortez,310 East Main Street,Cortez,81321,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00390,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00002,CLERKS CENTRAL CITY LLC,Central City Cannabis LLC,135 Nevada Street,Central City,80427,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00002,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00690,EARTH SOLUTIONS INC,Canna Cabinet Inc,2630 West Pueblo Boulevard Suite A,Pueblo,81004,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00690,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00957,BEST INVEST LLC,Best High,1518 North Quince Street,Denver,80220,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00957,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00545,VERTS LLC,Vertical,"1240 West Elizabeth Street, Unit A, B, C, & D",Fort Collins,80521,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00545,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00746,DINO DISPENSARY LLC,Dino Dispensary,800 East 3rd Street ,Dinosaur,81610,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00746,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00073,LIGHTSHADE LABS LLC,Lightshade,3950 North Holly Street,Denver,80207,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00073,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00535,GT RETAIL LLC,GT RETAIL LLC,12626 North 107 Street,Longmont,80504,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00535,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01021,KIND SILVERTON LLC,THE KIND CASTLE,1215 Blair Street,Silverton,81433,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01021,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00744,KARMACEUTICALS LLC,Karmaceuticals,4 South Santa Fe Drive,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00744,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00663,DP RETAIL 110 LLC,Green Dragon,119 West Colorado Avenue,Telluride,81435,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00663,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00548,KTA LLC,The Lodge,82 South Federal Boulevard,Denver,80219,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00548,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00389,CC TRINIDAD LLC,Trinidad Gardens,422 North Commercial Street,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00389,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00631,DP RETAIL 102 LLC,Green Dragon,5823 East 128th Avenue,Thornton,80602,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00631,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00880,HIGH WAYS CO LLC,High Ways Dispensary,2255 West Victory Way,Craig,81625,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00880,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00652,TREES COLORADO LLC,Trees,5005 South Federal Boulevard,Englewood,80110,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00652,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
