application_status,license_type,application_classification,application_classification_1,application_classification_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/11/2021,COMPLETE,MR282256,Green Stratus Corp,Brockton,2301.0,,,15 Saw Mill Pond,,Canton,MA,2021,POINT (-70.818958 41.978877),POINT (-71.065623 42.0984410),15 Saw Mill Pond,,Canton,MA,2021,82-4944964,MRN282256,Fri Jan 31 2020 12:24:17 GMT-0500 (Eastern Standard Time),Mon Jan 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jan 05 2019 17:25:52 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:19:09 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2301.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.098441,-71.065623,,3/22/2024,Green Stratus Corp,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284764,684 Center St. JP LLC,Boston,2130.0,,,684 Centre Street,,Jamaica Plain,MA,2130,POINT (-71.073493 42.334948),POINT (-71.114001 42.3118520),116 Harvard Avenue,,Allston,MA,2134,88-1671498,MRN284764,Fri Feb 10 2023 14:48:34 GMT-0500 (Eastern Standard Time),Wed Dec 14 2022 09:03:05 GMT-0500 (Eastern Standard Time),,True,yes,SE303621,,,EEA202112,,,,Not a DBE,,,,Tue Sep 20 2022 09:41:44 GMT-0400 (Eastern Daylight Time),Fri Feb 17 2023 14:13:02 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 14:22:02 GMT-0400 (Eastern Daylight Time),,,,,2130.0,Jamaica Plain,Suffolk,42.334948,-71.073493,,,MA,42.311852,-71.114002,,3/22/2024,684 Center St. JP LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/11/2022,COMPLETE,MR282969,New Green LLC,Egremont,1258.0,,,71 main Street,,South Egremont,MA,1258,POINT (-73.209889 42.396128),POINT (-73.249825 42.3057609),P.O. Box 22,,South Egremont,MA,1258,84-1895926,MRN282969,Fri Apr 10 2020 15:38:08 GMT-0400 (Eastern Daylight Time),Tue Feb 25 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 03 2019 12:12:56 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:12:51 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:15:33 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1258.0,South Egremont,Berkshire,42.396128,-73.209889,,,MA,42.305761,-73.249826,,3/22/2024,New Green LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/4/2020,COMPLETE,MR282160,"The Botanist, Inc.",Worcester,1606.0,,,200 Portland Street,5th Floor,Boston,MA,2114,POINT (-71.840209 42.329642),POINT (-71.798843 42.3239459),200 Portland Street,5th Floor,Boston,MA,2114,47-3905518,MRN282160,Mon Feb 25 2019 14:54:26 GMT-0500 (Eastern Standard Time),Wed Jan 23 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201860,RP201860,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 10 2018 10:39:07 GMT-0500 (Eastern Standard Time),Wed May 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:52:57 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1606.0,Worcester,Worcester,42.329642,-71.840209,Central MA,,MA,42.323946,-71.798843,,3/22/2024,"The Botanist, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/5/2021,COMPLETE,MR283325,"Nature's Alternative, Inc.",Wellfleet,2667.0,,,2393 Route 6,,Wellfleet,MA,2667,POINT (-70.301811 41.698999),POINT (-70.014685 41.9279039),72 Pine Street,Suite 1,Providence,RI,2903,82-3406582,MRN283325,Fri Jun 12 2020 16:36:35 GMT-0400 (Eastern Daylight Time),Mon Jun 29 2020 09:24:48 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 04 2020 10:49:10 GMT-0500 (Eastern Standard Time),Thu Aug 13 2020 11:40:01 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:22:01 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2667.0,Wellfleet,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.927904,-70.014686,,3/22/2024,"Nature's Alternative, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,5/25/2023,COMPLETE,MR283258,"Calverde Naturals, LLC",Belmont,2478.0,,,1010 Pleasant Street,,Belmont,MA,2478,POINT (-71.275566 42.459085),POINT (-71.188325 42.3892269),10 Briarwood Lane,,WInchester,MA,1890,84-1907300,MRN283258,Mon Jan 04 2021 13:57:05 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 13:00:25 GMT-0500 (Eastern Standard Time),Thu Apr 01 2021 11:12:40 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 30 2020 15:03:29 GMT-0500 (Eastern Standard Time),Fri Jan 08 2021 13:58:24 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:15:44 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 01 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2478.0,Belmont,Middlesex,42.459085,-71.275566,Northeast,,MA,42.389227,-71.188325,,3/22/2024,"Calverde Naturals, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283634,Cannabis Healing LLC,Boston,2128.0,,,2A-4 Neptune Road,,Boston,MA,2128,POINT (-71.073493 42.334948),POINT (-71.025441 42.3802790),111 Cumberland Road,,Leominster,MA,1453,85-2998047,MRN283634,Fri May 19 2023 08:19:55 GMT-0400 (Eastern Daylight Time),Mon Feb 27 2023 12:09:43 GMT-0500 (Eastern Standard Time),Sat Aug 19 2023 10:42:33 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Tue Jun 30 2020 14:21:02 GMT-0400 (Eastern Daylight Time),Fri Jun 09 2023 12:43:42 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:25:15 GMT-0400 (Eastern Daylight Time),Sat Aug 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2128.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.380279,-71.025441,,3/22/2024,Cannabis Healing LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/16/2022,COMPLETE,MR282446,Capeway Cannabis LLC,Carver,2330.0,,,307 Tremont St,,Carver,MA,2330,POINT (-70.818958 41.978877),POINT (-70.753123 41.829366),po box 677,,Monument Beach,MA,2553,87-1541402,MRN282446,Tue Feb 15 2022 17:22:53 GMT-0500 (Eastern Standard Time),Thu Sep 23 2021 10:27:33 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 26 2019 12:50:45 GMT-0500 (Eastern Standard Time),Fri Jan 14 2022 11:06:46 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:56:07 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Mar 25 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2330.0,Carver,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.829366,-70.753123,,3/22/2024,Capeway Cannabis LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR282429,"Tempest, Inc",Phillipston,1331.0,,,130 South Royalston Rd,,Royalston,MA,1368,POINT (-71.840209 42.329642),POINT (-72.163933 42.5742040),420 State Rd,,Phillipston,MA,1331,32-0602630,MRN282429,Fri Feb 12 2021 11:50:35 GMT-0500 (Eastern Standard Time),Fri Jan 22 2021 09:39:01 GMT-0500 (Eastern Standard Time),Fri Feb 11 2022 19:23:07 GMT-0500 (Eastern Standard Time),True,yes,SE303857,,,,,,,Not a DBE,,,,Thu Feb 21 2019 10:33:15 GMT-0500 (Eastern Standard Time),Thu Apr 01 2021 10:17:08 GMT-0400 (Eastern Daylight Time),Fri Apr 16 2021 13:57:31 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,1331.0,Athol,Worcester,42.329642,-71.840209,Western MA,,MA,42.574204,-72.163933,SE303857,3/22/2024,"Tempest, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR282868,Shine Diamond LLC,Whately,1373.0,,,85 State Rd,,Whately,MA,1373,POINT (-72.573941 42.587072),POINT (-72.622354 42.4268160),85 State Rd,,Whately,MA,1373,81-3617795,MRN282868,Tue Aug 04 2020 11:46:56 GMT-0400 (Eastern Daylight Time),Wed Jan 29 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 13:44:26 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Woman-Owned Business,,,,Tue Jul 16 2019 19:27:18 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 10:36:31 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:36:05 GMT-0400 (Eastern Daylight Time),Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jul 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1373.0,South Deerfield,Franklin,42.587072,-72.573941,,,MA,42.426816,-72.622354,,3/22/2024,Shine Diamond LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282315,Fresh Fields Gloucester LLC,Gloucester,1930.0,,,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,POINT (-70.970827 42.635475),POINT (-70.681095 42.6120629),"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,83-4382416,MRN282315,Thu Jun 18 2020 14:32:22 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 29 2020 17:06:45 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Mon Jan 21 2019 12:55:15 GMT-0500 (Eastern Standard Time),Fri Jun 26 2020 12:31:04 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:07:33 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1930.0,Gloucester,Essex,42.635475,-70.970827,Northeast,,MA,42.612063,-70.681096,,3/22/2024,Fresh Fields Gloucester LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,10/12/2023,COMPLETE,MR282314,"Comm Ave Canna, Inc.",Brookline,2215.0,,,1030 Commonwealth Ave,2nd Floor,Brookline,MA,2215,POINT (-71.073493 42.334948),POINT (-71.122123 42.3515239),1030 Commonwealth Ave,2nd Floor,Brookline,MA,2215,83-1825636,MRN282314,Fri Apr 10 2020 16:16:59 GMT-0400 (Eastern Daylight Time),Wed Sep 11 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 21 2019 09:41:24 GMT-0500 (Eastern Standard Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:39:15 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2215.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,Second Floor,MA,42.351524,-71.122124,SE306591,3/22/2024,"Comm Ave Canna, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/10/2023,COMPLETE,MR281594,Krypies LLC,Pittsfield,1201.0,,,1450 East Street,Suite 2,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.215485 42.4540560),1450 East Street,Suite 1,Pittsfield,MA,1201,82-5329617,MRN281594,Wed Jun 12 2019 15:34:32 GMT-0400 (Eastern Daylight Time),Tue Oct 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 18 2019 11:02:19 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 13 2018 16:30:08 GMT-0400 (Eastern Daylight Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 18 2019 09:28:57 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.454056,-73.215485,,3/22/2024,Krypies LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/2/2021,COMPLETE,MR282803,"Cypress Tree Management, Inc.",Newton,2461.0,,,419 Boylston Street,Suite 300,Boston,MA,2116,POINT (-71.275566 42.459085),POINT (-71.212681 42.3178970),419 Boylston Street,Suite 300,Boston,MA,2116,82-4767408,MRN282803,Wed Mar 04 2020 12:32:51 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 21 2019 15:40:42 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:16:29 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2461.0,Newton Highlands,Middlesex,42.459085,-71.275566,,,MA,42.317897,-71.212681,,3/22/2024,"Cypress Tree Management, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/4/2024,COMPLETE,MR284816,"Cannabis Connection II, Inc",West Springfield,1089.0,,,1102 Riverdale St,Unit 2,West Springfield,MA,1089,POINT (-72.571312 42.12756),POINT (-72.626562 42.1343099),40 Westfield Industrial Park,,Westfield,MA,1085,92-2646390,MRN284816,Thu May 18 2023 12:14:24 GMT-0400 (Eastern Daylight Time),Mon May 15 2023 10:26:45 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 11 2022 11:23:24 GMT-0500 (Eastern Standard Time),Fri Jun 09 2023 13:11:43 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 13:54:04 GMT-0400 (Eastern Daylight Time),Tue Jul 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1089.0,West Springfield,Hampden,42.12756,-72.571312,Western MA,Unit 2,MA,42.13431,-72.626562,,3/22/2024,"Cannabis Connection II, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR284535,EVG FARMS LLC,Boston,2136.0,,,883 HYDE PARK AVE,,HYDE PARK,MA,2136,POINT (-71.073493 42.334948),POINT (-71.121054 42.2696570),31 ALDRICH ST,,ROSLINDALE,MA,2131,84-1844471,MRN284535,Thu Apr 28 2022 11:46:10 GMT-0400 (Eastern Daylight Time),Tue Mar 15 2022 09:09:23 GMT-0400 (Eastern Daylight Time),Thu Jun 16 2022 15:19:44 GMT-0400 (Eastern Daylight Time),True,yes,EE201867,APPROVED,EE201867,EE201867,,,,Not a DBE,,,,Mon Dec 06 2021 15:43:55 GMT-0500 (Eastern Standard Time),Fri May 06 2022 10:33:58 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 12:49:04 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2136.0,Hyde Park,Suffolk,42.334948,-71.073493,,,MA,42.269657,-71.121055,SE303515,3/22/2024,EVG FARMS LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/2/2021,COMPLETE,MR283652,"208 Worcester Street, LLC",Southbridge,1550.0,,,208 Worcester Street,,Southbridge,MA,1550,POINT (-71.840209 42.329642),POINT (-72.026600 42.083672),208 Worcester Street,,Southbridge,MA,1550,84-4520061,MRN283652,Thu Aug 13 2020 11:50:53 GMT-0400 (Eastern Daylight Time),Fri Jul 31 2020 12:00:50 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 12:10:21 GMT-0400 (Eastern Daylight Time),Thu Aug 20 2020 13:32:25 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:22:41 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 25 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1550.0,Southbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.083672,-72.026601,,3/22/2024,"208 Worcester Street, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/8/2023,COMPLETE,MR284556,Cadella LLC,Quincy,2169.0,,,715 Washington St.,,Quincy,MA,2169,POINT (-71.15444 42.199156),POINT (-70.972103 42.2448940),715 Washington St.,,Quincy,MA,2169,87-1232388,MRN284556,Thu Jan 27 2022 13:02:43 GMT-0500 (Eastern Standard Time),Fri Jan 21 2022 14:40:25 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 08 2022 14:55:06 GMT-0500 (Eastern Standard Time),Mon Feb 07 2022 14:29:13 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:10:31 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2169.0,Quincy,Norfolk,42.199156,-71.15444,Metro Boston,,MA,42.244894,-70.972103,,3/22/2024,Cadella LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/17/2023,COMPLETE,MR282714,311 Page Blvd LLC,Springfield,1104.0,,,311 Page Blvd,,Springfield,MA,1104,POINT (-72.571312 42.12756),POINT (-72.560851 42.1342240),63 Woodcrest Road,,Springfield,MA,1129,84-2409132,MRN282714,Wed Dec 16 2020 13:12:30 GMT-0500 (Eastern Standard Time),Wed Dec 09 2020 10:50:03 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 11:13:13 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 12:09:38 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 13:45:12 GMT-0500 (Eastern Standard Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1104.0,Springfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.134224,-72.560852,,3/22/2024,311 Page Blvd LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR283257,Sparkboro Wellness Corp.,Williamstown,2167.0,,,1015-17 Simonds Road,,Williamstown,MA,1267,,POINT (-73.210217 42.738799),1015-17 Simonds Road,,Williamstown,MA,1267,84-2828113,MRN283257,Thu Jun 25 2020 18:24:01 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:41:06 GMT-0400 (Eastern Daylight Time),Tue Oct 13 2020 15:49:55 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,,,,Thu Jan 30 2020 14:15:20 GMT-0500 (Eastern Standard Time),Mon Sep 21 2020 09:53:42 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:45:38 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,,,,,,,,MA,42.738799,-73.210218,,3/22/2024,Sparkboro Wellness Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Two or More,Expedited,Two or More,PROVISIONAL LICENSE,,COMPLETE,MR284542,Ember Gardens Cape Cod LLC,Orleans,2653.0,,,41 Route 6A,,Orleans,MA,2653,POINT (-70.301811 41.698999),POINT (-69.984616 41.7931689),254 Newhill Avenue,,Somerset,MA,2726,86-2585894,MRN284542,Wed Feb 16 2022 13:24:05 GMT-0500 (Eastern Standard Time),Tue Feb 08 2022 13:57:54 GMT-0500 (Eastern Standard Time),Tue Jul 05 2022 13:48:36 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Dec 22 2021 12:31:25 GMT-0500 (Eastern Standard Time),Fri Mar 04 2022 09:13:40 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:10:00 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2653.0,Orleans,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.793169,-69.984616,,3/22/2024,Ember Gardens Cape Cod LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/5/2023,COMPLETE,MR284668,Himalayan High,Becket,1223.0,,,2727 Jacobs Ladder Road,,Becket,MA,1223,POINT (-73.209889 42.396128),POINT (-73.134800 42.2638150),215A Chaplin Rd.,,Eastford,CT,6242,88-2973141,MRN284668,Fri Jan 06 2023 11:17:12 GMT-0500 (Eastern Standard Time),Thu Jun 23 2022 08:34:32 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 10:18:05 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 12:20:58 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:41:44 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 13 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1223.0,Becket,Berkshire,42.396128,-73.209889,Western MA,,MA,42.263815,-73.134801,,3/22/2024,Himalayan High,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
