premise_city,license_designation,business_legal_name,business_phone,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_type,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_email,business_image_url,business_dba_name,premise_street_address,premise_county,premise_zip_code,premise_latitude,premise_longitude,business_website,data_refreshed_date
Saint Ignatius,Adult Use,St Ignatius,(406) 548-8456,379,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,St Ignatius,,,,,,,2024-02-05T22:29:03.202367
Saint Regis,Adult Use,Starrbuds,(406) 240-8979,380,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Starrbuds,,,,,,,2024-02-05T22:29:03.202367
Savage,Adult Use,Rlogan Enterprises LLC,(406) 480-0074,381,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Northern,,,,,,,2024-02-05T22:29:03.202367
Seeley Lake,Adult Use,Dancing Goat Gardens,(406) 499-8414,383,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Dancing Goat Gardens,,,,,,,2024-02-05T22:29:03.202367
Seeley Lake,Adult Use,Fat Hippie,(406) 459-2618,384,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fat Hippie,,,,,,,2024-02-05T22:29:03.202367
Shepherd,Adult Use,406 Organix,(406) 697-2332,385,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,406 Organix,,,,,,,2024-02-05T22:29:03.202367
Sheridan,Adult Use,Top Shelf Botanicals,(406) 842-5963,386,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Sidney,Adult Use,Bloom,(406) 459-2618,387,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Sidney,Adult Use,Khm Sidney,(406) 488-5700,388,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Khm Sidney,,,,,,,2024-02-05T22:29:03.202367
Sidney,Adult Use,Magic City Releaf Sidney Location,(406) 598-1400,389,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic City Releaf Sidney Location,,,,,,,2024-02-05T22:29:03.202367
Sidney,Adult Use,Sidney,(406) 224-0238,390,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sidney,,,,,,,2024-02-05T22:29:03.202367
Somers,Adult Use,Green Thumbelina LLC,(406) 250-7813,391,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Thumbelina LLC,,,,,,,2024-02-05T22:29:03.202367
Stevensville,Adult Use,Bliss,(406) 396-6271,392,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bliss,,,,,,,2024-02-05T22:29:03.202367
Stevensville,Adult Use,Red Dawg Cannoisseur South,(406) 360-2020,393,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Red Dawg Cannoisseur South,,,,,,,2024-02-05T22:29:03.202367
Stevensville,Medical Only,Stone Emerald Dispensary LLC,(406) 360-4105,394,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Stone Emerald Dispensary LLC,,,,,,,2024-02-05T22:29:03.202367
Thompson Falls,Adult Use,Thompson Falls Dispensary,,395,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Thompson Falls Dispensary,,,,,,,2024-02-05T22:29:03.202367
Three Forks,Medical Only,Three Rivers Cannabis And Haze Bay,(360) 581-2412,396,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Three Rivers Cannabis And Haze Bay,,,,,,,2024-02-05T22:29:03.202367
Three Forks,Adult Use,Tsb Montana LLC,,397,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tsb Montana LLC,,,,,,,2024-02-05T22:29:03.202367
Townsend,Medical Only,Bloom,(406) 459-2618,398,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Trout Creek,Adult Use,A+ Medical Dispensary,(406) 334-3454,399,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,A+ Medical Dispensary,,,,,,,2024-02-05T22:29:03.202367
Victor,Adult Use,Apogee Gardens LLC,(406) 961-6865,400,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Apogee Gardens LLC,,,,,,,2024-02-05T22:29:03.202367
Victor,Adult Use,Heirloom Remedies,(406) 802-4211,401,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Heirloom Remedies,,,,,,,2024-02-05T22:29:03.202367
Victor,Adult Use,Peace & Healing Mmmp406,(406) 381-6807,402,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Peace & Healing Mmmp406,,,,,,,2024-02-05T22:29:03.202367
Victor,Adult Use,The Green Room LLC,(406) 363-8513,403,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Green Room LLC,,,,,,,2024-02-05T22:29:03.202367
Virginia City,Adult Use,Virgina City Farmacy,(706) 669-8233,404,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Virgina City Farmacy,,,,,,,2024-02-05T22:29:03.202367
West,Adult Use,Glacier Parkeast Glacier,(406) 879-6773,405,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Glacier Parkeast Glacier,,,,,,,2024-02-05T22:29:03.202367
West,Adult Use,Lone Peak Caregivers,(386) 931-9334,406,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lone Peak Caregivers,,,,,,,2024-02-05T22:29:03.202367
Yellowstone,Medical Only,,,407,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,406 Farmacy,(406) 270-2224,408,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,406 Farmacy,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Big Mountain Botanicals,(406) 250-2241,409,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Big Mountain Botanicals,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Bloom,,410,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Grizzly Pine,(406) 224-3525,411,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Grizzly Pine,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Groove,,412,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Groove,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Hc Medical,(406) 299-5555,413,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Hc Medical,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Mission Mountain Organics - Dispensary,(530) 555-5555,414,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mission Mountain Organics - Dispensary,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Power Plant Dispensary LLC,(406) 890-5447,415,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Power Plant Dispensary LLC,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Power Plant Montana,(714) 235-1605,416,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Power Plant Montana,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Puffin Canna,(509) 710-6192,417,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Puffin Canna,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Ramsey's Remedies,(256) 345-1866,418,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ramsey's Remedies,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Tamarack Cannabis - Whitefish,(406) 730-2599,419,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tamarack Cannabis - Whitefish,,,,,,,2024-02-05T22:29:03.202367
Whitefish,Adult Use,Tegridy Farms L.L.C.,(406) 471-6110,420,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tegridy Farms L.L.C.,,,,,,,2024-02-05T22:29:03.202367
Whitehall,Adult Use,406 Organix - Whitehall,(406) 697-0347,421,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,406 Organix - Whitehall,,,,,,,2024-02-05T22:29:03.202367
Wolf Creek,Adult Use,Bloom,(406) 459-2618,422,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Wolf Point,Adult Use,Magic City Releaf Wolf Point Location,(406) 598-1400,423,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic City Releaf Wolf Point Location,,,,,,,2024-02-05T22:29:03.202367
Wolf Point,Adult Use,Medicine Creek Caregivers,(406) 404-5625,424,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,,,,,,,2024-02-05T22:29:03.202367
Wolf Point,Adult Use,Sacred Sun Farms Inc.,(406) 580-4098,425,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sacred Sun Farms Inc.,,,,,,,2024-02-05T22:29:03.202367
Wolf Point,Adult Use,Zen Medicine,(406) 396-3554,426,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Zen Medicine,,,,,,,2024-02-05T22:29:03.202367
