application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR281621,Debilitating Medical Condition Treatment Centers,Whately,1373.0,,,7 River Rd,,Whately,MA,1093,POINT (-72.573941 42.587072),POINT (-72.614046 42.470101),7 RIver Rd,,Whately,MA,1093,46-3448063,MRN281621,Fri Jul 22 2022 13:42:11 GMT-0400 (Eastern Daylight Time),Wed Feb 16 2022 12:56:04 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201977,RP201977,Not a DBE,,,,Wed Jun 20 2018 11:31:51 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:23:07 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:39:35 GMT-0500 (Eastern Standard Time),,,1500.0,,1373.0,South Deerfield,Franklin,42.587072,-72.573941,,,MA,42.470101,-72.614047,,2/12/2024,Debilitating Medical Condition Treatment Centers,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,3/7/2019,COMPLETE,MP281308,Patriot Care Corp,Lowell,1852.0,,,170 Lincoln Street,,Lowell,MA,1852,POINT (-71.275566 42.459085),POINT (-71.317051 42.6283030),70 Industrial Avenue East,Suite B,Lowell,MA,1852,46-3348302,MPN281308,Thu Jul 26 2018 08:34:07 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 07 2018 09:45:46 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201838,RPA201838,Not a DBE,,,Thu Jan 24 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 19 2018 15:18:17 GMT-0400 (Eastern Daylight Time),Tue Jul 31 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 14:28:21 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1852.0,Lowell,Middlesex,42.459085,-71.275566,Northeast,,MA,42.628303,-71.317051,,2/12/2024,Patriot Care Corp,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,12/9/2019,COMPLETE,MC281254,Caregiver-Patient Connection,Barre,1005.0,,,295 Vernon Ave,,Barre,MA,1005,POINT (-71.840209 42.329642),POINT (-72.086780 42.3836659),287 Chapman Rd,,Barre,MA,1005,82-2905670,MCN281254,Wed Aug 29 2018 18:18:06 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 07 2019 16:45:22 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201819,RPA201819,Woman-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Jun 27 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 12:27:06 GMT-0400 (Eastern Daylight Time),Thu Aug 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 11:59:38 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 07 2025 03:00:00 GMT-0500 (Eastern Standard Time),400.0,8965.75,1005.0,Barre,Worcester,42.329642,-71.840209,Central MA,,MA,42.383666,-72.08678,,2/12/2024,Caregiver-Patient Connection,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284438,Northeastcann Inc.,Swansea,2777.0,,,610 GAR Highway,,Swansea,MA,2777,POINT (-71.102131 41.778329),POINT (-71.214562 41.7536109),15 Gould Road,,Bedford,MA,1730,87-1717283,MRN284438,Tue Aug 02 2022 10:05:42 GMT-0400 (Eastern Daylight Time),Mon Dec 06 2021 14:12:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Sun Oct 03 2021 08:05:54 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 09:27:13 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:43:18 GMT-0500 (Eastern Standard Time),Mon Mar 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2777.0,Swansea,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.753611,-71.214562,,2/12/2024,Northeastcann Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282269,"Fusion Drop, LLC",Whitman,2382.0,,,800 Hingham St.,,Rockland,MA,2370,POINT (-70.818958 41.978877),POINT (-70.925572 42.0832759),800 Hingham St.,,Rockland,MA,2370,92-3353187,MPN282269,Wed Nov 15 2023 11:30:43 GMT-0500 (Eastern Standard Time),Wed Oct 18 2023 12:05:42 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Fri Apr 07 2023 10:54:51 GMT-0400 (Eastern Daylight Time),Mon Nov 27 2023 10:04:42 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 12:40:46 GMT-0500 (Eastern Standard Time),,,1500.0,,2382.0,Whitman,Plymouth,41.978877,-70.818958,Southeast and Cape,Units 4B and 6,MA,42.083276,-70.925572,,2/12/2024,"Fusion Drop, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/30/2022,COMPLETE,MC282043,NEO Manufacturing MA LLC,Medway,2053.0,,,365 Boston Post RD #184,,Sudbury,MA,1776,POINT (-71.15444 42.199156),POINT (-71.397058 42.1586890),365 Boston Post RD #184,,Sudbury,MA,1776,83-0605807,MCN282043,Tue Mar 31 2020 12:12:44 GMT-0400 (Eastern Daylight Time),Fri Oct 18 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 19 2019 18:54:46 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:12:40 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,5000.0,2053.0,Medway,Norfolk,42.199156,-71.15444,Central MA,,MA,42.158689,-71.397059,,2/12/2024,NEO Manufacturing MA LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284447,"Hardwick Mill Greenery, Inc.",Hardwick,1031.0,,,94 Main St.,,Hardwick,MA,1031,POINT (-71.840209 42.329642),POINT (-72.208759 42.3121409),15 Stone Crest Drive,,Braintree,MA,2184,86-3124077,MRN284447,Thu Dec 23 2021 09:34:09 GMT-0500 (Eastern Standard Time),Wed Nov 10 2021 10:20:22 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Thu Oct 14 2021 09:50:27 GMT-0400 (Eastern Daylight Time),Thu Dec 23 2021 14:39:37 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:16:24 GMT-0500 (Eastern Standard Time),,,1500.0,,1031.0,Gilbertville,Worcester,42.329642,-71.840209,,,MA,42.312141,-72.208759,,2/12/2024,"Hardwick Mill Greenery, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MP281758,"MJ's Market, Inc.",Grafton,1536.0,,,119 Drum Hill Road,STE 225,Chelmsford,MA,1824,POINT (-71.840209 42.329642),POINT (-71.689358 42.2493729),119 Drum Hill Road,STE 225,Chelmsford,MA,1824,82-5246841,MPN281758,Thu Mar 12 2020 15:44:21 GMT-0400 (Eastern Daylight Time),Tue Feb 18 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 14 2021 13:13:06 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,,Tue Sep 17 2019 14:34:24 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:10:33 GMT-0400 (Eastern Daylight Time),Tue Sep 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1536.0,North Grafton,Worcester,42.329642,-71.840209,,,MA,42.249373,-71.689359,,2/12/2024,"MJ's Market, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,,COMPLETE,MC282431,Holistic Health Group Inc,Middleborough,2344.0,,,202 Wood st,,Hopkinton,MA,1748,POINT (-70.818958 41.978877),POINT (-70.694661 41.760216),202 Wood st,,Hopkinton,MA,1748,81-2188298,MCN282431,Mon Mar 16 2020 09:59:47 GMT-0400 (Eastern Daylight Time),Tue Dec 03 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201867,RPA201867,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Fri Oct 04 2019 14:19:00 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:24:49 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 16 2022 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,5000.0,2344.0,Middleboro,Plymouth,41.978877,-70.818958,,,MA,41.760216,-70.694662,SE305532,2/12/2024,Holistic Health Group Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MP281810,Grow One Inc.,Lowell,1852.0,,,60 Dix Street,,Lowell,MA,1852,POINT (-71.275566 42.459085),POINT (-71.309578 42.6299380),362 North End Boulevard,,Salisbury,MA,1952,81-3769278,MPN281810,Wed Jul 22 2020 11:08:46 GMT-0400 (Eastern Daylight Time),Fri Mar 13 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business,,,,Fri Dec 06 2019 13:18:03 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 09:26:15 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:13:03 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1852.0,Lowell,Middlesex,42.459085,-71.275566,Northeast,,MA,42.629938,-71.309578,,2/12/2024,Grow One Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103061,TSC Delivery LLC,,,,,25 Harriman Rd,,Hudson,MA,1749,,,25 Harriman Rd,,Hudson,MA,1749,85-1899227,PDOA103061,Fri Sep 25 2020 12:35:59 GMT-0400 (Eastern Daylight Time),Fri Sep 04 2020 13:46:35 GMT-0400 (Eastern Daylight Time),,True,,SE303732,,,,,,,Veteran-Owned Business,,,,Fri May 29 2020 09:58:38 GMT-0400 (Eastern Daylight Time),,Fri Oct 02 2020 15:13:17 GMT-0400 (Eastern Daylight Time),Fri Oct 02 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 02 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE303732,2/9/2024,TSC Delivery LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Independent Testing Laboratory,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/7/2018,COMPLETE,IL281278,"MCR Labs, LLC",Framingham,1701.0,,,85 Speen St #100,,Framingham,MA,1701,POINT (-71.275566 42.459085),POINT (-71.386792 42.310927),85 Speen St #100,,Framingham,MA,1701,46-3124709,ILN281278,Thu Aug 02 2018 14:57:16 GMT-0400 (Eastern Daylight Time),Thu Aug 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 13 2018 18:42:18 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Oct 18 2018 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 24 2018 14:26:37 GMT-0400 (Eastern Daylight Time),Fri Aug 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 15:47:44 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1701.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,,MA,42.310927,-71.386792,,2/12/2024,"MCR Labs, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,2/17/2021,COMPLETE,MR282318,HIGHMINDED LLC,Great Barrington,1230.0,,,126 Main Street,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.360406 42.199472),126 Main Street,,Great Barrington,MA,1230,83-0990966,MRN282318,Mon Dec 16 2019 16:05:32 GMT-0500 (Eastern Standard Time),Wed Oct 02 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 13 2020 10:14:06 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 22 2019 02:16:34 GMT-0500 (Eastern Standard Time),Thu Feb 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:16:06 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,,MA,42.199472,-73.360407,,2/12/2024,HIGHMINDED LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103525,Green Speed Delivery LLC,,,,,226 South Main Street,,Fall River,MA,2721,,,"226 South Main Street, Suite #6",,Fall River,MA,2721,87-0930605,PDOA103525,Wed Sep 08 2021 14:32:53 GMT-0400 (Eastern Daylight Time),Wed Sep 08 2021 09:32:51 GMT-0400 (Eastern Daylight Time),,True,,SE305147,,,,,,,Not a DBE,,,,Wed Jun 30 2021 15:19:30 GMT-0400 (Eastern Daylight Time),Mon Sep 20 2021 07:27:59 GMT-0400 (Eastern Daylight Time),Tue Sep 21 2021 07:28:21 GMT-0400 (Eastern Daylight Time),Tue Sep 21 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE305147,2/9/2024,Green Speed Delivery LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR282909,True East Leaf LLC,Pittsfield,1201.0,,,161 Seymour Street,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.251278 42.4611230),12 Vivian Avenue,,Pittsfield,MA,1201,83-4481897,MRN282909,Thu Jun 03 2021 10:42:06 GMT-0400 (Eastern Daylight Time),Fri May 14 2021 15:38:44 GMT-0400 (Eastern Daylight Time),Fri Aug 13 2021 17:47:08 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Fri Aug 02 2019 12:09:25 GMT-0400 (Eastern Daylight Time),Fri Jul 02 2021 10:45:18 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 14:29:44 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.461123,-73.251279,SE306477,2/12/2024,True East Leaf LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/20/2021,COMPLETE,MR282742,"Olde World Remedies, Inc.",Lynn,1901.0,,,50 Congress Street,Suite 420,Boston,MA,2109,POINT (-70.970827 42.635475),POINT (-70.972917 42.4564870),50 Congress Street,Suite 420,Boston,MA,2109,47-4390517,MRN282742,Fri Dec 06 2019 17:48:09 GMT-0500 (Eastern Standard Time),Thu Sep 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,RPA201932,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 28 2019 14:34:23 GMT-0400 (Eastern Daylight Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:22:33 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1901.0,Lynn,Essex,42.635475,-70.970827,Northeast,,MA,42.456487,-70.972918,,2/12/2024,"Olde World Remedies, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/30/2022,COMPLETE,MR283110,"Life Essence, Inc.",Framingham,1701.0,,,85 Worcester Road,,Framingham,MA,1702,POINT (-71.275566 42.459085),POINT (-71.397302 42.2993280),3494 Martin Hurst Road,,Tallahassee,FL,32312,83-1550266,MRN283110,Thu Apr 08 2021 10:27:46 GMT-0400 (Eastern Daylight Time),Tue Mar 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE | Veteran-Owned Business,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 07 2019 16:58:30 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:10:50 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:06:31 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1701.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,,MA,42.299328,-71.397303,,2/12/2024,"Life Essence, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,1/7/2022,COMPLETE,MR282884,"Coastal Cultivars, LLC",Great Barrington,1230.0,,,399 Boylston Street,Sixth Floor,Boston,MA,2116,POINT (-73.209889 42.396128),POINT (-73.365125 42.1896780),399 Boylston Street,Sixth Floor,Boston,MA,2116,83-2354890,MRN282884,Fri Jan 08 2021 15:46:01 GMT-0500 (Eastern Standard Time),Tue Dec 29 2020 16:46:29 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 24 2019 11:42:36 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 11:17:45 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:50:54 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,,MA,42.189678,-73.365125,,2/12/2024,"Coastal Cultivars, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,FINAL LICENSE,,COMPLETE,MR281790,"Greener Leaf, Inc.",Fall River,2724.0,,,95 Rhode Island Avenue,,Fall River,MA,2724,POINT (-71.102131 41.778329),POINT (-71.164101 41.6825699),105 Rhode Island Avenue,,Fall River,MA,2724,83-1134909,MRN281790,Fri Jan 11 2019 15:39:54 GMT-0500 (Eastern Standard Time),Thu Dec 20 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 08 2019 19:40:33 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 09 2018 13:55:23 GMT-0400 (Eastern Daylight Time),Fri Feb 01 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:32:47 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2724.0,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.68257,-71.164101,SE306112,2/12/2024,"Greener Leaf, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,8/31/2020,COMPLETE,MP281360,"Atlantic Medicinal Partners, Inc.",Fitchburg,1420.0,,,329 Washington Street,,Woburn,MA,1801,POINT (-71.840209 42.329642),POINT (-71.749307 42.5504049),329 Washington Street,,Woburn,MA,1801,82-0991316,MPN281360,Mon Aug 13 2018 13:40:58 GMT-0400 (Eastern Daylight Time),Fri Aug 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 07 2018 14:47:17 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201846,RP201846,Not a DBE,,,Thu Jun 04 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 23 2018 17:56:11 GMT-0400 (Eastern Daylight Time),Tue Aug 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:49:50 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1420.0,Fitchburg,Worcester,42.329642,-71.840209,Central MA,,MA,42.550405,-71.749307,,2/12/2024,"Atlantic Medicinal Partners, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MC283521,Greener World Inc.,Holyoke,1040.0,,,620 Beaulieu St,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.616309 42.1928010),620 Beaulieu St,,Holyoke,MA,1040,86-1378500,MCN283521,Wed Mar 23 2022 18:00:51 GMT-0400 (Eastern Daylight Time),Thu Jun 10 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 13 2023 16:17:00 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,Wed May 19 2021 11:36:33 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 09:29:55 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:02:54 GMT-0400 (Eastern Daylight Time),Mon Nov 13 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),200.0,1250.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.192801,-72.61631,,2/12/2024,Greener World Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,8/16/2023,COMPLETE,MC282746,Cedar Roots LLC,Ware,1082.0,,,50 East Main Street,,Ware,MA,1082,POINT (-72.62073 42.322256),POINT (-72.239175 42.2589919),12 Elm Street,,Ware,MA,1082,85-1700172,MCN282746,Fri Aug 28 2020 18:11:15 GMT-0400 (Eastern Daylight Time),Tue Aug 25 2020 14:20:15 GMT-0400 (Eastern Daylight Time),Mon Oct 12 2020 19:02:27 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 14 2020 22:25:48 GMT-0400 (Eastern Daylight Time),Wed Sep 02 2020 08:13:06 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:37:20 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),200.0,1250.0,1082.0,Ware,Hampshire,42.322256,-72.62073,Western MA,,MA,42.258992,-72.239175,,2/12/2024,Cedar Roots LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
