license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date
11547,1087372,CLOUDBERRY CANNABIS,Retail Marijuana Store,Active-Operating,"3307 Spenard Road, Anchorage, AK 99503, UNITED STATES",CLOUDBERRY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-01-09T11:05:18.230216
11614,1051872,AK JOINT,Retail Marijuana Store,Active-Operating,"7801 Schoon St, Unit F, Anchorage, AK 99518, UNITED STATES",AK JOINT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit F,Anchorage,,,2024-01-09T11:05:18.230216
11638,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,"9900 Old Seward Highway, #4, Anchorage, AK 99515, UNITED STATES",Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#4,Anchorage,,,2024-01-09T11:05:18.230216
11731,1062162,SCORPION GRASS,Retail Marijuana Store,Active-Operating,"1551 E Tudor Road, Anchorage, AK 99507, UNITED STATES",SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,,,2024-01-09T11:05:18.230216
11927,1041284,GREEN LIFE SUPPLY LLC,Retail Marijuana Store,Active-Operating,"511 30th ave., Fairbanks, AK 99701, UNITED STATES",GREEN LIFE SUPPLY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
11966,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,"541 W. 4th Ave., Anchorage, AK 99501, UNITED STATES",GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
12023,1078259,GREEN DEGREE,Retail Marijuana Store,Active-Operating,"3361 W Machen Rd, Retail Space, Wasilla, AK 99623, UNITED STATES",GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Retail Space,Wasilla,,,2024-01-09T11:05:18.230216
12316,1050006,"ANCHORAGE BOWL, LLC.",Retail Marijuana Store,Active-Operating,"4000 Spenard Road, Anchorage, AK 99517, UNITED STATES","ANCHORAGE BOWL, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,,,2024-01-09T11:05:18.230216
12325,2115560,GOOD Cannabis,Retail Marijuana Store,Active-Operating,"356 Old Steese Hwy, Fairbanks, AK 99701, UNITED STATES",GOOD Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
12437,1038961,"ALASKA CANNABIS EXCHANGE, LLC",Retail Marijuana Store,Active-Operating,"2906 SPENARD ROAD, ANCHORAGE, AK 99503, UNITED STATES","ALASKA CANNABIS EXCHANGE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99503,,,2024-01-09T11:05:18.230216
12635,1033365,GREEN DEGREE,Retail Marijuana Store,Active-Operating,"13856 N. GLENN HWY, (Northern Portion of the Building), SUTTON, AK 99674, UNITED STATES",GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Northern Portion of the Building),SUTTON,,,2024-01-09T11:05:18.230216
12768,1052541,SECRET GARDEN CANNABIS,Retail Marijuana Store,Active-Operating,"726 E. 15th AVE, Suite 1, Anchorage, AK 99501, UNITED STATES",SECRET GARDEN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,,,2024-01-09T11:05:18.230216
12866,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,"1213 Ocean Drive, Unit 2, Homer, AK 99603, UNITED STATES",UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 2,Homer,,,2024-01-09T11:05:18.230216
12956,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,"665 Rainbow Drive, Fairbanks, AK 99712, UNITED STATES",GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,2024-01-09T11:05:18.230216
13119,1051864,REBEL ROOTS LLC,Retail Marijuana Store,Active-Operating,"2575 Goldstream Road, Fairbanks, AK 99709, UNITED STATES",REBEL ROOTS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
13217,1047535,GLACIER VALLEY SHOP,Retail Marijuana Store,Active-Operating,"8505 Old Dairy Road, Suite 1, Juneau, AK 99801, UNITED STATES",GLACIER VALLEY SHOP,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Juneau,,,2024-01-09T11:05:18.230216
13279,1054744,THE MASON JAR LLC,Retail Marijuana Store,Active-Operating,"2771 sherwood Lane, Unit E, Juneau, AK 99801, UNITED STATES",THE MASON JAR LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit E,Juneau,,,2024-01-09T11:05:18.230216
13382,1054904,EAST RIP,Retail Marijuana Store,Active-Operating,"10767 KENAI SPUR HWY, SUITE D, KENAI, AK 99611, UNITED STATES",EAST RIP,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE D,KENAI,,,2024-01-09T11:05:18.230216
14083,2089241,Alaska Weeds,Retail Marijuana Store,Active-Operating,"6209 Mike St., Suite 2A, Anchorage, AK 99518, UNITED STATES",Alaska Weeds,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2A,Anchorage,,,2024-01-09T11:05:18.230216
14200,2091163,Matanuska Cannabis Company,Retail Marijuana Store,Active-Operating,"3550 S. Old Glenn Highway, Palmer, AK 99645, UNITED STATES",Matanuska Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-01-09T11:05:18.230216
14359,1039577,"TIP TOP, LLC",Retail Marijuana Store,Active-Operating,"233 E. 5th Avenue, Suite 1, Anchorage, AK 99501, UNITED STATES","TIP TOP, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,,,2024-01-09T11:05:18.230216
15016,2083338,Clear Cut Cannabis,Retail Marijuana Store,Active-Operating,"1133 E 68th Ave, Anchorage, AK 99518, UNITED STATES",Clear Cut Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-01-09T11:05:18.230216
15019,1058469,THE TREE HOUSE AK,Retail Marijuana Store,Active-Operating,"341-d Boniface PKWY, Anchorage, AK 99504, UNITED STATES",THE TREE HOUSE AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,,,2024-01-09T11:05:18.230216
15061,1060238,WINTER GREENS LLC,Retail Marijuana Store,Active-Operating,"75 beach road, haines, AK 99827, UNITED STATES",WINTER GREENS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,haines,99827,,,2024-01-09T11:05:18.230216
15246,1060209,THUNDER CLOUD 9,Retail Marijuana Store,Active-Operating,"5310 COMMERCIAL BLVD, 2B, Juneau, AK 99801, UNITED STATES",THUNDER CLOUD 9,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,2B,Juneau,,,2024-01-09T11:05:18.230216
15393,1037289,MAJESTIC GARDENS LLC,Retail Marijuana Store,Active-Operating,"12656 Kenai Spur Hwy, Kenai, AK 99611, UNITED STATES",MAJESTIC GARDENS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,2024-01-09T11:05:18.230216
15788,1062162,SCORPION GRASS,Retail Marijuana Store,Active-Operating,"266 S. McCallister Dr., Suite 1, Wasilla, AK 99654, UNITED STATES",SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Wasilla,,,2024-01-09T11:05:18.230216
15814,1033939,"TANANA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"1200 Well Street, Fairbanks, AK 99701, UNITED STATES","TANANA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
15916,2099269,K Beach Reef,Retail Marijuana Store,Active-Operating,"42106 Kalifornsky Beach Road, (Log cabin on SE portion nearest highway), Soldotna, AK 99669, UNITED STATES",K Beach Reef,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Log cabin on SE portion nearest highway),Soldotna,,,2024-01-09T11:05:18.230216
16184,1063483,THEE TREASURE CHEST LLC.,Retail Marijuana Store,Active-Operating,"1000 Water St., Craig, AK 99921, UNITED STATES",THEE TREASURE CHEST LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Craig,99921,,,2024-01-09T11:05:18.230216
16213,1063457,ALASKAN KUSH COMPANY,Retail Marijuana Store,Active-Operating,"159 S Franklin St, Juneau, AK 99801, UNITED STATES",ALASKAN KUSH COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-01-09T11:05:18.230216
16529,1065154,GOOD BUDS LLC,Retail Marijuana Store,Active-Operating,"11770 Seward highway Suite 2, Seward, AK 99664, UNITED STATES",GOOD BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,,,2024-01-09T11:05:18.230216
16579,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Pending Inspection,"2502 Parks Highway, Fairbanks, AK 99709, UNITED STATES",GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
16610,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,"1901 W. Dimond Blvd., Anchorage, AK 99515, UNITED STATES",GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,,,2024-01-09T11:05:18.230216
16915,1066517,BRISTOL BAY BUD COMPANY,Retail Marijuana Store,Active-Operating,"233 Airport Road, Dillingham, AK 99576, UNITED STATES",BRISTOL BAY BUD COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Dillingham,99576,,,2024-01-09T11:05:18.230216
17068,1067444,OUTPOST,Retail Marijuana Store,Active-Operating,"1044 S. Old Glenn Hwy (Cabin), Palmer, AK 99645, UNITED STATES",OUTPOST,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-01-09T11:05:18.230216
17077,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,"223 Front Street, Suite B., Nome, AK 99762, UNITED STATES",GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B.,Nome,,,2024-01-09T11:05:18.230216
17176,1067892,STATE OF MIND CANNABIS COMPANY,Retail Marijuana Store,Active-Pending Inspection,"33508 LINCOLN AVENUE, #C, Seward, AK 99664, UNITED STATES",STATE OF MIND CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#C,Seward,,,2024-01-09T11:05:18.230216
17204,1064632,MARY'S GARDEN,Retail Marijuana Store,Active-Operating,"50110 Sterling Hwy, Soldotna, AK 99669, UNITED STATES",MARY'S GARDEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-01-09T11:05:18.230216
17250,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,"3546 Airport Way, Fairbanks, AK 99709, UNITED STATES",Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
17480,1069211,"TUNDRA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"520 W. 6th Ave, Suite A, Anchorage, AK 99501, UNITED STATES","TUNDRA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,2024-01-09T11:05:18.230216
17758,1064577,THE TUFTED PUFFIN LLC,Retail Marijuana Store,Active-Operating,"216 4th Ave. Unit 2, Seward, AK 99664, UNITED STATES",THE TUFTED PUFFIN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,,,2024-01-09T11:05:18.230216
17764,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,"585A 3rd Ave., Kotzebue, AK 99752, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99752,,,2024-01-09T11:05:18.230216
17808,1069832,KENAI RIVER CANNABIS,Retail Marijuana Store,Active-Operating,"14429 Kenai Spur Highway, Kenai, AK 99611, UNITED STATES",KENAI RIVER CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,2024-01-09T11:05:18.230216
18117,1070934,MARYJANE'S CANNABIS EMPORIUM,Retail Marijuana Store,Active-Operating,"8857 Jewel Lake Road, Anchorage, AK 99502, UNITED STATES",MARYJANE'S CANNABIS EMPORIUM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99502,,,2024-01-09T11:05:18.230216
18545,1067691,NOME GROWN LLC,Retail Marijuana Store,Active-Operating,"605 W. 2nd. Ave., NOME, AK 99762, UNITED STATES",NOME GROWN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,NOME,99762,,,2024-01-09T11:05:18.230216
18702,1093108,COLD CITY CANNABIS,Retail Marijuana Store,Active-Operating,"1210 E 70th Ave., #1, Anchorage, AK 99518, UNITED STATES",COLD CITY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#1,Anchorage,,,2024-01-09T11:05:18.230216
18735,1032729,"ALASKABUDS, LLC",Retail Marijuana Store,Active-Operating,"660 Third Ave, Suite B, Bethel, AK 99559, UNITED STATES","ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Bethel,,,2024-01-09T11:05:18.230216
18929,1082271,ALASKA CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"43280 Kenai Spur Highway, Unit E, Nikiski, AK 99635, UNITED STATES",ALASKA CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit E,Nikiski,,,2024-01-09T11:05:18.230216
19178,1077356,"HIGHER BY BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"1204 N. Hyer Spur Road, Palmer, AK 99645, UNITED STATES","HIGHER BY BAD GRAMM3R, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-01-09T11:05:18.230216
19277,1078189,THE HERBAL CACHE LLC,Retail Marijuana Store,Active-Operating,"158 Holmgren Place Suite 101, Girdwood, AK 99587, UNITED STATES",THE HERBAL CACHE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Girdwood,99587,,,2024-01-09T11:05:18.230216
19300,1056442,PINE STREET CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"139 Warehouse Drive, Suite B, Soldotna, AK 99669, UNITED STATES",PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Soldotna,,,2024-01-09T11:05:18.230216
19658,1088016,DEJAVU CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"11676 west rezanof drive, Kodiak, AK 99615, UNITED STATES",DEJAVU CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,,,2024-01-09T11:05:18.230216
19834,2115631,Coldsmoke LLC,Retail Marijuana Store,Active-Operating,"840 KALIFORNSKY BEACH RD, SUITE B, SOLDOTNA, AK 99669, UNITED STATES",Coldsmoke LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE B,SOLDOTNA,,,2024-01-09T11:05:18.230216
19898,2098780,AKO FARMS DIRECT,Retail Marijuana Store,Active-Operating,"1210 Beardslee Way, Sitka, AK 99835, UNITED STATES",AKO FARMS DIRECT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sitka,99835,,,2024-01-09T11:05:18.230216
20113,1093390,"HIGH RISE, LLC",Retail Marijuana Store,Active-Operating,"104 Center Ave., Suite 102, Kodiak, AK 99615, UNITED STATES","HIGH RISE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Kodiak,,,2024-01-09T11:05:18.230216
20151,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,"810 E. 6th Avenue, Anchorage, AK 99501, UNITED STATES",Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
20221,2100881,Denali Grass Company,Retail Marijuana Store,Active-Operating,"Milepost 248.5 Parks Highway, Suite A, Healy, AK 99743, UNITED STATES",Denali Grass Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Healy,,,2024-01-09T11:05:18.230216
20366,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,"2600 E. Tudor Rd., Anchorage, AK 99507, UNITED STATES",GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,,,2024-01-09T11:05:18.230216
20439,1109607,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,"230 Tundra Way, Bethel, AK 99559, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,,,2024-01-09T11:05:18.230216
20440,1109613,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,"1510 Chief Eddie Hoffman Hwy, Connex, Bethel, AK 99559, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Connex,Bethel,,,2024-01-09T11:05:18.230216
20561,1108077,BADGER BUDS LLC,Retail Marijuana Store,Active-Operating,"2008 Levado Ave. Unit A, North Pole, AK 99705, UNITED STATES",BADGER BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,,,2024-01-09T11:05:18.230216
20827,1040494,GOOD TITRATIONS,Retail Marijuana Store,Active-Operating,"506 Merhar Ave, Fairbanks, AK 99701, UNITED STATES",GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
20865,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,"360 Boniface Pkwy, A5, Anchorage, AK 99504, UNITED STATES",UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,A5,Anchorage,,,2024-01-09T11:05:18.230216
20983,2083324,King Street Cannabis Co,Retail Marijuana Store,Active-Operating,"8430 Laviento Drive, Suite A, Anchorage, AK 99515, UNITED STATES",King Street Cannabis Co,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,2024-01-09T11:05:18.230216
21069,2083424,Wildflower,Retail Marijuana Store,Active-Operating,"158 Alimaq Dr, Kodiak, AK 99615, UNITED STATES",Wildflower,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,,,2024-01-09T11:05:18.230216
21084,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,"TNST BRW USS 4615 BLK 34 LOT 8, Utqiagvik, AK 99723, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Utqiagvik,99723,,,2024-01-09T11:05:18.230216
21170,2084402,Green Zone,Retail Marijuana Store,Active-Operating,"543 Bison St, Kotzebue, AK 99762, UNITED STATES",Green Zone,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99762,,,2024-01-09T11:05:18.230216
21227,2084675,Kusko Kush,Retail Marijuana Store,Active-Operating,"781 3rd Avenue, Bethel, AK 99559, UNITED STATES",Kusko Kush,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,,,2024-01-09T11:05:18.230216
21417,2111543,Cosmic Cannabis Company,Retail Marijuana Store,Active-Operating,"261 East Bunnell Ave, Homer, AK 99603, UNITED STATES",Cosmic Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,,,2024-01-09T11:05:18.230216
21619,2092852,Laughing salmon,Retail Marijuana Store,Active-Operating,"173 N Rosie Circle #1, Wasilla, AK 99654, UNITED STATES",Laughing salmon,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216
21724,2087306,The Red Light District,Retail Marijuana Store,Active-Operating,"407 E Northern Lights Blvd, 1A, Anchorage, AK 99503, UNITED STATES",The Red Light District,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,1A,Anchorage,,,2024-01-09T11:05:18.230216
22091,2088944,Green Raven LLC,Retail Marijuana Store,Active-Operating,"5320 W Parks Hwy, Wasilla, AK 99623, UNITED STATES",Green Raven LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-01-09T11:05:18.230216
22150,2088101,Top Shelf Herbs Of Alaska LLC,Retail Marijuana Store,Active-Operating,"901 Photo Ave Suite A, Anchorage, AK 99503, UNITED STATES",Top Shelf Herbs Of Alaska LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-01-09T11:05:18.230216
22294,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,"14477 Sterling Highway, Ninilchik, AK 99639, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ninilchik,99639,,,2024-01-09T11:05:18.230216
22297,1031682,FOXY ENTERPRISES,Retail Marijuana Store,Active-Operating,"2158 Old Steese Hwy North, Fairbanks, AK 99712, UNITED STATES",FOXY ENTERPRISES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,2024-01-09T11:05:18.230216
22327,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,"2321 E Palmer Wasilla Hwy, Wasilla, AK 99654, UNITED STATES",Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216
22713,2168592,Red Run Cannabis Company,Retail Marijuana Store,Active-Operating,"910 W. International Airport Road, Suite B, Anchorage, AK 99518, UNITED STATES",Red Run Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,,,2024-01-09T11:05:18.230216
22716,2091408,CANNABLISS,Retail Marijuana Store,Active-Operating,"2001 E. 5TH AVENUE, Anchorage, AK 99501, UNITED STATES",CANNABLISS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
22809,2091749,Airport Way Best Bud,Retail Marijuana Store,Active-Operating,"3598 Airport Way, Fairbanks, AK 99709, UNITED STATES",Airport Way Best Bud,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
23122,2119742,MSB Flight,Retail Marijuana Store,Active-Operating,"5675 E Blue Lupine Dr, Wasilla, AK 99654, UNITED STATES",MSB Flight,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216
23455,2093844,Hatcher's Grass,Retail Marijuana Store,Active-Operating,"9300 N. Palmer Fishhook Rd, Building #2, Palmer, AK 99645, UNITED STATES",Hatcher's Grass,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,,,2024-01-09T11:05:18.230216
23468,2175652,Green Market,Retail Marijuana Store,Active-Operating,"301 E Dimond Blvd, Suite 1A, Anchorage, AK 99515, UNITED STATES",Green Market,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1A,Anchorage,,,2024-01-09T11:05:18.230216
23627,2094627,Happy Walrus Enterprises,Retail Marijuana Store,Delegated,"310 Agviq Street, Point Hope, AK 99766, UNITED STATES",Happy Walrus Enterprises,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Point Hope,99766,,,2024-01-09T11:05:18.230216
23652,2094860,SupHerb,Retail Marijuana Store,Active-Operating,"2121 N. POST ROAD, ANCHORAGE, AK 99501, UNITED STATES",SupHerb,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99501,,,2024-01-09T11:05:18.230216
23694,2094945,Greenstar Flower Outlet,Retail Marijuana Store,Active-Operating,"40593 Kalifornsky Beach Rd, Suite B, Kenai, AK 99611, UNITED STATES",Greenstar Flower Outlet,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Kenai,,,2024-01-09T11:05:18.230216
23777,1065302,ARCTIC HERBERY,Retail Marijuana Store,Active-Operating,"16021 Sterling Highway, Building #2, Cooper Landing, AK 99572, UNITED STATES",ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Cooper Landing,,,2024-01-09T11:05:18.230216
