license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License #,Address,Residual Solvents,Microbials,Mycotoxins,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402R-00501,THE GREEN SOLUTION LLC,None,810 North College Avenue,Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402R-00501,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 493-0024,,,378 Walnut St,Larimer County,40.5876141,-105.0744671,https://www.emporiumftcollins.com/
402R-00798,KINFOLK FARMS LLC,Kinfolk Farms,83 Davidson Creek Road,Durango,81301,2023-04-02,Stores,Adult-Use,,,,,,,402R-00798,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 759-8683,,,83A Davidson Creek Rd,La Plata County,37.2302729,-107.8279362,http://www.kinfolk-farms.com/
402R-00035,IDAHO SPRINGS LLC,BONFIRE CANNABIS,15 Colorado Boulevard,Idaho Springs,80452,2023-04-02,Stores,Adult-Use,,,,,,,402R-00035,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 328-8460,,,15 Colorado Blvd,Clear Creek County,39.7443489,-105.5327602,http://www.bonfirecannabis.com/
402R-00828,NUVUE PHARMA LLC,None,1003 West Tomichi Avenue,Gunnison,81230,2023-04-02,Stores,Adult-Use,,,,,,,402R-00828,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,58089 Dandy Rd,Montrose County,38.6120175,-108.003603,
402R-00923,SOUTHERN COLORADO REAL ESTATE DEVELOPERS OF BOULDER LLC,The Cannabis Depot Boulder LLC,3390 28th Street,Boulder,80301,2023-04-02,Stores,Adult-Use,,,,,,,402R-00923,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 440-1323,,,2801 Iris Ave,Boulder County,40.0366538,-105.2570325,http://thefarmco.com/
402R-00189,DP RETAIL 108 LLC,GREEN DRAGON,1420 Devereux Road,Glenwood Springs,81601,2023-04-02,Stores,Adult-Use,,,,,,,402R-00189,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 366-4600,,,2922 S Glen Ave,Garfield County,39.52181999999999,-107.320861,https://greendragon.com/locations/glenwood-springs-glen-ave/
402R-00794,SILVERPEAK CORP,The Dab by Silverpeak - Louisville Dillon Road,972 West Dillon Road  Unit B,Louisville,80027,2023-04-02,Stores,Adult-Use,,,,,,,402R-00794,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 353-9033,,,972 W Dillon Rd Suite B,Boulder County,39.9603906,-105.1638168,http://thedab303.com/
402R-00841,MESA ORGANICS IV LTD,Star Buds,420 Bent Avenue,Las Animas,81054,2023-04-02,Stores,Adult-Use,,,,,,,402R-00841,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 456-9620,,,420 Bent Ave,Bent County,38.0686348,-103.2195763,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-las-animas?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=las%20animas
402R-00240,DOPE APOTHEOSIS INC,Police and Thieves,6302 East Colfax Avenue,Denver,80220,2023-04-02,Stores,Adult-Use,,,,,,,402R-00240,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 328-0758,,,6302 E Colfax Ave,Denver County,39.739761,-104.91484,http://www.policeandthieves.com/
402R-00974,CARRETERA OCHO CINCO LLC,HIGHWAY 85 CANNABIS,7853 US Highway 85,Fort Lupton,80621,2023-04-02,Stores,Adult-Use,,,,,,,402R-00974,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00063,DENCO LLC,None,922 East Kimble Drive,Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402R-00063,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(833) 797-7767,,,448 S McCulloch Blvd Ste 48,Pueblo County,38.3178709,-104.7487766,https://pueblowestsecurity.com/
402R-00664,3B-FEDERAL1 LLC,BUDDY BOY,155 North Federal Boulevard,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402R-00664,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 787-4909,,,2949 W Alameda Ave,Denver County,39.711498,-105.0244858,https://frostdenverdispensary.com/
402R-00241,PG RETAIL I LLC,Natures Medicine,7595 West Highway 50,Salida,81201,2023-04-02,Stores,Adult-Use,,,,,,,402R-00241,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 207-4212,,,7595 US-50 Unit B,Chaffee County,38.52436460000001,-106.0174614,http://www.naturesmedicinesalida.com/
402R-00095,TZ FINANCIAL LLC,HIGH COUNTRY HEALING,"191 Blue River Parkway, Suite 202",Silverthorne,80498,2023-04-02,Stores,Adult-Use,,,,,,,402R-00095,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 468-7858,,,191 Blue River Pkwy #202,Summit County,39.62855269999999,-106.0709526,https://highcountryhealing.com/?utm_source=GMB&utm_medium=Organic
402R-00013,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,None,1301 North Marion Street,Denver,80218,2023-04-02,Stores,Adult-Use,,,,,,,402R-00013,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00889,SUMMIT WELLNESS,DENREC DENVER RECREATIONAL DISPENSARY,4071 Ute Highway,Lyons,80503,2023-04-02,Stores,Adult-Use,,,,,,,402R-00889,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 830-4918,,,4071 Ute Hwy,Boulder County,40.21808490000001,-105.2591836,http://www.denrec.com/
402R-00601,BK HOLDINGS LLC,The Herbal Center,1909 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00601,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 549-4372,,,1909 S Broadway,Denver County,39.681847,-104.98788,https://theherbalcenter.store/
402R-00112,GREEN KIWI 2 LLC,LivWell,706 East 17th Avenue Suite 102,Denver,80203,2023-04-02,Stores,Adult-Use,,,,,,,402R-00112,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 952-9150,,,706 E 17th Ave Suite 102,Denver County,39.7431387,-104.9785067,https://livwell.com/locations/colorado/uptown-denver
402R-00461,IGADI LTD,Igadi,92 East 1st Street Unit A,Nederland,80466,2023-04-02,Stores,Adult-Use,,,,,,,402R-00461,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 822-2251,,,92 E 1st St,Boulder County,39.9616944,-105.5088018,https://igadiltd.com/nederland?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=nederland
402R-00039,C4 CO LLC,Doctor's Orders,1406 West 38th Avenue,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402R-00039,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 433-0276,,,1406 W 38th Ave,Denver County,39.7691536,-105.0033181,http://www.doctorsordersdenver.com/
402R-00304,JS INVESTMENTS AURORA LLC,JARS Cannabis,6260 South Gun Club Road,Aurora,80016,2023-04-02,Stores,Adult-Use,,,,,,,402R-00304,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 766-8677,,,6260 S Gun Club Rd,Arapahoe County,39.6025449,-104.7156651,https://eufloracolorado.com/locations/s-gun-club-rd/
402R-00755,ROCKY FARMS LLC,ROCKY FARMS,1709 Swink Avenue,Rocky Ford,81067,2023-04-02,Stores,Adult-Use,,,,,,,402R-00755,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 254-3820,,,1709 Swink Ave,Otero County,38.0500211,-103.7085957,
402R-00985,GREAT DIVIDE LETTUCE COLONY INC,None,78902 US Highway 40,Winter Park,80482,2023-04-02,Stores,Adult-Use,,,,,,,402R-00985,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 726-1564,,,85 Parsenn Rd,Grand County,39.8864232,-105.7629096,https://www.winterparkresort.com/things-to-do/activities/alpine-slide
402R-00569,MAGNOLIA ROAD INC,MAGNOLIA ROAD CANNABIS COMPANY,413 North Commercial Street,Trinidad,81082,2023-04-02,Stores,Adult-Use,,,,,,,402R-00569,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 287-1362,,,413 N Commercial St,Las Animas County,37.1713896,-104.5071271,https://magnoliaroadcc.com/dispensary-locations/trinidad-rec/
402R-00015,THE GREEN SOLUTION LLC,None,4400 Grape Street,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00015,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00187,LIGHTSHADE LABS LLC,LIGHTSHADE,445 North Federal Boulevard,Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402R-00187,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 899-3125,,,445 Federal Blvd,Denver County,39.7237231,-105.0254694,https://lightshade.com/dispensaries/barnum-denver/?utm_medium=organic&utm_source=gbp&utm_campaign=website
402R-00011,MILE HIGH THERAPEUTIC NETWORK LLC,ALTITUDE WEST,1568 South Federal Boulevard,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402R-00011,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 708-5428,,,1568 S Federal Blvd,Denver County,39.68836580000001,-105.0246278,http://altitudedispensary.com/
402R-00465,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,4571 North Ivy Street,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00465,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 951-1480,,,4571 Ivy St,Denver County,39.7796225,-104.9203817,https://puremmj.com/
402R-00016,THE GREEN SOLUTION LLC,None,2601 West Alameda Avenue,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402R-00016,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00683,DURANGO ORGANICS LLP,None,37 County Road 232,Durango,81303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00683,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 259-9167,,,13577 Co Rd 213,La Plata County,37.2193691,-107.8603768,http://www.4x4andmoredurango.com/
402R-00409,PG RETAIL I LLC,Natures Medicine South Denver,9206 East Hampden Avenue,Denver,80231,2023-04-02,Stores,Adult-Use,,,,,,,402R-00409,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 262-3265,,,9206 E Hampden Ave,Denver County,39.6521247,-104.8806532,https://naturesmedicinecolorado.com/
402R-00992,SR COLORADO LLC,Shift Cannabis,9690 Dallas Street Unit I & J,Henderson,80640,2023-04-02,Stores,Adult-Use,,,,,,,402R-00992,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(954) 376-0044,,,9690 Dallas St UNIT J,Adams County,39.8733272,-104.8750706,https://www.shiftcannabis.com/
402R-00073,LIGHTSHADE LABS LLC,LIGHTSHADE,3950 North Holly Street,Denver,80207,2023-04-02,Stores,Adult-Use,,,,,,,402R-00073,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 468-6100,,,3950 Holly St,Denver County,39.7722164,-104.9220219,https://lightshade.com/
402R-00010,CORRIDOR 70 LLC,EVERBLOOM,4095 North Jackson Street,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00010,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 226-9295,,,5110 Race St,Denver County,39.7882579,-104.9631071,http://theeverbloom.wm.store/
402R-00218,GAS AND GRASS LLC,Lemonade,"4500 North Washington Street, Unit B",Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00218,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 420-9455,,,4500 Washington St Unit B,Denver County,39.7787793,-104.9787256,https://www.lemonnadedenver.com/
402R-00170,PBVILLE LLC,Floyd's Fine Cannabis,1101 Poplar Street,Leadville,80461,2023-04-02,Stores,Adult-Use,,,,,,,402R-00170,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 293-2221,,,1101 Poplar St,Lake County,39.2533308,-106.291429,
402R-00588,BIG RIVER BEND LLC,Unity RD. Cannabis Shop,"1537 Pearl Street, Suite B",Boulder,80302,2023-04-02,Stores,Adult-Use,,,,,,,402R-00588,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-0645,,,1537 Pearl St Unit B,Boulder County,40.0190433,-105.2751846,https://www.unityrd.com/locations/co/boulder/1537pearlst
402R-00404,DURANGO ALTERNATIVE LLC,ROCKY MOUNTAIN HIGH,120 East 36th Street,Durango,81301,2023-04-02,Stores,Adult-Use,,,,,,,402R-00404,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 259-4093,,,120 E 36th St,La Plata County,37.3047496,-107.8669888,https://rockymountainhigh.co/locations/durango/menu
402R-00410,SBUD LLC,STAR BUDS,4305 Thatcher Avenue,Pueblo,81005,2023-04-02,Stores,Adult-Use,,,,,,,402R-00410,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 696-8279,,,4305 Thatcher Ave,Pueblo County,38.25857619999999,-104.6661711,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-pueblo?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=pueblo
402R-00419,MILE HIGH DISPENSARY LLC,MILE HIGH DISPENSARY,1350 South Sheridan Boulevard Unit 1 & 2,Denver,80232,2023-04-02,Stores,Adult-Use,,,,,,,402R-00419,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 934-6337,,,1350 S Sheridan Blvd,Jefferson County,39.692239,-105.0528297,https://www.mhdbuds.com/
402R-00737,THE GREEN SOLUTION LLC,CLEARANCE CANNABIS CO,3926 South Federal Boulevard,Sheridan,80110,2023-04-02,Stores,Adult-Use,,,,,,,402R-00737,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 745-5440,,,3926 S Federal Blvd,Arapahoe County,39.645167,-105.0249644,
402R-00499,GUNNISON INVESTMENTS LLC,Soma,"500 West Highway 50, Unit 101",Gunnison,81230,2023-04-02,Stores,Adult-Use,,,,,,,402R-00499,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 642-4120,,,500 W U.S. Hwy. 50 #101,Gunnison County,38.5391187,-106.9405321,https://thedispensary.com/
402R-00622,SACRED VALLEY FARMACY LLC,PRIMO,34132 Highway 285,Villa Grove,81155,2023-04-02,Stores,Adult-Use,,,,,,,402R-00622,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 937-7813,,,34132 US Hwy 285 #9500,Saguache County,38.2492972,-105.9492639,
402R-00917,BUILDING BETTER DAYS LLC,Reefer Madness,1995 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00917,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 322-3404,,,4401 E 46th Ave suite B,Denver County,39.78160919999999,-104.9364562,
402R-00460,YUMA WAY LLC,Cherry Peak,4601 East Mississippi Avenue,Glendale,80246,2023-04-02,Stores,Adult-Use,,,,,,,402R-00460,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 386-3185,,,4601 E Mississippi Ave,Denver County,39.697177,-104.9338559,https://yumaway.com/locations/cherrypeak
402R-00942,YUMA WAY LLC,Stadium Gardens,5441 Quebec Street,Commerce City,80022,2023-04-02,Stores,Adult-Use,,,,,,,402R-00942,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 465-5449,,,5441 Quebec St,Adams County,39.79530630000001,-104.9039135,https://yumaway.com/locations/yumaquebec
402R-00916,LEVELS IV INC,"Levels IV, Inc.",389 Wadsworth Boulevard,Lakewood,80226,2023-04-02,Stores,Adult-Use,,,,,,,402R-00916,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 954-9488,,,389 Wadsworth Blvd,Jefferson County,39.72160859999999,-105.082,http://www.levelsthc.com/
402R-00954,CHAMBERS RS LLC,SOCIAL CANNABIS,4405 Chambers Road Unit 101,Denver,80239,2023-04-02,Stores,Adult-Use,,,,,,,402R-00954,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 993-2072,,,4405 Chambers Rd,Denver County,39.774698,-104.8106704,https://www.thesocialcannabis.com/
402R-00757,SISTEM SHERIDAN LLC,Silver Stem Fine Cannabis,2800 West Hampden Avenue,Sheridan,80110,2023-04-02,Stores,Adult-Use,,,,,,,402R-00757,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 955-4883,,,2800 W Hampden Ave,Arapahoe County,39.65284200000001,-105.022378,https://silverstemcannabis.com/dispensaries/Sheridan
402R-00026,DKC LLC,Denver Kush Club,2615 Welton Street,Denver,80205,2023-04-02,Stores,Adult-Use,,,,,,,402R-00026,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 736-6550,,,2615 Welton St,Denver County,39.75417900000001,-104.9790876,https://www.denverkushclub.com/
402R-00255,DP RETAIL 100 LLC,Green Dragon,"804 South College Avenue, Suite C",Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402R-00255,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 225-5420,,,813 Smithfield Dr,Larimer County,40.57798719999999,-105.0036022,https://greendragon.com/locations/fort-collins-smithfield-drive/
402R-00838,IGADI LTD,IgadI,"843 West Agate Avenue, Unit A",Granby,80446,2023-04-02,Stores,Adult-Use,,,,,,,402R-00838,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 557-3758,,,843 W Agate Ave Unit A,Grand County,40.088488,-105.9534684,https://igadiltd.com/granby?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=granby
402R-00803,HARVESTS LLC,HARVEST,875 Crane Ridge Drive,Pueblo,81008,2023-04-02,Stores,Adult-Use,,,,,,,402R-00803,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 544-0363,,,875 Crane Ridge Dr,Pueblo County,38.3109668,-104.6207966,https://harvestdispensary.business.site/
402R-00864,PEAK NORTH HOLDINGS GROUP LLC,PEAK DISPENSARY,140 Railroad Avenue,Sedgwick,80749,2023-04-02,Stores,Adult-Use,,,,,,,402R-00864,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 571-1327,,,140 Railroad Avenue,Sedgwick County,40.9340078,-102.523317,https://www.facebook.com/pages/category/Medical-Cannabis-Dispensary/Peak-North-Dispensary-105243047896826/
402R-00587,11761013 COLORADO HOLDINGS LLC,A Cut Above,1911 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00587,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 536-8965,,,1911 S Broadway,Denver County,39.6818646,-104.9880961,https://acutabovedenver.wm.store/?locationId=6736&page=1
402R-00531,PJ INVESTMENT GROUP LLC,Wise Cannabis Co,21950 Highway 285,Fairplay,80440,2023-04-02,Stores,Adult-Use,,,,,,,402R-00531,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 838-2172,,,21950 US Hwy 285,Park County,39.21548739999999,-105.9936855,http://wisecanna.com/
402R-00155,MOUNTAIN ANNIES LLC,None,"157 US Highway 550, Suite B",Ridgway,81432,2023-04-02,Stores,Adult-Use,,,,,,,402R-00155,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 615-7300,,,160 S Amelia St,Ouray County,38.1510369,-107.7635516,http://cowildfire.org/
402R-00007,L3ASTOCKCOMPLEX LLC,JARS Cannabis,4305 North Brighton Boulevard,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00007,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 534-6255,,,403 16th St Mall,Denver County,39.74347410000001,-104.9895883,https://eufloracolorado.com/locations/16th-st-mall/
402R-00400,PIONEER INTERESTS COLFAX LLC,Lova Colfax,3121 East Colfax Avenue,Denver,80206,2023-04-02,Stores,Adult-Use,,,,,,,402R-00400,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 479-8127,,,3121 E Colfax Ave,Denver County,39.7403487,-104.9506128,http://www.lovaco.com/
402R-00484,RJJ SANTA FE LLC,Native Roots Santa Fe,"2645 South Santa Fe Drive, Units D & E",Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402R-00484,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 428-8050,,,2645 S Santa Fe Dr ste d & e,Denver County,39.6680301,-104.9965057,https://nativerootscannabis.com/locations/santa-fe-south-denver-marijuana-dispensary
402R-00674,GWS PLAZA GREEN JOINT LLC,The Green Joint,716 Grand Avenue,Glenwood Springs,81601,2023-04-02,Stores,Adult-Use,,,,,,,402R-00674,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 384-1234,,,1030 Grand Ave,Garfield County,39.5429465,-107.3245463,https://thegreenjoint.com/locations/glenwood-springs/?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=glenwood
402R-00270,ROCKY MOUNTAIN BLISS INC,ROCKY MOUNTAIN CANNABIS,"153 US Highway 550, Unit 102 & 204",Ridgway,81432,2023-04-02,Stores,Adult-Use,,,,,,,402R-00270,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 633-2768,,,153 US-550 #102,Ouray County,38.1522762,-107.7496725,http://www.rockymountaincannabis.com/
402R-00934,VALLEY HIGH LLC,None,512 2nd Street,Paonia,81428,2023-04-02,Stores,Adult-Use,,,,,,,402R-00934,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(360) 301-1114,,,328 Onarga Ave,Delta County,38.86973950000001,-107.5967214,https://www.crvfood.com/contact
402R-00074,BRECKENRIDGE INVESTMENTS LLC,ALPENGLOW,"1805 Airport Road, Units B1B & B1C",Breckenridge,80424,2023-04-02,Stores,Adult-Use,,,,,,,402R-00074,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 389-6839,,,1805 Airport Rd,Summit County,39.5080597,-106.0522189,http://thedispensary.com/
402R-00770,WILD WEED LLC,Wild Wild Weed,450 East 1st Street,Ordway,81063,2023-04-02,Stores,Adult-Use,,,,,,,402R-00770,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 417-1041,,,450 E 1st St,Crowley County,38.2147293,-103.7502059,
402R-00911,THE SACRED BLEND LLC,The Sacred Blend,59722 County Road T,Moffat,81143,2023-04-02,Stores,Adult-Use,,,,,,,402R-00911,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 256-0008,,,59722 Co Rd T,Saguache County,37.9922694,-105.911338,
402R-00181,BRECKENRIDGE ORGANIC THERAPY LLC,None,"1900 Airport Road, Unit A-1",Breckenridge,80424,2023-04-02,Stores,Adult-Use,,,,,,,402R-00181,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 453-8754,,,620 Village Rd #2,Summit County,39.4738023,-106.0510253,http://www.beaverrun.com/dining/base-9-bar
402R-00405,VAIL BUD BREWERY LLC,HIGH COUNTRY HEALING 8,"40801 US Highway 6, Suite 5",Avon,81620,2023-04-02,Stores,Adult-Use,,,,,,,402R-00405,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 470-4794,,,40801 US-6 suite #5,Eagle County,39.6227135,-106.4792391,https://highcountryvail.com/?utm_medium=organic&utm_source=gbp
402R-00883,KIND GUNNISON LLC,THE KIND CASTLE MARIJUANA SUPERSTORE,151 West US Highway 50,Gunnison,81230,2023-04-02,Stores,Adult-Use,,,,,,,402R-00883,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00004,JGB VENTURES LLC,DANK,"3835 North Elm Street, Unit C",Denver,80207,2023-04-02,Stores,Adult-Use,,,,,,,402R-00004,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 394-3265,,,3835 Elm St,Denver County,39.7698685,-104.9296242,https://www.dank-colorado.com/
402R-00876,TUMBLEWEED CRAIG LLC,None,316 West Victory Way,Craig,81625,2023-04-02,Stores,Adult-Use,,,,,,,402R-00876,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00502,ACES PLACE LLC,None,"1101 Academy Court, Unit 4",Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402R-00502,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 493-0024,,,378 Walnut St,Larimer County,40.5876141,-105.0744671,https://www.emporiumftcollins.com/
402R-00455,MOUNTAIN ANNIES LLC,None,1330 Greene Street,Silverton,81433,2023-04-02,Stores,Adult-Use,,,,,,,402R-00455,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 387-5161,,,1315 Snowden St,San Juan County,37.8137716,-107.6654612,https://www.mountainstudies.org/
402R-00003,CORRIDOR 70 LLC,EVERBLOOM,5110 North Race Street,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00003,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 226-9295,,,5110 Race St,Denver County,39.7882579,-104.9631071,http://theeverbloom.wm.store/
402R-00822,COLORADO DISTRIBUTING LLC,The Dispo,893 East Enterprise Drive,Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402R-00822,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 873-8286,,,893 E Enterprise Dr,Pueblo County,38.3258283,-104.7052075,https://the-dispo.business.site/
402R-00791,HIGH DEMAND LLC,Terps,38 North Silicon Drive,Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402R-00791,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 547-1850,,,38 Silicon Dr,Pueblo County,38.32980750000001,-104.7160446,http://terps-dispensary-pueblo.wm.store/
402R-00580,MONTEM PHARMLABS LIMITED,Northern Standard,513 North Main Street,Alma,80420,2023-04-02,Stores,Adult-Use,,,,,,,402R-00580,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 836-0420,,,513 N Main St,Park County,39.2887265,-106.0665074,http://northernstandard.com/
402R-00969,DNS ENTERPRISES LLC,SKUNKED,2683 East 120th Avenue Unit B1,Thornton,80233,2023-04-02,Stores,Adult-Use,,,,,,,402R-00969,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 901-4420,,,2683 E 120th Ave # B1,Adams County,39.9149778,-104.9541616,http://www.skunkedmj.com/
402R-00671,RJL ASSET MANAGEMENT LLC,THE SPOT 420,3504 North Elizabeth Street,Pueblo,81008,2023-04-02,Stores,Adult-Use,,,,,,,402R-00671,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 544-7768,,,3504 N Elizabeth St,Pueblo County,38.306445,-104.6150162,https://dutchie.com/dispensary/the-spot-420-pueblo-central
402R-00672,LIVWELL V LLC,LivWell,1239 Southgate Place,Pueblo,81004,2023-04-02,Stores,Adult-Use,,,,,,,402R-00672,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 696-8709,,,1239 Southgate Pl,Pueblo County,38.2175846,-104.6248416,https://livwell.com/locations/colorado/pueblo-south
