application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR282687,Kalyx LLC,Belchertown,MA,01007,42.287789,-72.407494,125 North Main Street,,Belchertown,MA,01007,POINT (-72.62073 42.322256),POINT (-72.407494 42.2877889),281 State St,,Springfield,MA,01103,83-4516431,MRN282687,8/15/2019 11:07:12 AM,11/24/2021 04:16:13 PM,2/6/2020 12:00:00 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/6/2019 03:56:28 PM,12/3/2021 11:22:57 AM,4/7/2022 12:47:35 PM,,,,7/10/2023,125 N Main St,N/A,Hampshire County,,0.0,01007,Belchertown,Hampshire,42.322256,-72.62073,Western MA,6,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,,DELETED,MR281383,Elev8 Cannabis Inc.,Orange,,01364,,,243 Main Street,,Athol,MA,01331,POINT (-72.573941 42.587072),,243 Main Street,,Athol,MA,01331,83-3358397,MRN281383,3/6/2019 10:05:25 AM,11/20/2019 04:04:22 PM,10/10/2019 12:00:00 AM,,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,5/3/2018 10:34:07 PM,11/27/2019 12:00:00 AM,1/16/2020 03:31:42 PM,,,,,,,,,0.0,01364,Orange,Franklin,42.587072,-72.573941,Western MA,152,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284489,Green Adventure LLC,Ware,MA,01082,42.260029,-72.243386,14 West Street,,Ware,MA,01082,POINT (-72.62073 42.322256),POINT (-72.243386 42.2600290),14 West Street,,Ware,MA,01082,87-2823276,MRN284489,12/9/2021 01:45:42 PM,7/20/2022 01:40:01 PM,12/21/2021 09:41:54 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,11/10/2021 08:23:36 AM,8/8/2022 10:23:30 AM,10/13/2022 04:12:44 PM,12/15/2022 03:00:00 AM,12/15/2023 03:00:00 AM,,7/10/2023,14 West St,N/A,Hampshire County,,10000.0,01082,Ware,Hampshire,42.322256,-72.62073,Western MA,56,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/4/2020,COMPLETE,MR282160,"The Botanist, Inc.",Worcester,MA,01606,42.323946,-71.798843,200 Portland Street,5th Floor,Boston,MA,02114,POINT (-71.840209 42.329642),POINT (-71.798843 42.3239459),200 Portland Street,5th Floor,Boston,MA,02114,47-3905518,MRN282160,1/7/2019 02:55:22 PM,2/25/2019 02:54:26 PM,1/23/2019 12:00:00 AM,,True,,,,,,,APPROVED,RP201860,RP201860,Not a DBE,,,,,,,,,,,,,,10/8/2020 04:00:00 AM,12/10/2018 10:39:07 AM,5/15/2019 12:00:00 AM,7/9/2020 03:52:57 PM,7/14/2022 04:00:00 AM,7/22/2023 04:00:00 AM,,7/10/2023,65 Pullman St,N/A,Worcester County,,10000.0,01606,Worcester,Worcester,42.329642,-71.840209,Central MA,249,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/10/2023,COMPLETE,MR281594,Krypies LLC,Pittsfield,MA,01201,42.454056,-73.215485,1450 East Street,Suite 2,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.215485 42.4540560),1450 East Street,Suite 1,Pittsfield,MA,01201,82-5329617,MRN281594,8/21/2018 01:54:06 PM,6/12/2019 03:34:32 PM,10/2/2018 12:00:00 AM,7/18/2019 11:02:19 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/10/2022 03:00:00 AM,6/13/2018 04:30:08 PM,4/10/2019 12:00:00 AM,7/18/2019 09:28:57 AM,10/13/2022 04:00:00 AM,10/14/2023 04:00:00 AM,,7/10/2023,1450 East St,N/A,Berkshire County,,5000.0,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,95,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283012,"The Holistic Concepts, Inc",Brockton,MA,02301,42.047321,-71.01085,1915 Main St.,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.010850 42.0473209),95 West Elm St.,,Brockton,MA,02301,84-2294903,MRN283012,12/5/2019 06:05:45 PM,6/23/2020 04:44:12 PM,3/10/2020 12:00:00 AM,,False,yes,SE304911,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/26/2019 10:23:02 PM,6/26/2020 02:12:40 PM,8/6/2020 02:23:32 PM,7/14/2022 04:00:00 AM,7/17/2023 04:00:00 AM,,7/10/2023,1915 Main St,N/A,Plymouth County,,5000.0,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,506,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,,SURRENDERED,MR283625,"C3 Berlin, LLC",Berlin,,01503,,,64 Banner Road,,Berlin,MA,01503,POINT (-71.840209 42.329642),,2082 S. State Street,,Ann Arbor,MI,48104,85-2246413,MRN283625,9/18/2020 02:22:52 PM,1/24/2021 01:04:59 PM,9/21/2020 04:52:01 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,6/26/2020 08:26:03 PM,1/28/2021 11:03:52 AM,4/16/2021 01:50:29 PM,9/15/2021 04:00:00 AM,9/15/2022 04:00:00 AM,,,,,,,0.0,01503,Berlin,Worcester,42.329642,-71.840209,Central MA,191,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,9/30/2021,COMPLETE,MR283723,Local Roots NE Inc.,Marlborough,MA,01752,42.351105,-71.492745,"910 Boston Post Rd., Ste #100",,Marlboro,MA,01752,POINT (-71.275566 42.459085),POINT (-71.492744 42.3511049),"910 Boston Post Rd., Ste.#310",,Marlboro,MA,01752,83-4588901,MRN283723,9/16/2020 02:08:02 PM,9/22/2020 07:09:52 PM,9/18/2020 11:02:20 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,9/17/2021 04:00:00 AM,8/5/2020 05:00:54 PM,9/24/2020 08:55:15 AM,1/14/2021 03:37:00 PM,3/9/2023 03:00:00 AM,4/7/2024 04:00:00 AM,,7/10/2023,910 Boston Post Rd E,N/A,Middlesex County,,10000.0,01752,Marlborough,Middlesex,42.459085,-71.275566,Central MA,281,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/20/2021,COMPLETE,MR281308,JOLO CAN LLC,Chelsea,MA,02150,42.389951,-71.023653,80 Eastern Avenue,,Chelsea,MA,02150,POINT (-71.073493 42.334948),POINT (-71.023652 42.3899510),80 Eastern Avenue,,Chelsea,MA,02150,82-5438932,MRN281308,9/13/2018 03:03:39 PM,11/15/2019 11:01:15 AM,12/17/2018 12:00:00 AM,1/9/2020 01:58:34 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,7/15/2021 04:00:00 AM,4/24/2018 10:16:31 AM,8/28/2019 12:00:00 AM,1/9/2020 11:27:45 AM,1/12/2023 03:00:00 AM,1/21/2024 03:00:00 AM,,7/10/2023,80 Eastern Ave,N/A,Suffolk County,,10000.0,02150,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,459,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284262,EC Developments,Greenfield,MA,01301,42.650917,-72.561356,1385 Bernardston Road,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.561356 42.650917),1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,87-0898962,MRN284262,7/25/2021 11:19:58 PM,10/28/2021 03:06:59 PM,8/5/2021 01:50:18 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/28/2021 06:11:55 AM,10/29/2021 02:13:08 PM,1/20/2022 03:32:02 PM,4/22/2022 04:00:00 AM,4/22/2023 04:00:00 AM,,7/10/2023,1385 Bernardston Rd,N/A,Franklin County,,10000.0,01301,Greenfield,Franklin,42.587072,-72.573941,Western MA,132,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284871,CATDOGG LLC,Mashpee,MA,02649,41.604257,-70.495468,800 Falmouth Road,,Mashpee,MA,02649,POINT (-70.301811 41.698999),POINT (-70.495468 41.6042569),565 Whistleberry Drive,,Marstons Mills,MA,02648,92-1109731,MRN284871,2/6/2023 11:22:48 AM,3/9/2023 03:36:16 PM,2/7/2023 09:16:39 AM,6/1/2023 03:28:07 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,2/3/2023 03:59:20 PM,3/17/2023 08:56:30 AM,5/11/2023 02:04:03 PM,6/1/2023 04:00:00 AM,6/1/2024 04:00:00 AM,,7/10/2023,800 Falmouth Rd,N/A,Barnstable County,,10000.0,02649,Mashpee,Barnstable,41.698999,-70.301811,Southeast and Cape,636,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,10/28/2022,COMPLETE,MR283351,"Full Harvest Moonz, Inc.",Lowell,MA,01851,42.627977,-71.357424,95-101 Plaistow Road,,Haverhill,MA,01830,POINT (-71.275566 42.459085),POINT (-71.357423 42.6279770),22 Veronica Lane,,Weymouth,MA,02189,83-2454860,MRN283351,6/30/2020 04:10:56 PM,6/30/2020 04:10:56 PM,7/13/2020 12:01:29 PM,,False,,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,9/15/2022 04:00:00 AM,3/11/2020 11:09:19 AM,7/17/2020 07:57:59 AM,9/10/2020 01:08:32 PM,10/13/2022 04:00:00 AM,11/18/2023 03:00:00 AM,,7/10/2023,1201 Westford St,N/A,Middlesex County,,10000.0,01851,Lowell,Middlesex,42.459085,-71.275566,Northeast,321,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/7/2019,COMPLETE,MR281549,Theory Wellness Inc,Great Barrington,MA,01230,42.211122,-73.344768,394 Stockbridge Rd,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.344768 42.2111220),38 Montvale Ave,STE 210,Stoneham,MA,02180,47-5615911,MRN281549,7/6/2018 03:37:47 PM,8/4/2018 12:08:11 PM,7/10/2018 12:00:00 AM,10/18/2018 05:33:03 PM,True,,,,,,,APPROVED,RP201916,RPA201916,Not a DBE,,,,,,,,,,,,,,12/13/2018 03:00:00 AM,6/5/2018 08:19:38 AM,8/13/2018 12:00:00 AM,10/18/2018 02:42:42 PM,10/13/2022 04:00:00 AM,10/23/2023 04:00:00 AM,,7/10/2023,394 Stockbridge Rd,N/A,Berkshire County,,5000.0,01230,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,106,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/18/2020,COMPLETE,MR282618,Lynn Organics LLC,Lynn,MA,01901,42.461246,-70.946743,One International Place,Suite 3700,Boston,MA,02110,POINT (-70.970827 42.635475),POINT (-70.946742 42.4612460),One International Place,Suite 3700,Boston,MA,02110,83-2334674,MRN282618,7/9/2019 02:48:03 PM,2/24/2020 08:40:11 PM,7/24/2019 12:00:00 AM,5/25/2020 08:45:16 PM,True,,,,,,,APPROVED,RP201991,,Not a DBE,,,,,,,,,,,,,,11/19/2020 03:00:00 AM,4/18/2019 06:50:12 PM,2/28/2020 12:00:00 AM,5/8/2020 02:49:00 PM,5/11/2023 04:00:00 AM,6/19/2024 04:00:00 AM,,7/10/2023,,N/A,Essex County,,10000.0,01901,Lynn,Essex,42.635475,-70.970827,Northeast,342,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,12/23/2022,COMPLETE,MR283204,"New Leaf Enterprises, Inc.",Fall River,MA,02721,41.673661,-71.184147,360 Second Street,,Fall River,MA,02721,POINT (-71.102131 41.778329),POINT (-71.184146 41.6736610),360 Second Street,,Fall River,MA,02721,84-3956316,MRN283204,1/7/2020 09:58:37 AM,2/3/2020 03:37:29 PM,1/16/2020 12:00:00 AM,,False,,,SE304200,,,,,,,Not a DBE,,,,,,,,,,,,,,10/13/2022 04:00:00 AM,12/26/2019 05:10:07 PM,5/26/2020 02:00:17 PM,7/9/2020 03:24:33 PM,10/13/2022 04:00:00 AM,10/16/2023 04:00:00 AM,,7/10/2023,2629 S Main St,N/A,Bristol County,,5000.0,02721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/15/2020,COMPLETE,MR282052,Curaleaf Massachusetts Inc,Provincetown,MA,02657,42.047843,-70.190159,170 Commercial Street,Unit 3,Provincetown,MA,02657,POINT (-70.301811 41.698999),POINT (-70.190158 42.047843),2001 Washington Street,Unit B,Hanover,MA,02339,46-3428628,MRN282052,11/26/2018 05:45:10 PM,5/1/2019 03:21:39 PM,12/5/2018 12:00:00 AM,9/17/2019 11:31:26 PM,True,,,,,,,APPROVED,RP201882,RPA201882,Not a DBE,,,,,,,,,,,,,,12/19/2019 03:00:00 AM,11/14/2018 08:30:50 PM,6/7/2019 12:00:00 AM,9/13/2019 11:33:45 AM,9/15/2022 04:00:00 AM,9/18/2023 04:00:00 AM,,7/10/2023,170 Commercial St,N/A,Barnstable County,,5000.0,02657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,642,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284537,"ReLeaf Alternative Natick, Inc.",Natick,MA,01760,42.302817,-71.337145,291 Worcester Street,,Natick,MA,01760,POINT (-71.275566 42.459085),POINT (-71.337145 42.3028169),323 Manley Street,,West Bridgewater,MA,02379,85-0711157,MRN284537,3/3/2022 04:08:02 PM,4/6/2022 04:37:46 PM,3/23/2022 09:46:25 AM,8/9/2022 11:04:37 AM,False,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,12/10/2021 02:11:47 PM,4/15/2022 01:37:04 PM,7/14/2022 11:59:03 AM,8/9/2022 04:00:00 AM,8/9/2023 04:00:00 AM,,7/10/2023,291 Worcester St,N/A,Middlesex County,,10000.0,01760,Natick,Middlesex,42.459085,-71.275566,Central MA,285,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/11/2021,COMPLETE,MR282049,"Nature's Remedy of Massachusetts, Inc.",Rowley,MA,01969,42.716155,-70.892754,264 Newburyport Turnpike,,Rowley,MA,01969,POINT (-70.970827 42.635475),POINT (-70.892753 42.7161550),110 Turnpike Road Suite 114,,Westborough,MA,01851,82-0797573,MRN282049,11/19/2018 09:21:20 PM,1/16/2019 04:33:31 PM,12/11/2018 12:00:00 AM,5/10/2019 01:40:43 PM,True,,,,,,,,,RPA201923,Not a DBE,,,,,,,,,,,,,,2/11/2021 03:00:00 AM,11/14/2018 11:09:33 AM,2/14/2019 12:00:00 AM,4/29/2019 11:53:48 AM,6/8/2023 04:00:00 AM,6/12/2024 04:00:00 AM,,7/10/2023,,N/A,Essex County,,5000.0,01969,Rowley,Essex,42.635475,-70.970827,Northeast,373,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/5/2020,COMPLETE,MR281362,"Cannabis Connection, Inc",Westfield,MA,01085,42.141908,-72.729416,40 Westfield Industrial Park,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.729416 42.1419080),40 Westfield Industrial Park,,Westfield,MA,01085,83-2261272,MRN281362,1/2/2019 06:25:45 PM,11/15/2019 11:20:53 AM,8/13/2019 12:00:00 AM,1/9/2020 02:19:44 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,4/9/2020 04:00:00 AM,5/1/2018 01:51:04 PM,10/3/2019 12:00:00 AM,1/9/2020 11:25:12 AM,12/8/2022 03:00:00 AM,1/22/2024 03:00:00 AM,,7/10/2023,40 Westfield Industrial Park Rd,N/A,Hampden County,,10000.0,01085,Westfield,Hampden,42.12756,-72.571312,Western MA,59,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,11/5/2021,COMPLETE,MR283416,"New England Craft Cultivators, LLC",Dracut,MA,01826,42.693819,-71.258454,12 Robeson Street,,Jamaica Plain,MA,02130,POINT (-71.275566 42.459085),POINT (-71.258454 42.6938189),12 Robeson Street,,Jamaica Plain,MA,02130,83-4497618,MRN283416,4/15/2020 02:28:35 PM,6/18/2020 06:30:38 PM,5/29/2020 02:10:51 PM,,False,,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,,,,,,,,,,,9/17/2021 04:00:00 AM,4/1/2020 11:50:59 AM,6/26/2020 12:10:31 PM,8/6/2020 02:16:52 PM,7/14/2022 04:00:00 AM,8/13/2023 04:00:00 AM,,7/10/2023,61 Silva Ln,2nd Floor,Middlesex County,,10000.0,01826,Dracut,Middlesex,42.459085,-71.275566,Northeast,306,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,MR283231,Caregiver-Patient Connection LLC/d.b.a. Local Roots,Sturbridge,MA,01566,42.111219,-72.088797,365 Main St,,Sturbridge,MA,01566,POINT (-71.840209 42.329642),POINT (-72.088797 42.1112189),"910 Boston Post Rd., Ste. #310",,Marlborough,MA,01752,83-3954417,MRN283231,3/12/2020 12:15:33 PM,7/21/2020 01:30:03 PM,5/26/2020 10:41:44 AM,,True,,,,,,,APPROVED,RP201819,,Not a DBE,,,,,,,,,,,,,,2/11/2021 03:00:00 AM,1/13/2020 12:49:49 PM,7/24/2020 08:56:50 AM,9/10/2020 12:50:33 PM,10/13/2022 04:00:00 AM,10/19/2023 04:00:00 AM,,7/10/2023,365 Main St,N/A,Worcester County,,10000.0,01566,Sturbridge,Worcester,42.329642,-71.840209,Central MA,231,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282541,"Tempest, Inc",Templeton,MA,01438,42.573438,-72.019837,248 Gardner Road,,Templeton,MA,01438,POINT (-71.840209 42.329642),POINT (-72.019836 42.5734380),130 South Royalston Road,,Royalston,MA,01368,32-0602630,MRN282541,10/18/2019 05:20:52 PM,11/27/2019 11:29:23 AM,10/22/2019 12:00:00 AM,,False,,,SE303857,,,,,,,Not a DBE,,,,,,,,,,,,,,,3/29/2019 06:48:32 PM,12/16/2019 12:00:00 AM,3/5/2020 12:24:45 PM,1/20/2022 03:00:00 AM,1/22/2023 03:00:00 AM,,7/10/2023,248 Gardner Rd,N/A,Worcester County,,5000.0,01438,East Templeton,Worcester,42.329642,-71.840209,,169,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,9/27/2022,COMPLETE,MR282672,"Sira Naturals, Inc.",Somerville,MA,02144,42.394971,-71.122075,300 Trade Center Drive,Suite 7700,Woburn,MA,01801,POINT (-71.275566 42.459085),POINT (-71.122074 42.3949709),300 Trade Center Drive,SUITE 7700,WOBURN,MA,01801,46-5147723,MRN282672,3/9/2021 10:40:22 AM,4/8/2021 05:22:31 PM,3/16/2021 11:53:29 AM,,True,,,,,,,APPROVED,RP201855,RP201855,Not a DBE,,,,,,,,,,,,,,8/11/2022 04:00:00 AM,5/2/2019 12:49:21 PM,4/15/2021 01:43:48 PM,7/15/2021 04:43:24 PM,8/11/2022 04:00:00 AM,8/12/2023 04:00:00 AM,,7/10/2023,240 Elm St,N/A,Middlesex County,,10000.0,02144,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,455,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/4/2021,COMPLETE,MR281426,"Health Circle, Inc.",Rockland,MA,02370,42.164783,-70.902398,21 Commerce Road,,Rockland,MA,02370,POINT (-70.818958 41.978877),POINT (-70.902398 42.164783),44 Amys Way,,Scitute,MA,02066,47-4634005,MRN281426,11/28/2018 12:08:53 PM,12/12/2018 11:09:55 AM,12/5/2018 12:00:00 AM,7/19/2019 09:48:20 AM,True,,,,,,,APPROVED,RP201911,RP201911,Not a DBE,,,,,,,,,,,,,,1/14/2021 03:00:00 AM,5/15/2018 02:44:03 PM,12/21/2018 12:00:00 AM,4/29/2019 11:52:00 AM,1/12/2023 03:00:00 AM,2/11/2024 03:00:00 AM,,7/10/2023,21 Commerce Rd,N/A,Plymouth County,,5000.0,02370,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,546,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282629,"ToroVerde (Massachusetts) III, Inc.",Whately,MA,01093,42.573731,-72.163418,C/O Evanscutler Attorneys 90 Conz Street,,Northampton,MA,01060,POINT (-72.573941 42.587072),POINT (-72.163417 42.5737310),C/O Evanscutler Attorneys 90 Conz Street,,Northampton,MA,01060,83-2548412,MRN282629,5/15/2019 07:26:24 PM,1/21/2020 11:16:19 AM,11/13/2019 12:00:00 AM,6/29/2020 04:25:02 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,4/22/2019 04:28:32 PM,3/5/2020 12:00:00 AM,5/13/2020 09:50:46 AM,6/8/2023 04:00:00 AM,6/29/2024 04:00:00 AM,,7/10/2023,424 State Rd,Unit A1,Worcester County,,10000.0,01093,Whately,Franklin,42.587072,-72.573941,Western MA,65,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/1/2020,COMPLETE,MR282118,"Nature's Remedy of Massachusetts, Inc.",Tyngsborough,MA,01879,42.695084,-71.437708,110 Turnpike Road,SUITE 114,Westborough,MA,01581,POINT (-71.275566 42.459085),POINT (-71.437708 42.6950840),110 Turnpike Road,SUITE 114,Westborough,MA,01581,82-0797573,MRN282118,12/7/2018 04:43:13 PM,1/16/2019 04:35:41 PM,1/2/2019 12:00:00 AM,4/5/2019 01:34:44 PM,True,,,,,,,APPROVED,RP201923,RPA201923,Not a DBE,,,,,,,,,,,,,,3/5/2020 03:00:00 AM,12/3/2018 01:50:38 PM,2/26/2019 12:00:00 AM,4/4/2019 04:39:19 PM,5/11/2023 04:00:00 AM,5/13/2024 04:00:00 AM,,7/10/2023,420 Middlesex Rd,N/A,Middlesex County,,5000.0,01879,Tyngsboro,Middlesex,42.459085,-71.275566,,333,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282715,MassMedicum Corp.,Amherst,MA,01002,42.37059,-72.533569,1 Mear Road,,Holbrook,MA,02343,POINT (-72.62073 42.322256),POINT (-72.533569 42.37059),1 Mear Road,,Holbrook,MA,02343,46-3326624,MRN282715,11/7/2019 01:01:15 PM,1/21/2020 04:16:33 PM,12/3/2019 12:00:00 AM,,True,,,,,,,APPROVED,RP201935,RP201935,Not a DBE,,,,,,,,,,,,,,,5/16/2019 02:39:35 PM,1/15/2020 12:00:00 AM,4/9/2020 03:24:29 PM,8/12/2021 04:00:00 AM,8/14/2022 04:00:00 AM,,7/10/2023,85 University Dr,N/A,Hampshire County,,10000.0,01002,Amherst,Hampshire,42.322256,-72.62073,Western MA,2,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/27/2020,COMPLETE,MR281637,"The Verb is Herb, LLC.",Easthampton,MA,01027,42.264402,-72.665986,7 4 Cottage St,,Easthampton,MA,01027,POINT (-72.62073 42.322256),POINT (-72.665986 42.2644019),74 Cottage St.,,Easthampton,MA,01027,83-0974110,MRN281637,8/4/2018 02:18:42 PM,9/24/2018 10:52:34 PM,9/14/2018 12:00:00 AM,12/15/2018 03:19:03 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/6/2020 03:00:00 AM,6/23/2018 11:59:51 AM,9/26/2018 12:00:00 AM,12/14/2018 12:02:47 PM,1/12/2023 03:00:00 AM,1/16/2024 03:00:00 AM,,7/10/2023,74 Cottage St,N/A,Hampshire County,,5000.0,01027,Easthampton,Hampshire,42.322256,-72.62073,Western MA,18,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
