license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,phone_number,LicenseStatus,delivery,cultivator,retailer
CCL21-0002946,976,Data Not Available,Cultivation -  Small Outdoor,Active,,"Mendocino Ranch Company, LLC",Linda Perry,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,046-010-63,Data Not Available,2022-01-10T00:00:00,2025-01-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 485-2001,Not Published,,,,Mendocino,,,,,,
CCL21-0002948,977,Data Not Available,Cultivation -  Nursery,Active,,Dinsmore Plateau Farms LLC,Yama Schafer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,205-071-043,Data Not Available,2021-08-10T00:00:00,2024-08-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 519-6540,Not Published,,,,Humboldt,,,,,,
CCL21-0002949,978,Data Not Available,Cultivation -  Small Outdoor,Active,,"Mendocino Ranch Company, LLC",Linda Perry,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,046-010-64,Data Not Available,2022-01-13T00:00:00,2025-01-13T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 485-2001,Not Published,,,,Mendocino,,,,,,
CCL21-0002950,979,Data Not Available,Cultivation -  Small Outdoor,Active,,"Mendocino Ranch Company, LLC",Linda Perry,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,046-010-77,Data Not Available,2021-11-19T00:00:00,2024-11-19T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 485-2001,Not Published,,,,Mendocino,,,,,,
CCL21-0002951,980,Data Not Available,Cultivation -  Small Outdoor,Active,,"Mendocino Ranch Company, LLC",Linda Perry,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,046-010-78,Data Not Available,2022-01-10T00:00:00,2025-01-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 485-2001,Not Published,,,,Mendocino,,,,,,
CCL21-0002952,981,Data Not Available,Cultivation -  Medium Outdoor,Active,,Dinsmore Plateau Farms LLC,Yama Schafer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,205-071-043-000,Data Not Available,2021-09-01T00:00:00,2024-09-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 519-6540,Not Published,,,,Humboldt,,,,,,
CCL21-0002955,982,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Whipsawasons, LLC",Lesley Doyle,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-391-012-000,Data Not Available,2021-09-09T00:00:00,2024-09-09T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 683-6686,Not Published,,,,Humboldt,,,,,,
CCL21-0002956,983,Data Not Available,Cultivation -  Medium Outdoor,Active,,Toor de Cakes,Harinder Toor,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,050016083,Data Not Available,2021-12-03T00:00:00,2024-12-03T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(209) 538-4040,Not Published,,,,Calaveras,,,,,,
CCL21-0002957,984,Data Not Available,Cultivation -  Small Indoor,Active,,"BlueXLab, LLC",Duy Thai,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,0459-441-15-0000,Data Not Available,2022-06-28T00:00:00,2025-06-28T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(877) 300-4395,Not Published,,,,San Bernardino,,,,,,
CCL21-0002984,988,Data Not Available,Cultivation -  Specialty Outdoor,Active,,Skylight Farms LLC,Rita Speas,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,223-123-003,Data Not Available,2021-09-15T00:00:00,2024-09-15T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 498-9300,Not Published,,,,Humboldt,,,,,,
CCL21-0002992,993,Data Not Available,Cultivation -  Specialty Mixed-Light Tier 1,Active,,Phoenix Gardens LLC,Nicholas Ettl,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,050-220-024,Data Not Available,2022-02-14T00:00:00,2025-02-14T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(530) 446-5720,Not Published,,,,Nevada,,,,,,
CCL21-0002996,994,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Salt Spring Farms, LLC","Giovanni Podesto, Joel Geddes III, Megan Zeidman, William Podesto",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,050-024-020,Data Not Available,2022-01-19T00:00:00,2025-01-19T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(209) 613-1418,Not Published,,,,Calaveras,,,,,,
CCL21-0002998,995,Data Not Available,Cultivation -  Small Outdoor,Active,,"365 Arbosen, LLC","Christopher Johnson, Taylor Lapsys",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,011-020-035,Data Not Available,2021-10-15T00:00:00,2024-10-15T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(925) 588-3618,Not Published,,,,Nevada,,,,,,
CCL21-0003066,1368,Data Not Available,Cultivation -  Small Outdoor,Active,,Lighten Up Farm,Mark Randall,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,214-131-015,Data Not Available,2022-04-20T00:00:00,2025-04-20T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 683-6034,Not Published,,,,Humboldt,,,,,,
CCL21-0003069,1282,Data Not Available,Cultivation -  Small Indoor,Active,,"JBL Ventures, LLC",Jamey Bacca,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,507-261-020-000,Data Not Available,2022-03-03T00:00:00,2025-03-03T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 616-5600,Not Published,,,,Humboldt,,,,,,
CCL21-0003087,1294,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,Frosty Flavors,"Daniel Siegrist, Jhayson Henderson",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,008-030-003,Data Not Available,2021-06-25T00:00:00,2025-06-25T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(530) 217-7959,Not Published,,,,Calaveras,,,,,,
CCL21-0003088,1295,Data Not Available,Cultivation -  Specialty Mixed-Light Tier 1,Active,,Frosty Flavors,"Daniel Siegrist, Jhayson Henderson",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,008-030-003,Data Not Available,2021-07-08T00:00:00,2025-07-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(530) 217-7959,Not Published,,,,Calaveras,,,,,,
CCL21-0003089,1296,Data Not Available,Cultivation -  Medium Outdoor,Active,,Frosty Flavors,"Daniel Siegrist, Jhayson Henderson",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,008-030-003,Data Not Available,2021-07-08T00:00:00,2025-07-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(925) 207-3530,Not Published,,,,Calaveras,,,,,,
CCL21-0003101,1303,Data Not Available,Cultivation -  Small Outdoor,Active,,"DDV Enterprises, LLC","Andrew Larson, David Cundiff, Vince Lera",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,054-010-032,Data Not Available,2021-12-26T00:00:00,2024-12-26T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(916) 612-8942,Not Published,,,,Nevada,,,,,,
CCL21-0003111,1307,Data Not Available,Cultivation -  Medium Outdoor,Active,,"HUM FIRE, LLC",Kevin Harrison,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,222-042-011,Data Not Available,2022-03-28T00:00:00,2024-10-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4840,Not Published,,,,Humboldt,,,,,,
CCL21-0003116,1310,Data Not Available,Cultivation -  Medium Indoor,Active,,"PI2, LLC","Edward Coyne, Justin Conklin, Michael Steighner",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,062-0060-102-000,Data Not Available,2021-12-17T00:00:00,2024-12-17T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(412) 897-4549,Not Published,,,,Sacramento,,,,,,
CCL21-0003118,1311,Data Not Available,Cultivation -  Small Outdoor,Active,,"Humboldt Roots, LLC",Nocona Mendes,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-181-013,Data Not Available,2021-07-09T00:00:00,2025-07-09T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-2055,Not Published,,,,Humboldt,,,,,,
CCL21-0003119,1312,Data Not Available,Cultivation -  Small Outdoor,Active,,"Humboldt Roots, LLC",Nocona Mendes,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-181-013,Data Not Available,2021-07-09T00:00:00,2025-07-09T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-2055,Not Published,,,,Humboldt,,,,,,
CCL21-0003129,1434,Data Not Available,Cultivation -  Nursery,Active,,"Rare Genetics, LLC","Doane Hoang Kiem, Roberto Luo Wen",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,6007-017-015,Data Not Available,2021-12-23T00:00:00,2024-12-23T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(626) 899-6058,Not Published,,,,Los Angeles,,,,,,
CCL21-0003150,1217,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Imperial Gardens, LLC","Jamai Gayle, Rosalba Cruz",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,012006007,Data Not Available,2021-10-22T00:00:00,2024-10-22T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 793-1901,Not Published,,,,Calaveras,,,,,,
CCL21-0003207,1220,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,Goti LLC,Milos Mirosavic,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,017-010-37-00,Data Not Available,2022-09-20T00:00:00,2024-09-20T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(312) 550-8249,Not Published,,,,Trinity,,,,,,
CCL21-0003212,1221,Data Not Available,Cultivation -  Small Outdoor,Active,,Slap Shot Farm LLC,"Breck BarrettLane, David Farrell, Lane Beliveau",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,056-020-08,Data Not Available,2022-09-22T00:00:00,2024-09-22T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 259-9181,Not Published,,,,Mendocino,,,,,,
CCL21-0003213,1222,Data Not Available,Cultivation -  Small Outdoor,Active,,"Left Coast Redwood, LLC",Patrick Kohn,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,210-042-012,Data Not Available,2021-11-10T00:00:00,2024-11-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(269) 861-3988,Not Published,,,,Humboldt,,,,,,
CCL21-0003214,1223,Data Not Available,Cultivation -  Small Outdoor,Active,,Slap Shot Farm LLC,"Breck BarrettLane, David Farrell, Lane Beliveau",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,056-040-13,Data Not Available,2022-09-22T00:00:00,2024-09-22T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 259-9181,Not Published,,,,Mendocino,,,,,,
CCL21-0003227,1225,Data Not Available,Cultivation -  Medium Outdoor,Active,,"CUA Investments, LP","Brady Baer, Brian Klein, Christopher Nichols, Matthew Edwards, Michael Edwards",Limited Partnership,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,013-017-920,Data Not Available,2022-06-01T00:00:00,2025-06-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(714) 319-6716,Not Published,,,,Lake,,,,,,
CCL21-0003241,1230,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003242,1231,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003243,1232,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003245,1233,Data Not Available,Cultivation -  Small Outdoor,Active,,BLOCK 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003247,1234,Data Not Available,Cultivation -  Small Outdoor,Active,,BLOCK 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003248,1235,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003250,1236,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003251,1237,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003252,1238,Data Not Available,Cultivation -  Small Outdoor,Active,,Block 71,"Jennifer Smith, Scott Balch",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,016-004-057-000,Data Not Available,2021-08-31T00:00:00,2024-08-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 629-4847,Not Published,,,,Calaveras,,,,,,
CCL21-0003270,1240,Data Not Available,Cultivation -  Small Outdoor,Active,,"S+H Consulting, LLC","Harry Asuncion, Troy Asuncion",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Provisional,CA,218031-009,Data Not Available,2021-12-09T00:00:00,2024-12-09T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(808) 343-0581,Not Published,,,,Humboldt,,,,,,
CCL21-0003273,1241,Data Not Available,Cultivation -  Small Outdoor,Active,,"HWMC Farming, Inc.",Vincent Macri,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,020-029-095-000,Data Not Available,2021-11-29T00:00:00,2024-11-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(845) 705-9899,Not Published,,,,Calaveras,,,,,,
CCL21-0003471,1687,Data Not Available,Cultivation -  Small Outdoor,Active,,Alphatok Genomics LLC,Fritz Westfall,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,014-420-27-00,Data Not Available,2022-09-30T00:00:00,2024-09-30T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(715) 891-7643,Not Published,,,,Trinity,,,,,,
CCL21-0003476,1619,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Avicenna Holdings, LLC","Ben Brown, John Brown",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,105-111-007-000,Data Not Available,2021-11-29T00:00:00,2024-11-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 498-2266,Not Published,,,,Humboldt,,,,,,
CCL21-0003479,1620,Data Not Available,Cultivation -  Nursery,Active,,"Unique Management Solutions, LLC","Israel Martinez, Oscar Burrola",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,011-010-012-0,Data Not Available,2022-09-14T00:00:00,2024-09-14T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(209) 406-4044,Not Published,,,,Contra Costa,,,,,,
CCL21-0003484,1621,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,PUFFPASS LLC,BOJAN ARSIC,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,019-690-26-00,Data Not Available,2022-09-29T00:00:00,2024-09-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(646) 992-7978,Not Published,,,,Trinity,,,,,,
CCL21-0003500,1622,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Teesco, LLC",ted arciniega,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,054480003,Data Not Available,2022-02-07T00:00:00,2025-02-07T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(530) 537-7815,Not Published,,,,Nevada,,,,,,
CCL21-0003517,1624,Data Not Available,Cultivation - Large Mixed-Light Tier 1,Active,,"Blue Jay Farms, Inc.","Adam Haselden, Baldemar Menera, Enendina Venegas, Jeffrey Brown, Kevin Clay",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,016-025-107,Data Not Available,2022-02-22T00:00:00,2024-08-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(209) 663-6621,Not Published,,,,Calaveras,,,,,,
CCL21-0003544,1627,Data Not Available,Cultivation -  Small Indoor,Active,,"CPTD Cultivation, Inc","Charlie Smyth, Dave Picton, Paul Arceo, Tyler Johnson",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,25000250650000,Data Not Available,2022-06-21T00:00:00,2025-06-21T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(916) 886-4806,Not Published,,,,Sacramento,,,,,,
CCL21-0003546,1628,Data Not Available,Cultivation -  Specialty Cottage Outdoor,Active,,"Green Grove Farm, LLC",Rebecca Rotbergs,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,212-312-001,Data Not Available,2021-08-23T00:00:00,2024-08-23T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4416,Not Published,,,,Humboldt,,,,,,
CCL21-0003552,1633,Data Not Available,Cultivation -  Processor,Active,,"Golden Seed IV, LLC","Angelo Mazzone, Christopher Yelich, Neil Brandom",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,049-171-02,Data Not Available,2021-12-28T00:00:00,2024-12-28T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(949) 375-0924,Not Published,,,,Santa Cruz,,,,,,
CCL21-0003555,1635,Data Not Available,Cultivation -  Specialty Outdoor,Active,,"HWMC Farming, Inc",Vincent Macri,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,020-029-095-000,Data Not Available,2021-11-29T00:00:00,2024-11-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(845) 705-9899,Not Published,,,,Calaveras,,,,,,
CCL21-0003557,1636,Data Not Available,Cultivation -  Small Outdoor,Active,,HWMC Farming Inc.,Vincent Macri,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,020-029-095-000,Data Not Available,2021-11-29T00:00:00,2024-11-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(845) 705-9899,Not Published,,,,Calaveras,,,,,,
CCL21-0003558,1637,Data Not Available,Cultivation -  Small Outdoor,Active,,"HWMC Farming, Inc.",Vincent Macri,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,020-029-095-000,Data Not Available,2021-11-29T00:00:00,2024-11-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(845) 705-9899,Not Published,,,,Calaveras,,,,,,
CCL21-0003559,1638,Data Not Available,Cultivation -  Small Outdoor,Active,,"HWMC Farming, Inc.",Vincent Macri,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,020-029-095-000,Data Not Available,2021-11-29T00:00:00,2024-11-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(845) 705-9899,Not Published,,,,Calaveras,,,,,,
CCL21-0003570,1639,Data Not Available,Cultivation -  Small Outdoor,Active,,Old Harris Farms LLC,Jordan Pyhtila,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,216-461-001,Data Not Available,2021-09-02T00:00:00,2024-09-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(720) 326-2647,Not Published,,,,Humboldt,,,,,,
CCL21-0003571,1640,Data Not Available,Cultivation -  Small Outdoor,Active,,Old Harris Farms LLC,Jordan Pyhtila,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,216-461-001,Data Not Available,2021-09-02T00:00:00,2024-08-04T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(720) 326-2647,Not Published,,,,Humboldt,,,,,,
CCL21-0003572,1641,Data Not Available,Cultivation -  Specialty Cottage Outdoor,Active,,Old Harris Farms LLC,Jordan Pyhtila,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,216-461-001,Data Not Available,2021-09-02T00:00:00,2024-09-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(720) 326-2647,Not Published,,,,Humboldt,,,,,,
CCL21-0003573,1642,Data Not Available,Cultivation -  Small Outdoor,Active,,Los Yaces Farm LLC,"Alejandro Gutierrez Silva, Emiliano Soto Valencia",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,049-380-40,Data Not Available,2022-09-01T00:00:00,2024-09-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 489-6630,Not Published,,,,Mendocino,,,,,,
CCL21-0003614,1649,Data Not Available,Cultivation -  Small Indoor,Active,,"1111 FEE DRIVE, LLC","Carlos Ramirez, Fred Barnum, Garib Karapetyan, Joe Karapetyan, Kevin McCarty",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,277-0241-027-0000,Data Not Available,2021-09-16T00:00:00,2024-09-16T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(209) 612-3215,Not Published,,,,Sacramento,,,,,,
CCL21-0003628,1651,Data Not Available,Cultivation -  Small Outdoor,Active,,High Hill Farms,"Alexander Leon, Coleman Chapman",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,006-840-024,Data Not Available,2021-11-17T00:00:00,2024-11-17T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(916) 770-5374,Not Published,,,,Nevada,,,,,,
CCL21-0003629,1738,Data Not Available,Cultivation -  Medium Indoor,Active,,"Connected Enterprises, LLC","Caleb Counts, Daniel Pendrod, Edward Barkett, Josephine Rossi",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,061-0163-016,Data Not Available,2021-09-29T00:00:00,2024-09-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(916) 385-4657,Not Published,,,,Sacramento,,,,,,
CCL21-0003634,1777,Data Not Available,Cultivation -  Specialty Outdoor,Active,,Firerobin LLC,Julian King,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,221-141-016,Data Not Available,2021-12-02T00:00:00,2024-12-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 499-1289,Not Published,,,,Humboldt,,,,,,
