application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,2/14/2023,COMPLETE,MD1265,Rolling Releaf LLC,Middleborough,,02346,,,370 Wareham Street,,Middleborough,MA,02346,POINT (-70.818958 41.978877),,22 Rock Island Road,,Quincy,MA,02169,85-1220335,MDA1265,7/13/2021 03:49:39 PM,9/3/2021 10:19:49 AM,9/1/2021 11:11:22 AM,,False,,SE303639,SE303639,,,,,,,Not a DBE,,,,,,,,,,,,,,1/12/2023 03:00:00 AM,7/12/2021 01:52:33 PM,9/10/2021 09:41:27 AM,11/18/2021 02:39:11 PM,10/13/2022 04:00:00 AM,11/18/2023 03:00:00 AM,,,,,,,0.0,02346,Middleboro,Plymouth,41.978877,-70.818958,,528,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/13/2020,COMPLETE,MR282398,"Resinate, Inc.",Northampton,MA,01060,42.318647,-72.627911,120 Gilboa Street,,Douglas,MA,01516,POINT (-72.62073 42.322256),POINT (-72.627910 42.3186469),120 Gilboa Street,,Douglas,MA,01516,47-4392516,MRN282398,9/24/2019 04:33:31 PM,1/7/2020 06:05:58 PM,9/26/2019 12:00:00 AM,2/12/2020 04:55:06 PM,True,,,,,,,APPROVED,RP201945,RP201945,Not a DBE,,,,,,,,,,,,,,10/8/2020 04:00:00 AM,2/11/2019 01:05:37 PM,12/11/2019 12:00:00 AM,2/7/2020 09:27:23 AM,3/9/2023 03:00:00 AM,3/13/2024 04:00:00 AM,,5/22/2023,110 Pleasant St,N/A,Hampshire County,,10000.0,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,39,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281761,"Bare Naked Greens, LLC",Uxbridge,MA,01569,42.060715,-71.619939,290 Millville Rd.,,Uxbridge,MA,01569,POINT (-71.840209 42.329642),POINT (-71.619939 42.0607150),248 South Pier Rd,,Narragansett,RI,02882,35-2671182,MPN281761,9/26/2019 02:59:00 PM,4/3/2020 12:34:42 PM,2/18/2020 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/24/2019 01:42:07 PM,4/15/2020 12:00:00 AM,6/4/2020 02:04:17 PM,8/11/2022 04:00:00 AM,8/11/2023 04:00:00 AM,,5/22/2023,290 Millville Rd,N/A,Worcester County,,10000.0,01569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,233,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5895,"Terrasol To Go, LLC",N/A,,N/A,,,87 East Ashland St.,,Brockton,MA,02302,,,PO Box 493,,Brockton,MA,02303,85-1205299,PMDA5895,7/17/2021 06:43:13 PM,8/27/2021 10:09:00 PM,7/29/2021 11:56:07 AM,,False,,SE303509,SE303509,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/17/2021 05:27:32 PM,9/13/2021 02:13:52 PM,9/13/2021 02:14:04 PM,9/13/2021 04:00:00 AM,9/13/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103095,"WDV, LLC.",N/A,,N/A,,,"6 Sussex st. Boston, MA, USA",,Roxbury,MA,02120,,,"6 Sussex st. Boston MA, 02120",,Roxbury,MA,02120,85-1269259,PDOA103095,7/14/2020 10:24:41 PM,10/20/2020 11:21:10 AM,7/23/2020 11:36:42 AM,,True,,EE202219,SE303643,APPROVED,EE202219,,,,,Not a DBE,,,,,,,,,,,,,,,6/1/2020 05:24:12 PM,10/22/2020 04:01:58 PM,10/26/2020 10:15:51 AM,10/26/2020 04:00:00 AM,10/26/2022 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284447,"Hardwick Mill Greenery, Inc.",Hardwick,MA,01031,42.312141,-72.208759,94 Main St.,,Hardwick,MA,01031,POINT (-71.840209 42.329642),POINT (-72.208759 42.3121409),15 Stone Crest Drive,,Braintree,MA,02184,86-3124077,MRN284447,10/29/2021 04:33:22 PM,12/23/2021 09:34:09 AM,11/10/2021 10:20:22 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/14/2021 09:50:27 AM,12/23/2021 02:39:37 PM,2/14/2022 04:16:24 PM,,,,5/22/2023,94 Main St,N/A,Worcester County,,0.0,01031,Gilbertville,Worcester,42.329642,-71.840209,,22,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103223,195 East LLC,N/A,,N/A,,,226 South Main Street,,Fall River,MA,02721,,,226 South Main Street,,Fall River,MA,02721,85-3080174,PDOA103223,9/23/2020 11:58:04 AM,9/29/2020 09:45:20 AM,9/24/2020 11:45:50 AM,,False,,SE304218,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/18/2020 12:51:27 PM,,10/2/2020 03:14:01 PM,10/2/2020 04:00:00 AM,10/2/2022 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283668,BTE INC,Plainfield,MA,01070,42.520479,-72.877869,145 stonehill rd,,east longmeadow,MA,01028,POINT (-72.62073 42.322256),POINT (-72.877869 42.5204790),145 Stonehill Road,,East Longmeadow,MA,01028,86-3867055,MCN283668,1/11/2022 11:06:17 AM,2/7/2022 02:55:38 PM,1/13/2022 02:26:20 PM,,False,no,,,,,,,,,Not a DBE,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,12/10/2021 01:36:47 PM,2/18/2022 10:07:10 AM,4/7/2022 12:46:45 PM,3/9/2023 03:00:00 AM,4/19/2024 04:00:00 AM,,5/22/2023,129 Grant St,N/A,Hampshire County,,25000.0,01070,Plainfield,Hampshire,42.322256,-72.62073,Western MA,46,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Independent Testing Laboratory,Expedited Review - License Type,COMMENCE OPS,COMMENCE OPS,12/18/2020,COMPLETE,IL281325,Aries Laboratories LLC,Marlborough,MA,01752,42.324152,-71.579835,257 Simarano Drive Suite 100,,Marlborough,MA,01752,POINT (-71.275566 42.459085),POINT (-71.579835 42.3241519),257 Simarano Drive Suite 100,,Marlborough,MA,01752,83-2414813,ILN281325,1/27/2020 10:17:44 AM,3/16/2020 12:08:32 PM,1/31/2020 12:00:00 AM,6/4/2020 02:31:57 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,11/19/2020 03:00:00 AM,10/11/2019 11:34:11 AM,3/19/2020 12:00:00 AM,6/4/2020 02:02:57 PM,7/14/2022 04:00:00 AM,7/15/2023 04:00:00 AM,,5/22/2023,257 Simarano Dr,N/A,Middlesex County,,10000.0,01752,Marlborough,Middlesex,42.459085,-71.275566,Central MA,281,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/2/2021,COMPLETE,MR282161,High Hopes LLC,Hopedale,MA,01747,42.104309,-71.510436,"1 Menfi Way, Unit 9",,Hopedale,MA,01747,POINT (-71.840209 42.329642),POINT (-71.510435 42.1043090),8 Hope St,,Hopedale,MA,01747,83-2788648,MRN282161,5/22/2020 04:51:51 PM,8/12/2020 04:33:32 PM,6/10/2020 01:37:00 PM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,6/17/2021 04:00:00 AM,12/10/2018 11:35:10 AM,8/14/2020 12:24:52 PM,10/8/2020 02:17:11 PM,9/27/2022 04:00:00 AM,10/16/2023 04:00:00 AM,,5/22/2023,1 Menfi Way,N/A,Worcester County,,10000.0,01747,Hopedale,Worcester,42.329642,-71.840209,Central MA,278,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283014,"Lifted Luxury, Inc",Millville,MA,01529,42.02432,-71.580995,615 Adams Street,,Dorchester,MA,02122,POINT (-71.840209 42.329642),POINT (-71.580995 42.0243200),100 HARTFORD AVE #3305-09,,PROVIDENCE,RI,02909,85-2650668,MCN283014,10/28/2020 07:27:59 PM,11/10/2020 02:41:26 PM,10/29/2020 10:59:33 AM,,False,no,,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,8/21/2020 03:21:14 PM,11/20/2020 09:46:25 AM,1/14/2021 03:33:11 PM,3/9/2023 03:00:00 AM,3/10/2024 04:00:00 AM,,5/22/2023,18 Prospect St,10 prospect Street (Lot),Worcester County,,1250.0,01529,Millville,Worcester,42.329642,-71.840209,Central MA,212,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/31/2020,COMPLETE,MC281476,"Atlantic Medicinal Partners, Inc.",Fitchburg,MA,01420,42.550405,-71.749307,329 Washington Street,,Woburn,MA,01801,POINT (-71.840209 42.329642),POINT (-71.749307 42.5504049),329 Washington Street,,Woburn,MA,01801,82-0991316,MCN281476,8/1/2018 10:22:06 AM,8/13/2018 01:35:05 PM,8/3/2018 12:00:00 AM,12/7/2018 02:46:57 PM,True,,,,,,,APPROVED,RP201846,RP201846,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,6/4/2020 04:00:00 AM,5/23/2018 03:07:30 PM,8/21/2018 12:00:00 AM,11/20/2018 02:48:54 PM,1/12/2023 03:00:00 AM,2/11/2024 03:00:00 AM,,5/22/2023,774 Crawford St,N/A,Worcester County,,2500.0,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/7/2019,COMPLETE,MP281345,"The Green Lady Dispensary, Inc.",Nantucket,MA,02554,41.266579,-70.086006,11 Amelia Drive,,Nantucket,MA,02554,POINT (-70.09089 41.276758),POINT (-70.086005 41.266579),15 Skyline Drive,,Nantucket,MA,02554,82-1868872,MPN281345,8/17/2018 04:09:22 PM,10/12/2018 01:03:28 PM,8/28/2018 12:00:00 AM,12/14/2018 05:57:10 PM,True,,,,,,,APPROVED,RP201895,RPA201895,Not a DBE,,,,,,,,,,,,,,6/27/2019 04:00:00 AM,5/15/2018 06:30:53 PM,10/18/2018 12:00:00 AM,12/14/2018 12:01:12 PM,2/9/2023 03:00:00 AM,2/10/2024 03:00:00 AM,,5/22/2023,11 Amelia Dr,N/A,Nantucket County,,5000.0,02554,Nantucket,Nantucket,41.276758,-70.09089,Southeast and Cape,600,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283727,"Projekt Flower, LLC",Worcester,MA,01603,42.231301,-71.820298,13 Hope Ave,,Worcester,MA,01603,POINT (-71.840209 42.329642),POINT (-71.820297 42.2313010),12 Cardinal Circle,,Derry,NH,03038,86-2531055,MCN283727,4/22/2022 12:13:52 PM,11/30/2022 09:39:27 AM,4/26/2022 04:06:51 PM,,False,no,,,,,,,,,Minority-Owned Business,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,4/14/2022 02:42:31 PM,12/9/2022 10:36:41 AM,2/9/2023 01:25:19 PM,5/3/2023 04:00:00 AM,5/3/2024 04:00:00 AM,,5/22/2023,13 Hope Ave,N/A,Worcester County,,20000.0,01603,Worcester,Worcester,42.329642,-71.840209,Central MA,246,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,4/25/2023,COMPLETE,MC282162,Community Growth Partners Northampton Operations LLC,Northampton,MA,01060,42.329604,-72.624917,20 Ladd Avenue,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.624916 42.3296040),470 Atlantic Avenue,4th Floor,Boston,MA,02210,83-4005322,MCN282162,5/29/2019 02:24:30 PM,9/6/2019 02:22:28 PM,6/5/2019 12:00:00 AM,11/27/2020 05:09:38 PM,True,,,,INCOMPLETE,EE202038,EE202207,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,11/10/2022 03:00:00 AM,5/21/2019 02:44:16 PM,9/13/2019 12:00:00 AM,11/7/2019 01:34:30 PM,11/10/2022 03:00:00 AM,11/27/2023 03:00:00 AM,,5/22/2023,20 Day Ave,N/A,Hampshire County,,2500.0,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,39,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/5/2021,COMPLETE,MR281939,Green World LLC,Brockton,MA,02301,42.107645,-71.023511,897 N Montello St,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.023510 42.1076449),897 N Montello St,,Brockton,MA,02301,83-1994986,MRN281939,5/29/2019 11:16:54 AM,2/28/2020 12:09:56 PM,11/15/2019 12:00:00 AM,5/11/2020 11:59:46 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,4/16/2021 04:00:00 AM,9/30/2018 11:56:57 PM,3/5/2020 12:00:00 AM,5/8/2020 02:28:18 PM,4/14/2023 04:00:00 AM,5/22/2024 04:00:00 AM,,5/22/2023,897 N Montello St,N/A,Plymouth County,,10000.0,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,506,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5809,Mononc Labs LLC,N/A,,N/A,,,567 Pleasant St STE 8,,Brockton,MA,02301,,,567 Pleasant St STE 8,,Brockton,MA,02301,85-0948271,PMDA5809,6/5/2021 10:01:35 AM,7/10/2021 03:43:47 PM,7/9/2021 11:40:35 AM,,False,,SE303897,SE303897,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/28/2021 11:02:36 AM,,7/26/2021 10:56:31 AM,7/26/2021 04:00:00 AM,7/26/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,9/4/2020,COMPLETE,MR282730,"Apothca, Inc.",Arlington,MA,02476,42.424408,-71.184719,99 Development Rd,,Fitchburg,MA,01420,POINT (-71.275566 42.459085),POINT (-71.184719 42.424408),99 Development Rd,,Fitchburg,MA,01420,81-4591516,MRN282730,6/20/2019 12:19:23 PM,12/11/2019 11:44:57 AM,6/25/2019 12:00:00 AM,2/7/2020 11:06:49 AM,True,,,,,,,APPROVED,RP201880,RPA201880,Not a DBE,,,,,,,,,,,,,,8/6/2020 04:00:00 AM,5/22/2019 04:07:19 PM,12/11/2019 12:00:00 AM,2/7/2020 09:06:26 AM,12/8/2022 03:00:00 AM,2/10/2024 03:00:00 AM,,5/22/2023,1386 Massachusetts Ave,N/A,Middlesex County,,10000.0,02476,Arlington,Middlesex,42.459085,-71.275566,Northeast,577,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283754,"The Green Resource, Inc.",Kingston,MA,02364,42.015864,-70.734438,28 Cortland Drive,,Hudson,MA,01749,POINT (-70.818958 41.978877),POINT (-70.734437 42.0158640),28 Cortland Drive,,Hudson,MA,01749,86-3149369,MCN283754,6/23/2022 02:33:50 PM,9/1/2022 01:55:23 PM,6/30/2022 03:56:47 PM,,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,6/17/2022 05:53:49 PM,11/18/2022 12:09:58 PM,1/12/2023 01:40:30 PM,,,,5/22/2023,20 Independence Rd,N/A,Plymouth County,,0.0,02364,Kingston,Plymouth,41.978877,-70.818958,Southeast and Cape,542,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MX281382,Evokanna Labs LLC,Ashburnham,MA,01430,42.608752,-71.939204,207 Kenoza St,,Haverhill,MA,01830,POINT (-71.840209 42.329642),POINT (-71.939204 42.6087520),207 Kenoza St,,Haverhill,MA,01830,85-3468885,MXN281382,11/25/2020 05:09:04 PM,6/3/2021 05:05:14 PM,12/4/2020 05:12:06 PM,10/7/2021 04:18:26 PM,False,yes,SE304359,SE304359,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,11/23/2020 01:37:48 PM,6/25/2021 11:23:27 AM,9/17/2021 12:29:00 PM,9/15/2022 04:00:00 AM,10/7/2023 04:00:00 AM,,5/22/2023,14 S Pleasant St,N/A,Worcester County,,2500.0,01430,Ashburnham,Worcester,42.329642,-71.840209,Central MA,164,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/29/2022,COMPLETE,MR282424,Ironstone Express Inc.,Uxbridge,MA,01569,42.040799,-71.620092,454 Quaker hwy,,Uxbridge,MA,01569,POINT (-71.840209 42.329642),POINT (-71.620092 42.040799),p.o box 101,574 Blackstone St,UXBRIDGE,MA,01569,83-4174397,MRN282424,7/11/2019 12:48:40 PM,3/20/2020 01:57:20 PM,1/23/2020 12:00:00 AM,6/10/2020 09:28:22 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,6/9/2022 04:00:00 AM,2/20/2019 05:43:26 PM,4/7/2020 12:00:00 AM,6/4/2020 02:26:16 PM,7/14/2022 04:00:00 AM,7/15/2023 04:00:00 AM,,5/22/2023,454 Quaker Hwy,N/A,Worcester County,,10000.0,01569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,233,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283739,Meed Cannabis LLC,Great Barrington,MA,01230,42.168603,-73.364302,964 Main Street,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.364301 42.1686029),"831 Beacon Street, #271",,Newton Center,MA,02459,87-1159574,MCN283739,6/3/2022 10:47:31 AM,9/22/2022 09:16:05 AM,6/10/2022 02:41:16 PM,12/19/2022 10:44:10 AM,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,5/12/2022 10:35:03 AM,10/7/2022 11:40:48 AM,12/8/2022 02:42:04 PM,12/19/2022 03:00:00 AM,12/19/2023 03:00:00 AM,,5/22/2023,964 Main St,Parcel B,Berkshire County,,2500.0,01230,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,106,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283784,"Leaf Relief, Inc.",Brockton,MA,02301,42.093802,-71.050234,165 Westgate Drive,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.050234 42.0938019),1280 Belmont Street,,Brockton,MA,02301,83-3845034,MRN283784,12/9/2020 04:23:42 PM,1/1/2021 10:21:25 AM,12/11/2020 04:13:54 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/18/2020 01:05:34 PM,1/8/2021 02:36:13 PM,4/16/2021 01:55:36 PM,8/11/2022 04:00:00 AM,8/12/2023 04:00:00 AM,,5/22/2023,165 Westgate Dr,N/A,Plymouth County,,10000.0,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,506,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284185,Forest Wilde LLC,Lee,MA,01238,42.326515,-73.262463,75 Chestnut Street,,Lee,MA,01238,POINT (-73.209889 42.396128),POINT (-73.262462 42.3265150),75 Chestnut Street,,Lee,MA,01238,84-3709838,MRN284185,4/27/2021 01:54:44 PM,7/10/2021 03:51:07 PM,5/10/2021 01:09:15 PM,7/25/2022 09:32:27 PM,False,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,3/23/2021 12:43:00 PM,7/16/2021 09:04:49 AM,10/14/2021 01:09:20 PM,7/25/2022 04:00:00 AM,7/25/2023 04:00:00 AM,,5/22/2023,635 Laurel St,N/A,Berkshire County,,10000.0,01238,Lee,Berkshire,42.396128,-73.209889,Western MA,110,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MR282481,"The Haven Center, Inc.",Brewster,MA,02631,41.775658,-70.011502,245 Route 6A,,Orleans,MA,02653,POINT (-70.301811 41.698999),POINT (-70.011501 41.775658),PO Box 2036,,Orleans,MA,02653,47-4353074,MRN282481,3/22/2019 01:28:03 PM,5/7/2019 11:52:06 AM,3/26/2019 12:00:00 AM,7/24/2019 12:25:15 PM,True,,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,,,,,,,,,,,,5/11/2023 04:00:00 AM,3/11/2019 11:20:31 AM,3/26/2019 12:00:00 AM,6/27/2019 04:28:18 PM,9/15/2022 04:00:00 AM,9/24/2023 04:00:00 AM,,5/22/2023,4018 Main St,N/A,Barnstable County,,5000.0,02631,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,619,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,7/1/2021,COMPLETE,MR281804,Liberty Market,Lanesborough,MA,01237,42.518828,-73.228128,126 South Main Street,Suite 1 & 2,Lanesborough,MA,01237,POINT (-73.209889 42.396128),POINT (-73.228127 42.5188279),10 West Street,,Allenstown,NH,03275,83-1419000,MRN281804,10/29/2018 03:37:58 PM,8/1/2019 01:44:45 PM,3/22/2019 12:00:00 AM,10/26/2019 11:02:35 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,4/16/2021 04:00:00 AM,8/15/2018 08:00:02 AM,8/1/2019 12:00:00 AM,10/10/2019 01:06:47 PM,10/13/2022 04:00:00 AM,10/29/2023 04:00:00 AM,,5/22/2023,35 N Main St,N/A,Berkshire County,,5000.0,01237,Lanesboro,Berkshire,42.396128,-73.209889,,109,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283354,"M3 Ventures, Inc.",Plymouth,MA,02360,41.960387,-70.691279,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,35-2472435,MCN283354,3/11/2021 09:52:21 AM,3/31/2021 12:12:57 PM,3/17/2021 11:25:02 AM,,True,no,,,,,,APPROVED,RP201874,RPA201874,Not a DBE,Outdoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,2/10/2021 11:26:03 AM,4/2/2021 12:16:22 PM,6/22/2021 11:07:47 AM,6/22/2021 04:00:00 AM,6/22/2022 04:00:00 AM,,5/22/2023,9 Collins Ave,N/A,Plymouth County,,625.0,02360,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,539,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100144,Alchemy League,Holyoke,,01040,,,"12 Marcella St, Boston, MA",,Type,MA,02119,POINT (-72.571312 42.12756),,"12 Marcella St, Boston, MA",,Roxbury,MA,02119,82-4415549,DOA100144,8/10/2021 03:38:12 PM,10/20/2021 12:25:39 PM,9/13/2021 03:50:12 PM,,True,,EE201940,,APPROVED,EE201940,,,,,"Minority-Owned Business | Woman-Owned Business | Veteran-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,,,,,,,,,,,,8/10/2021 02:30:27 PM,10/22/2021 11:32:15 AM,1/20/2022 03:23:06 PM,4/14/2023 04:00:00 AM,4/14/2024 04:00:00 AM,,,,,,,0.0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
