license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,Street,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,phone_number,ccclastupdated,application_status,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,establishment_zipcode,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,cnb_deemed_complete_date,application_approved_date,lic_start_date,pmt_amount,lic_fee_amount,town,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,approved_se_number,Medical ,adult_use,county,medical,CEID,LicenseStatus,analyses,cultivator,retailer
AU-G-A-000103,143,77 North Inc.,Class A Marihuana Grower,License Void,,77 North Inc.,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-02-18T00:00:00,Germfask,49836,,,2023-08-13T13:37:51.924746,,4404 M-77,,46.1167953,-85.9268531,Schoolcraft County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000138,144,High Bud,Class A Marihuana Grower,Active,,High Bud,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-05-19T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,5963 Scholl Rd,,44.9167627,-84.9697727,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000137,145,The Noggin Shop,Class A Marihuana Grower,Active,,The Noggin Shop,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-03-16T00:00:00,Hubbell,49934,,,2023-08-13T13:37:51.924746,,52324 Duncan Ave,,47.1748961,-88.4263205,Houghton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000134,146,GL Hydro Pharm LLC,Class A Marihuana Grower,Active,,GL Hydro Pharm LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-13T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,6068 US-131,,44.941384,-85.019193,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000136,147,World Selections,Class A Marihuana Grower,Active,,World Selections,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-10T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,220 Watts Rd,,42.25499,-84.35609099999999,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000132,148,"Spring Valley Growers, LLC",Class A Marihuana Grower,Active,,"Spring Valley Growers, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-10-27T00:00:00,MI 49266,USA,,,2023-08-13T13:37:51.924746,,Osseo,,41.8844464,-84.5441484,Hillsdale County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000131,149,"Aloft Process, Inc",Class A Marihuana Grower,License Void,,"Aloft Process, Inc",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-01T00:00:00,Buchanan,49107,,,2023-08-13T13:37:51.924746,,317 Post Rd,,41.8207409,-86.381188,Berrien County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000128,150,Urban Gardens,Class A Marihuana Grower,Active,,Urban Gardens,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-19T00:00:00,Kalamazoo,49007,,,2023-08-13T13:37:51.924746,,617 Portage Street,,42.2855202,-85.5748426,Kalamazoo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000125,151,"Family Trees, LLC",Class A Marihuana Grower,License Void,,"Family Trees, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Social Equity,,2023-07-27T00:00:00,Michigan Center,49254,,,2023-08-13T13:37:51.924746,,4975 Page Ave,,42.2332735,-84.3154765,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000121,152,"Smart Decisions, Inc.",Class A Marihuana Grower,License Void,,"Smart Decisions, Inc.",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-19T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,1256 Falahee Rd,,42.236,-84.347758,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000120,153,Source 906,Class A Marihuana Grower,License Void,,Source 906,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-04T00:00:00,Iron Mountain,49801,,,2023-08-13T13:37:51.924746,,1500 N Stephenson Ave,,45.8366893,-88.05561399999999,Dickinson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000117,154,My Peaceable Kingdom LLC,Class A Marihuana Grower,Active,,My Peaceable Kingdom LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-01-27T00:00:00,Frankfort,49635,,,2023-08-13T13:37:51.924746,,2855 Paul Rose Rd,,44.591837,-86.177582,Benzie County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000115,155,"Epic Roots, LLC",Class A Marihuana Grower,License Void,,"Epic Roots, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-10-19T00:00:00,Warren,48091,,,2023-08-13T13:37:51.924746,,2103 Riggs Ave,,42.4786922,-83.0817048,Macomb County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000114,156,"Production Dr. Holdings, LLC",Class A Marihuana Grower,Active,,"Production Dr. Holdings, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-30T00:00:00,Harrison Twp,48045,,,2023-08-13T13:37:51.924746,,41525 Production Dr,,42.600824,-82.8542184,Macomb County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000108,157,Exclusive Grand Rapids,Class A Marihuana Grower,Active,,Exclusive Grand Rapids,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Public Documents Available,,2023-08-12T00:00:00,Wyoming,49508,,,2023-08-13T13:37:51.924746,,2350 29th St SE,,42.9091617,-85.60919,Kent County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000107,158,Givingtrees,Class A Marihuana Grower,License Void,,Givingtrees,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-03-23T00:00:00,Hazel Park,48030,,,2023-08-13T13:37:51.924746,,1008 E 10 Mile Rd,,42.4758753,-83.0952271,Oakland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000103,159,77 North Inc.,Class A Marihuana Grower,License Void,,77 North Inc.,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-02-18T00:00:00,Germfask,49836,,,2023-08-13T13:37:51.924746,,4404 M-77,,46.1167953,-85.9268531,Schoolcraft County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000138,160,High Bud,Class A Marihuana Grower,Active,,High Bud,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-05-19T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,5963 Scholl Rd,,44.9167627,-84.9697727,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000137,161,The Noggin Shop,Class A Marihuana Grower,Active,,The Noggin Shop,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-03-16T00:00:00,Hubbell,49934,,,2023-08-13T13:37:51.924746,,52324 Duncan Ave,,47.1748961,-88.4263205,Houghton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000134,162,GL Hydro Pharm LLC,Class A Marihuana Grower,Active,,GL Hydro Pharm LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-13T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,6068 US-131,,44.941384,-85.019193,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000136,163,World Selections,Class A Marihuana Grower,Active,,World Selections,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-10T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,220 Watts Rd,,42.25499,-84.35609099999999,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000132,164,"Spring Valley Growers, LLC",Class A Marihuana Grower,Active,,"Spring Valley Growers, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-10-27T00:00:00,MI 49266,USA,,,2023-08-13T13:37:51.924746,,Osseo,,41.8844464,-84.5441484,Hillsdale County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000131,165,"Aloft Process, Inc",Class A Marihuana Grower,License Void,,"Aloft Process, Inc",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-01T00:00:00,Buchanan,49107,,,2023-08-13T13:37:51.924746,,317 Post Rd,,41.8207409,-86.381188,Berrien County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000128,166,Urban Gardens,Class A Marihuana Grower,Active,,Urban Gardens,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-19T00:00:00,Kalamazoo,49007,,,2023-08-13T13:37:51.924746,,617 Portage Street,,42.2855202,-85.5748426,Kalamazoo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000125,167,"Family Trees, LLC",Class A Marihuana Grower,License Void,,"Family Trees, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Social Equity,,2023-07-27T00:00:00,Michigan Center,49254,,,2023-08-13T13:37:51.924746,,4975 Page Ave,,42.2332735,-84.3154765,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000121,168,"Smart Decisions, Inc.",Class A Marihuana Grower,License Void,,"Smart Decisions, Inc.",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-19T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,1256 Falahee Rd,,42.236,-84.347758,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000120,169,Source 906,Class A Marihuana Grower,License Void,,Source 906,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-04T00:00:00,Iron Mountain,49801,,,2023-08-13T13:37:51.924746,,1500 N Stephenson Ave,,45.8366893,-88.05561399999999,Dickinson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000117,170,My Peaceable Kingdom LLC,Class A Marihuana Grower,Active,,My Peaceable Kingdom LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-01-27T00:00:00,Frankfort,49635,,,2023-08-13T13:37:51.924746,,2855 Paul Rose Rd,,44.591837,-86.177582,Benzie County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000115,171,"Epic Roots, LLC",Class A Marihuana Grower,License Void,,"Epic Roots, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-10-19T00:00:00,Warren,48091,,,2023-08-13T13:37:51.924746,,2103 Riggs Ave,,42.4786922,-83.0817048,Macomb County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000114,172,"Production Dr. Holdings, LLC",Class A Marihuana Grower,Active,,"Production Dr. Holdings, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-30T00:00:00,Harrison Twp,48045,,,2023-08-13T13:37:51.924746,,41525 Production Dr,,42.600824,-82.8542184,Macomb County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000108,173,Exclusive Grand Rapids,Class A Marihuana Grower,Active,,Exclusive Grand Rapids,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Public Documents Available,,2023-08-12T00:00:00,Wyoming,49508,,,2023-08-13T13:37:51.924746,,2350 29th St SE,,42.9091617,-85.60919,Kent County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000107,174,Givingtrees,Class A Marihuana Grower,License Void,,Givingtrees,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-03-23T00:00:00,Hazel Park,48030,,,2023-08-13T13:37:51.924746,,1008 E 10 Mile Rd,,42.4758753,-83.0952271,Oakland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000103,175,77 North Inc.,Class A Marihuana Grower,License Void,,77 North Inc.,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-02-18T00:00:00,Germfask,49836,,,2023-08-13T13:37:51.924746,,4404 M-77,,46.1167953,-85.9268531,Schoolcraft County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000138,176,High Bud,Class A Marihuana Grower,Active,,High Bud,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-05-19T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,5963 Scholl Rd,,44.9167627,-84.9697727,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000137,177,The Noggin Shop,Class A Marihuana Grower,Active,,The Noggin Shop,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-03-16T00:00:00,Hubbell,49934,,,2023-08-13T13:37:51.924746,,52324 Duncan Ave,,47.1748961,-88.4263205,Houghton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000134,178,GL Hydro Pharm LLC,Class A Marihuana Grower,Active,,GL Hydro Pharm LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-13T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,6068 US-131,,44.941384,-85.019193,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000136,179,World Selections,Class A Marihuana Grower,Active,,World Selections,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-10T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,220 Watts Rd,,42.25499,-84.35609099999999,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000132,180,"Spring Valley Growers, LLC",Class A Marihuana Grower,Active,,"Spring Valley Growers, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-10-27T00:00:00,MI 49266,USA,,,2023-08-13T13:37:51.924746,,Osseo,,41.8844464,-84.5441484,Hillsdale County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000131,181,"Aloft Process, Inc",Class A Marihuana Grower,License Void,,"Aloft Process, Inc",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-01T00:00:00,Buchanan,49107,,,2023-08-13T13:37:51.924746,,317 Post Rd,,41.8207409,-86.381188,Berrien County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000128,182,Urban Gardens,Class A Marihuana Grower,Active,,Urban Gardens,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-19T00:00:00,Kalamazoo,49007,,,2023-08-13T13:37:51.924746,,617 Portage Street,,42.2855202,-85.5748426,Kalamazoo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000125,183,"Family Trees, LLC",Class A Marihuana Grower,License Void,,"Family Trees, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Social Equity,,2023-07-27T00:00:00,Michigan Center,49254,,,2023-08-13T13:37:51.924746,,4975 Page Ave,,42.2332735,-84.3154765,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000121,184,"Smart Decisions, Inc.",Class A Marihuana Grower,License Void,,"Smart Decisions, Inc.",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-19T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,1256 Falahee Rd,,42.236,-84.347758,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000120,185,Source 906,Class A Marihuana Grower,License Void,,Source 906,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-04T00:00:00,Iron Mountain,49801,,,2023-08-13T13:37:51.924746,,1500 N Stephenson Ave,,45.8366893,-88.05561399999999,Dickinson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000117,186,My Peaceable Kingdom LLC,Class A Marihuana Grower,Active,,My Peaceable Kingdom LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-01-27T00:00:00,Frankfort,49635,,,2023-08-13T13:37:51.924746,,2855 Paul Rose Rd,,44.591837,-86.177582,Benzie County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000115,187,"Epic Roots, LLC",Class A Marihuana Grower,License Void,,"Epic Roots, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-10-19T00:00:00,Warren,48091,,,2023-08-13T13:37:51.924746,,2103 Riggs Ave,,42.4786922,-83.0817048,Macomb County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000114,188,"Production Dr. Holdings, LLC",Class A Marihuana Grower,Active,,"Production Dr. Holdings, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-30T00:00:00,Harrison Twp,48045,,,2023-08-13T13:37:51.924746,,41525 Production Dr,,42.600824,-82.8542184,Macomb County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000108,189,Exclusive Grand Rapids,Class A Marihuana Grower,Active,,Exclusive Grand Rapids,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Public Documents Available,,2023-08-12T00:00:00,Wyoming,49508,,,2023-08-13T13:37:51.924746,,2350 29th St SE,,42.9091617,-85.60919,Kent County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000107,190,Givingtrees,Class A Marihuana Grower,License Void,,Givingtrees,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-03-23T00:00:00,Hazel Park,48030,,,2023-08-13T13:37:51.924746,,1008 E 10 Mile Rd,,42.4758753,-83.0952271,Oakland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000103,191,77 North Inc.,Class A Marihuana Grower,License Void,,77 North Inc.,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2022-02-18T00:00:00,Germfask,49836,,,2023-08-13T13:37:51.924746,,4404 M-77,,46.1167953,-85.9268531,Schoolcraft County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000138,192,High Bud,Class A Marihuana Grower,Active,,High Bud,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-05-19T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,5963 Scholl Rd,,44.9167627,-84.9697727,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000137,193,The Noggin Shop,Class A Marihuana Grower,Active,,The Noggin Shop,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-03-16T00:00:00,Hubbell,49934,,,2023-08-13T13:37:51.924746,,52324 Duncan Ave,,47.1748961,-88.4263205,Houghton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000134,194,GL Hydro Pharm LLC,Class A Marihuana Grower,Active,,GL Hydro Pharm LLC,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-13T00:00:00,Mancelona,49659,,,2023-08-13T13:37:51.924746,,6068 US-131,,44.941384,-85.019193,Antrim County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000136,195,World Selections,Class A Marihuana Grower,Active,,World Selections,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-10T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,220 Watts Rd,,42.25499,-84.35609099999999,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000132,196,"Spring Valley Growers, LLC",Class A Marihuana Grower,Active,,"Spring Valley Growers, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-10-27T00:00:00,MI 49266,USA,,,2023-08-13T13:37:51.924746,,Osseo,,41.8844464,-84.5441484,Hillsdale County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000131,197,"Aloft Process, Inc",Class A Marihuana Grower,License Void,,"Aloft Process, Inc",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-08-01T00:00:00,Buchanan,49107,,,2023-08-13T13:37:51.924746,,317 Post Rd,,41.8207409,-86.381188,Berrien County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000128,198,Urban Gardens,Class A Marihuana Grower,Active,,Urban Gardens,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2024-02-19T00:00:00,Kalamazoo,49007,,,2023-08-13T13:37:51.924746,,617 Portage Street,,42.2855202,-85.5748426,Kalamazoo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000125,199,"Family Trees, LLC",Class A Marihuana Grower,License Void,,"Family Trees, LLC",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,Social Equity,,2023-07-27T00:00:00,Michigan Center,49254,,,2023-08-13T13:37:51.924746,,4975 Page Ave,,42.2332735,-84.3154765,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000121,200,"Smart Decisions, Inc.",Class A Marihuana Grower,License Void,,"Smart Decisions, Inc.",,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-19T00:00:00,Jackson,49203,,,2023-08-13T13:37:51.924746,,1256 Falahee Rd,,42.236,-84.347758,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU-G-A-000120,201,Source 906,Class A Marihuana Grower,License Void,,Source 906,,,CRA,Michigan Cannabis Regulatory Agency,,,,MI,,,,2023-05-04T00:00:00,Iron Mountain,49801,,,2023-08-13T13:37:51.924746,,1500 N Stephenson Ave,,45.8366893,-88.05561399999999,Dickinson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
